"CAB88475","CAA19847","CAC44199","EBG00000038161","CAC33046","CAC44196","CAC37462","CAB56129","CAC44197","CAC37460","CAB88472","CAC42742","CAB88474","CAC37461","CAB52358","CAC33044","CAC16964","CAB61732","CAC44200","CAC44202","CAD55222","CAC44203","CAB88473","CAC37459","CAD55283","CAB61608","CAB95912","CAC42840","CAC44194","CAA16177","CAB92824","CAC44201","CAB88969","CAC33045","CAC44205","CAC17662","CAB52948","CAA16178","CAC44193","CAC10328","CAB88819","CAC44192","CAC42743","CAA22398","CAB52837","CAC17528","CAB61922","CAA16179","CAB52947","CAC44204"
11.1704609532412,10.116832100619,4.85397003885828,7.78862532884461,9.40379845516369,4.62834339636887,4.19474801923026,9.18444649908464,4.78991540351707,4.10053315002771,9.07404843021725,10.8450578289679,8.93697772098397,4.50057321879296,8.710490457321,8.69143410179715,8.60440783643167,8.97686103140269,4.39623110617869,2.90493593563448,5.06848140864596,4.02744957137797,8.75948605217389,3.08101254460149,8.9987859729388,9.41801654705459,8.60073666599336,9.1733476111335,4.53798468996109,6.36215363616299,8.09904356649986,4.43387783487829,6.17849155034536,7.89860123678912,3.90727217740282,8.50755370585703,7.85655867555813,5.43714143629048,4.99802344012002,10.1934629576698,9.45715247239708,4.77917991665638,9.55159138335255,4.78991540351707,8.37169664820124,8.78608244980601,6.54740282367494,6.00217032957831,4.44718746590944,4.58055432208927
10.8450578289679,10.1934629576698,5.72060294385182,7.65528051169562,8.7891711045078,5.99483684157545,3.74549673678899,8.9947617755122,6.22202244127786,5.37230645974385,8.89170281519484,10.7237968179629,8.48969909801793,4.84829476527979,8.35454437386733,8.50755370585703,8.23106665105989,8.61198113589861,5.34944842886361,2.09666454713776,5.35287595955964,4.27509535169956,8.3270542424069,2.96169638746419,8.68254588137025,9.36623379632487,8.40554422688729,8.98816078778003,4.03766895518295,6.85460692613197,7.58070878628146,5.10246309930999,6.72499045817268,7.41630823022773,4.01049307206902,8.38980884533196,7.90829928505429,4.72201811408053,5.69311695424131,9.86391437504533,9.47631688589667,4.90223051190386,9.35838746023959,3.66355346555946,7.88215897071444,8.69845469105809,5.56871707790811,6.38084389937335,2.7309600335784,5.40393392418912
10.4703348131736,10.0561165313297,7.01938290195702,7.64664239179206,8.26153663976192,6.21026728077567,5.38513702299228,8.74447369346604,6.22075031759458,6.23310481706802,8.51064323342921,10.3088549886082,8.09314823056498,5.91203589681415,7.69477832429908,8.22900496052187,7.82206884817805,8.07173054307397,6.07631966381805,2.99559911876761,6.25968641184179,5.06018571212199,8.02771070934674,3.96783437816103,8.06581132406116,8.51316042700559,8.06899076847819,8.7069214042982,4.49983573641382,8.58348963236706,6.48417757029803,5.29898664969038,8.93024213452659,6.91139493010116,4.20502352040953,8.00055861357519,8.07348510765315,7.25785182398803,6.13282007927752,9.4108323030975,9.39751432197879,5.58734105734818,8.98816078778003,4.8878929669226,8.95563292134841,8.32292723154015,5.28136690310037,8.12237737792324,2.92632872594823,5.19237090761943
10.6351585488665,9.6697806185494,6.42978604247856,7.357790770407,8.65864859903807,4.91245627604335,5.31738390798266,8.82968654353385,4.77276787974379,5.59520908459329,8.69845469105809,10.2850077744712,8.48969909801793,5.47563374113204,7.94908273779219,8.10267103988349,8.11431782472778,8.35772173282173,5.16381913535746,3.40325571497984,5.82386990625913,4.80486337223791,8.25996955749028,4.55065055195963,8.33402651934005,8.84551200326839,8.13342519438525,8.81548702581727,5.09868104286617,8.2773782978231,6.9933595183247,4.77276787974379,8.36783831082844,7.15941804347076,4.23225608150074,8.0629984793141,7.66726858000666,7.06831635482899,5.66830037269089,9.62014572925047,9.33215535124403,5.56074310177489,8.8488643031026,6.17523375421129,9.20889502491522,8.50416902162026,6.24282497480089,7.86214224224192,4.19583033116373,4.70935646742951
10.6351585488665,9.81039288906006,6.6072491285676,7.28903820173152,8.36027313185532,6.59364586139109,4.86650088846595,8.84551200326839,6.67718035513412,5.76267252305292,8.57457617963487,10.3334683186383,8.08761636570629,5.72719112123818,7.638516522259,8.25579978818822,7.94745891799188,8.12957176736971,6.24357367112681,2.82592857898742,6.10961788982599,5.12570056292101,8.00188470741382,3.8653453221556,8.04928329230748,8.52137567482984,8.15772574579901,8.64328710649104,4.01411783245036,8.59507889367023,6.36450087657175,5.73695254906704,8.72075995180282,7.19951948830579,4.09574092614282,8.15621619321457,7.90004065416813,6.88345027493412,6.05845691546875,9.42530728684818,9.35838746023959,5.19039059901127,8.85120610898356,4.51900238580295,9.07404843021725,8.32469544664828,4.34538726438952,8.07348510765315,2.38635034633611,5.33096283251117
10.535718421145,9.93585090235377,9.05628629037684,7.41017650303927,8.4078263279121,8.73850373236339,7.56135481686037,8.7919895440891,8.59292562298057,7.96465065774652,8.44192591281385,10.2850077744712,8.32095043557779,7.76864349139016,7.3929258134236,8.27922717670838,7.91174902168478,8.31868944712769,7.78751131577229,4.46707641766116,7.94745891799188,6.98911728916109,8.19876902279156,6.16765924064593,8.0629984793141,8.41299528113147,8.05053652605269,8.79862901624055,6.76580993266214,8.79536846706821,6.07348086109984,7.01455690470253,9.17874460987095,7.20557994092268,6.01730659857524,8.14241012997333,7.82593717168895,7.17213932134994,7.60483352347514,9.46628664665654,9.35838746023959,7.42264707938547,8.90767174652037,6.0459592004017,9.31025772833349,8.32292723154015,4.79483415966454,8.31463911223736,2.17336279206357,6.85608289956057
10.6351585488665,9.75038149786841,7.98920766069879,7.52342436244596,8.6084911374184,7.08047996996501,6.67460316441562,8.79536846706821,6.90543463854959,6.81527661403866,8.64328710649104,10.3334683186383,8.42202848903148,6.76666530949063,7.71079033839342,8.23665848418769,7.9266897883725,8.26556566066349,6.7426188192414,5.01283757016352,7.08106810768257,6.13603312981558,8.29689649785521,5.70487688937273,8.22577193862267,8.54319816727219,8.1591900098987,8.7891711045078,6.2020222708522,8.43927214273883,6.37274921742543,6.03946541968526,9.01583765994346,7.21628028937784,5.62053100511782,7.976607225461,7.65846299574581,7.11881444926885,6.70591370260502,9.63881475796174,9.29939677787197,6.55205074925932,8.9177438464604,6.65297467194039,9.39092143543159,8.33550826663181,6.00524504543393,7.95382462644922,4.28740790667424,6.02981896689845
10.6351585488665,9.7884076340057,8.826246052271,7.47490205337852,8.42671465417398,8.65864859903807,7.37417891580913,8.702658990363,8.48456642802586,7.66602419506404,8.53078631174648,10.1315220108185,8.24376168236004,7.47698640695764,7.45679938793693,8.227213384395,7.83361688137548,8.05268681412769,7.45901095557149,5.34661011846363,7.74742204558815,6.77823924332845,8.16725319197165,6.27790946398728,8.04350011132708,8.30771647280895,8.05841757050479,8.76509505378427,6.8309256699334,8.52137567482984,6.18922549223851,6.7104216821991,9.07404843021725,7.14611078131912,6.06798783732514,7.93893863599607,7.73324694083435,7.20245425949346,7.32866096063796,9.49276220792213,9.29541367280204,7.24517599953508,8.81891318924423,6.50532694952698,9.43994507054259,8.24547199611581,5.96947336940541,7.98920766069879,3.61587036301277,6.71389542245891
10.3088549886082,9.82093602062758,10.7237968179629,7.52799450229489,8.31311401236539,10.095974047834,8.91084035235976,8.65563828562772,9.85436969854016,9.27865191826783,8.40356768198848,10.0766012100864,8.09432212977508,9.05976788666448,7.17670446495497,8.30992700341805,7.6526589932299,8.03728182846219,9.22640561100751,6.70979419552277,9.43994507054259,8.53833907195892,8.17134376102394,7.57692262472121,7.89692462144068,8.0629984793141,8.03206554552456,8.7891711045078,8.37914533039684,8.4078263279121,5.63881849799668,8.42202848903148,9.04654106495846,7.07901140843887,7.75054526092582,8.00188470741382,7.97201002128021,6.83450387644512,8.95563292134841,9.42530728684818,9.35838746023959,8.69845469105809,8.76933297815984,6.44041848593903,9.29003796808162,8.13711024282434,5.23997004429787,7.8542336141934,2.70480429451141,8.3880637814453
10.7237968179629,9.75038149786841,10.0561165313297,7.58254481418842,8.50755370585703,9.72851577563651,8.6084911374184,8.75544143551139,9.62014572925047,8.78608244980601,8.52846650863282,10.095974047834,8.25199094819593,8.64958686429173,7.49645581470628,8.19876902279156,7.85655867555813,8.18847265575004,8.77608731395965,6.68219911343909,8.95996040880198,8.09432212977508,8.18409252986753,7.32585758904923,8.16725319197165,8.26556566066349,8.08638461867144,8.81548702581727,7.95824099295463,8.39535394577792,6.34919835876771,7.96465065774652,8.9987859729388,7.09941209531661,7.39470554186313,7.96169231354797,7.71760451916386,7.15202084115017,8.47969864551512,9.5308054303106,9.33651820518145,8.3270542424069,8.78046816258571,6.87223856918533,9.48519908282572,8.29534117194751,6.06573310144296,7.91527170480749,4.45093675814262,7.9324040384692
10.535718421145,9.7042211275379,10.7237968179629,7.46246167163341,8.39255976509377,10.1315220108185,9.18444649908464,8.80608286166109,9.95446614107726,9.37756351929368,8.42202848903148,10.2199408875993,8.15276188693873,9.151211096975,7.50201451768748,8.26153663976192,7.91013276700374,8.23515490004843,9.46628664665654,7.26018740187316,9.48519908282572,8.8787328068879,8.06733977647289,7.73870611464516,8.16077796176081,8.21263373095249,8.05429688156772,8.86030613262643,8.45622233631917,8.37169664820124,6.14761298565524,8.751684179582,8.94255197640354,7.17281718239923,8.09007719297448,7.95218322893719,7.7266123759454,6.90401571270763,9.05628629037684,9.41801654705459,9.31025772833349,8.9500519235962,8.81548702581727,6.76282258070239,9.56773744828583,8.36027313185532,5.88898827901434,7.92221888099279,2.99651490654756,8.68254588137025
10.4703348131736,9.57654257593015,10.3088549886082,7.30969891815597,8.73850373236339,10.7237968179629,9.28308131285903,8.67668747732595,10.6351585488665,9.2492861477975,8.47969864551512,10.0561165313297,8.44883789654854,9.146014885701,7.3752379730822,8.12792626468486,7.90382190691094,8.20198373240251,9.26152218685407,7.1510667901319,9.45715247239708,8.7069214042982,8.34239456530712,7.75533062611638,8.12111707516632,8.23515490004843,8.04928329230748,8.72321191991961,8.39942075419732,8.04488400916064,6.27901448673438,8.59292562298057,8.68458756410285,7.3231914491895,7.96169231354797,7.97369292858607,7.47698640695764,6.67896290218366,9.00751943907651,9.52518759875799,9.27358160173385,8.85751252472317,8.73341086596155,7.18864334498172,9.60602132764676,8.25579978818822,5.79910116262109,7.54839687420644,4.08763656129444,8.54319816727219
10.7810856127469,9.7791840178617,10.1934629576698,7.51798990949482,8.83410468625932,10.2850077744712,9.05628629037684,8.85462178646038,10.1315220108185,9.01583765994346,8.66947393454878,10.3781032960468,8.62816404102257,8.95563292134841,7.66401425086597,8.24215816980306,8.13561832778674,8.56280213586073,9.04143836844816,6.9344403377077,9.29003796808162,8.47772295114511,8.4877554812511,7.52471480977612,8.35102256080949,8.50416902162026,8.13146256946463,8.84551200326839,8.25996955749028,8.12629257218687,6.66588985565573,8.33849118280215,8.72993429105684,7.40785631349198,7.74022413221215,8.00188470741382,7.62651743956456,6.77001423930373,8.83754600604565,9.72851577563651,9.39092143543159,8.63995886669539,8.93339575333656,7.16077199214787,9.67936357931242,8.40356768198848,6.07631966381805,7.65528051169562,3.65629495443142,8.33667723220631
10.1694900820407,9.86391437504533,10.6351585488665,7.49386597166169,8.09904356649986,10.7810856127469,9.1549829947271,8.65295839913718,10.535718421145,9.33651820518145,8.28372016673241,10.266323475706,8.00704240178734,9.23038973519803,7.15941804347076,8.0416675500728,7.77127573391288,8.08043317409649,9.36623379632487,6.66515783204954,9.62014572925047,8.81548702581727,7.95382462644922,7.59736893761001,7.86794365760704,8.14241012997333,7.99696543558476,8.73627732791882,8.59292562298057,8.01038088598833,5.79314376734904,8.67394847824301,8.710490457321,7.03870801204542,7.93453251402479,7.87363007588546,7.86434860735067,5.62145531419118,9.19988392351236,9.38404351074743,9.45715247239708,8.85751252472317,8.83410468625932,6.75814845292594,9.33215535124403,8.11228690851524,4.67078235267307,7.47698640695764,2.55803109429837,8.61917614098533
