"CAB88475","CAA19847","CAC44199","EBG00000038161","CAC33046","CAC44196","CAC37462","CAB56129","CAC44197","CAC37460","CAB88472","CAC42742","CAB88474","CAC37461","CAB52358","CAC33044","CAC16964","CAB61732","CAC44200","CAC44202","CAD55222","CAC44203","CAB88473","CAC37459","CAD55283","CAB61608","CAB95912","CAC42840","CAC44194","CAA16177","CAB92824","CAC44201","CAB88969","CAC33045","CAC44205","CAC17662","CAB52948","CAA16178","CAC44193","CAC10328","CAB88819","CAC44192","CAC42743","CAA22398","CAB52837","CAC17528","CAB61922","CAA16179","CAB52947","CAC44204"
4.93658190080623,4.20222142243567,4.679461739377,3.58252714846655,3.08101254460149,5.14041215268605,4.44903962268322,3.99710168739849,4.99322408103564,3.79601604573223,4.34932038817034,6.22867657444537,4.42419906827062,4.59826593885006,4.20222142243567,4.42419906827062,3.94866105649421,3.99710168739849,4.47274649845002,3.44266626120473,5.07524697744247,4.23888962727924,4.20222142243567,3.87967346671311,4.82168261430965,4.78799601803611,3.70815868961784,6.95050776602479,4.47274649845002,5.21615437852174,3.70815868961784,4.2733239001117,5.20447970130211,2.80852770948924,4.2733239001117,4.04801239621111,4.3140770062026,4.47274649845002,4.87150343739092,6.21223404781766,5.8387013659608,5.11161704498675,5.65278464387518,3.08101254460149,5.65278464387518,4.88894523770651,0,5.15896227461302,2.30816246655608,4.78799601803611
4.89715867930975,4.44329118419709,4.85909046117789,3.12603250271946,3.73713839995198,5.2801723483103,4.33394772595247,4.29148833108514,5.22847964847896,4.05743437307687,4.63161064733596,5.95591525242947,4.17589975961001,4.29148833108514,3.93996946545147,3.83522201196839,3.52913747086009,4.17589975961001,4.57228492531708,2.97107518884676,4.99851654252198,4.11814976136877,4.29148833108514,3.52913747086009,4.29148833108514,4.99851654252198,4.17589975961001,6.78726488076828,4.58629587751121,5.09759778925703,3.35905482832057,4.4793066935615,5.41727972514135,3.24809942602389,4.14655353776643,3.93996946545147,4.29148833108514,4.26443390215599,5.02451495979316,6.22161202054289,5.88930199092517,5.11514220343984,5.69076881222675,2.55574728227661,5.50566105589869,4.99230634564964,1.61622121266726,4.8332780271136,1.61622121266726,4.92568175960761
4.8814135438276,4.33648876829392,4.83708421003201,1.55535542207882,3.63961033948014,5.10560731776924,4.2468535457897,3.9759413861394,5.10560731776924,3.93546806539512,4.2468535457897,6.22202244127786,3.9759413861394,4.43890993184893,3.55405613553649,4.31803866747106,3.63961033948014,3.80368383415529,4.29839514834775,2.78982563225129,4.87231567552709,4.21693173436274,4.31803866747106,3.63961033948014,4.6871349478153,4.83708421003201,4.09182769616549,6.52334038514051,4.57492351699087,5.13646515074702,3.15690038498256,4.06021198751598,5.20696445648236,2.78982563225129,3.84815865517758,4.28060848134324,4.2468535457897,4.54830799882756,4.73842898221551,6.05197705658658,5.74625511628543,4.83708421003201,5.73294222308514,2.99559911876761,5.79285919532112,5.22166617380602,2.59491290461953,5.14399599957488,0,4.73842898221551
4.66787926474276,4.50808164028222,4.56531647025313,3.23842269283201,3.32677371283375,5.18785090307849,3.60151096094809,4.18141852755625,5.05626806130129,3.96442204349561,4.18141852755625,6.32493248388148,4.00816595773216,4.00816595773216,3.89900339002219,4.04048197000688,3.54721381012858,3.85823962987256,4.72125316971801,2.15983541606798,4.94087051203323,4.28439579673882,3.96442204349561,3.23842269283201,4.53371664902615,4.86923739395872,4.26297176383052,4.72998030749833,4.33019166094969,4.20883404904111,2.4075798866645,4.04048197000688,5.17737314835662,3.75093391371103,3.81648096182916,4.53371664902615,4.20883404904111,3.48490112033076,4.79821249183152,6.05656264686184,5.74063268612255,4.98938690367656,5.88269553714387,2.93605641205066,5.88269553714387,4.92067866996503,2.74615694657701,4.00816595773216,0,4.84243820088767
4.66235754182212,4.05446602716934,4.62312379772666,3.45961633318864,3.45961633318864,4.95668571120811,3.9786304911868,3.92704433571052,4.86378551636826,3.92704433571052,4.24485990684803,6.21869227763739,3.45961633318864,4.05446602716934,3.76854369090111,4.01358062558953,4.01358062558953,3.88987168965756,4.30281470663974,2.85418598712104,4.8174357346027,4.21086619169592,4.16377981249364,3.54031745508063,4.62312379772666,4.9116827861235,4.09182769616549,4.87317461496956,4.49196244161287,4.09182769616549,3.22207033208119,4.392293811914,5.07452232149614,3.54031745508063,4.01358062558953,4.28060848134324,3.76854369090111,3.54031745508063,4.9116827861235,5.89621395801299,5.67109004726252,4.7001990744373,5.80029133038,3.76854369090111,6.02447933452099,4.9229962847356,3.45961633318864,3.76854369090111,0,4.67300822160556
4.53469708641824,4.21980801254756,4.70444640088941,2.9599375354139,3.33177335260674,5.12987664794828,3.76195111906128,3.86922993662927,4.93712657087153,4.00611042922432,4.14986284179814,6.19413000798525,3.76195111906128,4.10269496838731,3.42086041280901,4.07302086901924,3.62366486727235,4.10269496838731,4.21980801254756,1.94088619582296,4.95060693761167,4.14986284179814,4.12626854915151,3.42086041280901,4.38701475187437,4.69302742710844,4.10269496838731,4.86650088846595,4.60969099692113,4.14986284179814,2.76246080728618,4.14986284179814,5.1597096788083,3.49742221243711,3.86922993662927,4.24894226233869,4.18753035450548,2.57528468462382,4.75445237056989,6.01992880067044,5.72941392500774,4.92067866996503,5.87225137281836,2.76246080728618,5.97323668748912,5.01364665707423,1.94088619582296,3.96442204349561,0,4.79256172120371
4.95803228075315,4.60563496140967,4.89922265157197,2.88929224677132,4.36490453535097,5.21971165126409,4.17222610437426,4.17222610437426,5.19726162947071,4.52216169429888,4.36490453535097,6.27438057483556,4.36490453535097,4.29590415116435,3.38311803401311,4.06223235227833,4.13450931566191,4.60563496140967,4.88300329984539,2.88929224677132,4.91426482752956,4.17222610437426,4.66877535662697,3.54031745508063,4.58468328987351,4.62969366107831,4.29590415116435,4.50280866013826,4.72598669524653,4.42180445404652,3.14927099591398,4.36490453535097,5.38019544420722,3.88528521168163,3.77770717140515,4.33245304197337,4.29590415116435,3.61587036301277,4.94013269910721,6.17354986835519,6.07804966951136,5.05752450933629,5.32923931925081,3.38311803401311,6.03305676341203,4.86867810144488,2.88929224677132,4.70935646742951,0,5.04641823956513
5.22166617380602,4.51416216401675,4.8852105158588,1.79114991379545,4.44094398529124,6.03637404016852,4.07955358973445,5.47459793237908,6.07571049768146,5.13319478635194,4.3681454829258,6.25294656937681,4.96707867655562,4.91446090632279,3.71882402902631,5.1140649882367,5.0311875807489,5.28970371874652,5.55798167674035,3.04662757616252,5.06693595795723,4.78928688994778,4.90135170262651,3.71882402902631,4.40285881886677,4.81425090265908,5.39803000660315,4.91446090632279,3.83614899792003,5.26394318492929,3.7420149135894,5.16628775140482,5.35956936061466,5.10516639654713,4.11345959616432,5.65355952833288,4.96707867655562,3.13639509164391,5.35370333057444,6.51787566903316,6.39253567257945,4.84858871046924,5.46290315694756,3.34772425684209,5.77092776399155,5.02180246379498,2.9384565048144,5.17530704169059,1.35709265673883,4.96707867655562
5.63325739700921,4.58989025558325,5.16488456681,2.39828223869307,4.91566107471827,6.63489903591552,4.53190510961275,5.98266444658669,6.97618741754436,5.48142153347089,5.06223495578732,5.94156775229874,5.51448134222323,4.95932230213656,4.16451562677284,5.54327919232587,5.36049238714426,5.84004210962729,6.19327376683,3.06304997816713,5.17583842307243,5.09246608378759,5.57655383439926,3.7162608901052,4.61193585296824,5.07698358075665,5.44857410469449,4.74422209488672,3.51998198282674,5.01687629399589,4.14198391935296,5.68787942233523,5.47371006882793,5.38142063159135,4.10092165111986,6.47522252523426,5.77613069497768,2.7309600335784,5.70718828692885,6.91666339254752,6.69112779195034,5.07698358075665,5.18562284240849,3.41410304608279,5.95893733548649,5.23621229194227,2.46425863074657,4.9116827861235,1.42113067515362,5.50822119354063
10.6351585488665,10.4162770154117,4.87987054632905,8.03206554552456,8.99130566702661,5.17737314835662,3.90377871230358,8.90348627157716,5.37101760748723,4.71164180067435,8.94255197640354,10.8450578289679,8.41893285578531,4.6871349478153,8.51744488460359,8.76159822581707,8.19018412093255,8.43927214273883,5.06115989476914,1.95684556690006,4.85148414779115,4.30653476222522,8.4165234302646,3.23188833455136,8.67668747732595,8.92623141236551,8.50416902162026,8.81548702581727,4.09485192319707,6.13096273133278,7.59736893761001,4.49760925595848,6.510079953342,7.37143804013608,3.4441283995302,8.14058597527096,8.52846650863282,5.17737314835662,5.18562284240849,9.96717626724156,9.50109442870105,5.09970982908453,9.43385118667504,4.30653476222522,7.8395405226093,8.53497689777667,6.35210485657409,5.89741960161124,3.95501661439844,4.65941200484236
