"X225655_at","X223229_at","X224753_at","X229490_s_at","X235122_at","X228273_at","X225834_at","X235182_at","X229764_at","X223381_at","X244447_at","X227799_at","X226882_x_at","X225285_at","X223700_at","X225673_at","X232397_at","X228868_x_at","X222740_at","X223961_s_at","X227486_at","X223129_x_at","X229221_at","X226661_at","X224839_s_at","X235652_at","X225768_at","X222958_s_at","X223272_s_at","X226517_at","X238581_at","X222449_at","X233921_s_at","X226456_at","X225227_at","X226980_at","X235266_at","X235572_at","X226936_at","X230710_at","X224799_at","X230021_at","X228667_at","X232278_s_at","X235609_at","X242904_x_at","X228953_at","X227008_at","X239448_at","X244239_at"
1.46419262816312,1.9010104582228,1.05704680997207,1.99124087048956,2.7890151204568,3.24551763879945,1.43700687350608,3.53771699635009,2.95691802919974,2.57717408636265,2.19080457660088,5.25546953539645,1.16941941599053,2.91027916414141,0.286414931041689,6.51745553729221,1.09481142016743,2.81162234197447,3.15057764411849,2.98208145426605,3.19992912231578,6.43475290082762,5.31332309409972,3.20807787514099,2.6646285737669,6.00587829517155,4.48861742594213,0.812739603732505,2.21069673819089,0.943814194078301,3.34046169992173,3.62746273422267,5.48337394640449,4.93049619297696,4.33265811341082,0.715979747607016,3.52369484359314,1.99124087048956,3.04189051634348,2.4833257518092,3.15881043388776,1.24577866725477,3.40493473598093,3.17438402164809,3.11965572017843,6.45158102304854,6.51210751790353,3.86574238796783,3.92548638442832,3.03742944278774
3.44439258345572,2.03791099722244,2.052307979295,0.978347048922852,2.6493621976291,2.57669009441963,2.55373339856179,1.5190979893782,2.51323627845867,1.2258975338515,3.94364158180855,4.61985500208624,1.82576665858479,2.80509666783614,2.9299744637541,6.71704059542003,2.82611447882362,2.24670854436996,3.17825204377024,2.47010924185597,2.78684272481624,6.47112244431698,5.35689781337587,3.01561787514001,1.37230607263209,5.78191102256036,5.0431801906321,1.60270546508301,1.71541649106827,2.67171770706795,1.89004725777026,3.71237826260988,5.95399529870009,4.16911601333872,4.40231293880238,0.6945483608405,2.99136804512102,1.80698433001167,3.56792835097415,1.86051229482931,2.70988248721345,1.89004725777026,3.49237764058187,3.07881303043236,2.99529674183243,5.83964816888396,6.87602212704719,2.53180307466754,4.02564806581735,2.15136624000054
1.63453030990143,1.63453030990143,1.80059179488859,2.13006729649458,5.40384882028967,2.2484325203931,3.07466339805568,5.48075157176003,3.23177383050692,3.02650725480764,6.93374797292729,2.61924528937991,1.39725693735654,3.25076390666811,2.09721202629303,8.59727334010362,6.37998043351798,1.65523414938088,3.06485339426831,6.17130086266841,5.3371289037039,5.72267580440998,6.82609371645133,2.08476203823404,1.87727951017153,5.61838273359492,4.9719908949061,2.09721202629303,1.33661756797638,3.15183174619277,2.33313174417146,6.65799672837805,4.86835935955737,4.30283765859417,6.51210751790353,0.625223417863557,1.53981008190282,1.98779847907322,3.99703819034844,2.07242746090289,6.01392655692301,1.74173880018047,4.7582951700638,1.15431234624727,3.20394955703136,4.90083180317537,5.77799911486051,2.32228591429375,5.32662945318881,4.88297162490078
2.26936454802263,2.25989996699347,2.39220522498153,0.674119842559542,6.20020024966456,3.1766832627141,2.60289174376782,6.05244694719546,3.13694794967726,0.82677914007432,5.96641927675212,2.30081897039757,2.58672243353453,4.18328285816509,1.89142213282131,8.38297552317174,5.93711929769477,2.96386927878041,0.872737599307073,6.06719633295868,5.98853649708071,5.80697755449483,7.13182466809518,1.92048106282995,1.58681931787739,4.8424222822219,3.73722430502516,1.62959279851538,1.07085012767608,3.84454088280114,1.44419012150262,6.16481380236009,4.92910235122982,3.72037867912072,6.04832772986314,0.258463214688114,2.26936454802263,1.76114245834633,3.41057547888678,2.15988172178624,6.5987300672719,1.36292618734933,4.8559525269624,1.46348387664609,1.46348387664609,3.51719867377933,5.19097367108972,2.62808960071208,4.18156448545967,4.36724110848954
2.00580510641562,3.92287316478764,1.15818928409721,0.399217410929031,7.15540300756098,2.55276673010864,3.24850171428795,4.76831613321254,5.85178683248677,0.838470111696451,5.44805548124971,1.51024348974396,2.21472834514699,7.1611311971062,2.32664238948251,4.67359725558801,5.05181809437576,2.76736497220221,2.30315353927679,6.31268890670431,4.8013846296345,4.25567098837724,5.07293622659609,2.03710514504044,1.54061593408482,4.03993745322656,4.23544704964921,2.49730985028082,4.2364712417871,6.52351166646884,4.81198659326805,5.33145770305148,4.28121351172527,4.14818653325104,4.69874213915236,0.70870943257475,2.22621424259492,1.54061593408482,3.70133570615003,1.35580354218054,7.12085914103245,1.89264735922675,2.32664238948251,1.70259462223198,1.10851651032779,2.51517956816148,4.71265813926862,4.38428710311269,4.31263045081091,4.29008058766625
1.86216133784309,4.43628840641982,2.12901470336214,0.812739603732505,6.51210751790353,3.22481344929825,3.35461965560569,4.3799713468171,5.14797247960342,0.657492120226075,3.74697758856723,1.63311198313671,4.61153996014063,6.83056781735407,2.56754100609952,4.28027348176698,4.54215619437234,3.38737358367489,0.615599976798973,6.53636856415977,5.12421496641023,3.03639276644395,5.05955713631036,1.31699067724884,2.14142602787663,2.97045628390187,3.78273693706595,1.36424812004651,2.31525631367994,6.08972119316091,2.97976909097883,5.0891676297593,4.33725329958357,4.15033522299662,4.45894435611887,1.66927565258972,2.70161737412497,1.80313511934449,3.52846382239479,2.11735677265712,7.30878653399827,1.24652330866607,2.19148575027744,1.63311198313671,3.0871724711343,0.847254991136307,4.8545611419825,3.66432090599747,3.57268231603908,3.31902128454427
1.59140468378248,2.76958030751874,1.24399559014252,0.956406773517395,5.20740735976939,2.49286414219485,2.87655237032437,5.43837071285854,1.67321684652973,2.52361691153008,7.01477264563916,4.50590540678622,1.24399559014252,3.08218437631826,0.452253897494276,8.68570627213638,4.96880626920216,2.56976092969125,1.82078284266561,3.39186446015544,5.11798954322891,6.787499185073,6.89915881602551,1.61179641227763,1.80269938152728,5.37341930503578,4.37812181994176,3.11990746445681,1.85560026828392,3.37141367573657,1.00191174965723,6.47841822262443,5.05679057490652,4.76514832202709,6.27146793691275,2.43462237358557,3.49713419997036,1.83856168714604,3.44282483730173,1.7862349600474,4.80936730424668,1.59140468378248,4.73298470796168,1.07609107365996,3.17630915289431,5.3070793064613,5.64396284501521,2.39729417788971,5.42152298666218,5.0339270024535
1.14960416316977,2.01456403605491,2.04200666434986,0.633286732993887,6.38400520743857,2.90014624131188,1.50527657272222,6.36458725185607,0.995659771779616,2.66679926780392,6.18691924856759,2.08198881283975,2.38377179681812,3.97895111929298,2.44003006201117,8.35002539179936,5.15882357255775,2.71083117130226,0.707028302755928,3.73468615360291,5.92470778152734,5.76546841281398,7.00847754393261,1.22344413996467,1.53124078393483,4.50590540678622,4.06297915801951,2.20233155975668,1.96917427577538,3.52751517969813,1.31861334698807,5.75091857701893,5.04943580933003,2.4830754374072,6.19204310768404,2.38377179681812,0.561317305452188,1.53124078393483,4.0414918621137,2.00044329995588,5.83217500626341,1.59622879802029,4.90350824274034,3.00748445704898,2.67397954143256,4.22849194064484,5.02866674612967,3.28523822102442,4.73259951644948,4.62375738510533
3.56241200125093,3.81414178181639,1.12212764354202,0.631605603175065,7.19320319167684,2.28974184558336,3.32367578111293,5.13954273829759,3.88243343288346,1.82964097489424,4.87229228142702,1.7113432942362,1.38229610997502,6.92157421298942,1.72903474376271,4.7402600692186,3.65770607549059,3.59387901001451,2.21769851694045,4.86914922689665,4.74356355092229,3.97602892221635,5.10391018103717,2.72725189497729,2.87687374870246,4.3164224180216,4.05759984418326,2.70829291079133,4.53260341477814,6.53387497950591,5.40322201914065,4.41495945354662,4.56526726469456,3.9668953303095,4.21020882597482,1.59748500737597,1.81253157193254,1.7113432942362,4.00099971741486,2.00745930988291,6.2884000176765,2.86181505466321,3.19183687181863,2.5015207603799,1.2794718494869,3.48339418758857,4.69844807411738,3.98160642774508,5.20939931278236,4.01291736114132
2.68365734242956,4.37247446411827,1.17857403210781,1.34873973333042,6.64363921221498,2.79370928519153,1.75130236387877,5.13164949060492,2.6747864739896,1.99817280226123,2.47061816481423,1.52318532702426,4.73933976242827,6.47112244431698,1.70774544002238,4.31728262596801,3.43827692016978,4.10611166498386,1.75130236387877,5.01801439342428,4.61302558958661,3.73700954313357,4.79690335211334,0.723021642810497,2.59448216332726,2.76432644755639,3.45859551250585,2.14308208547518,4.44710008384274,6.09793335630392,4.64274189167273,3.97074842474928,4.36581783931485,3.03802291649818,3.97652341450957,0.985418624929329,0.784195157716457,1.79282628234472,3.47129648529519,2.07705260165604,6.66921098574296,1.21594838233904,0.94632224575745,0.784195157716457,1.10962651997434,2.99940082721226,4.76831613321254,4.78280195982691,4.6353227786851,3.49713419997036
