"Mm.40828","Mm.203949","Mm.3879","Mm.316754","Mm.378976","Mm.234441","Mm.28291","Mm.380374","Mm.3258","Mm.297949","Mm.312593","Mm.248360","Mm.333725","Mm.6787","Mm.19669","Mm.25556","Mm.329123","Mm.209503","Mm.29625","Mm.380699","Mm.291225","Mm.29344","Mm.358692","Mm.380139","Mm.264984","Mm.15406","Mm.313351","Mm.45686","Mm.27447","Mm.25582","Mm.46251","Mm.362054","Mm.155058","Mm.291161","Mm.28559","Mm.334477","Mm.244226","Mm.126450","Mm.290116","Mm.350577","Mm.24021","Mm.345858","Mm.5048","Mm.379383","Mm.319204","Mm.23895","Mm.11869","Mm.371902","Mm.209150","Mm.25960"
-2.9841061,-3.643481,-3.7348001,-1.97783,-2.0599956,0.31283147,0.408998695,0.93091082,1.2447809,-3.7348001,-2.0964149,0.83133905,-0.4373328,0.0425211,-3.9131921,-4.85586,-5.0679923,-0.9009839,1.04753499,-0.3896937,1.36581625,-0.9594518,-2.0227558,-1.520369,-1.8639456,-4.260917,-2.1746379,-0.2295117,-1.1056624,-3.5695005,-4.2727353,-1.5173985,-0.8833684,0.91985196,-2.940505,0.41289825,-2.6275625,0.42303123,2.14036524,-2.3278565,0.99643334,-0.4293114,0.78712149,-0.1462433,-3.2909474,-2.5615725,0.10524008,-3.0249209,-1.5129235,-1.1088316
-7.7153704,-3.4697686,-3.4697686,-2.5421985,-1.7516299,0.56406514,0.57393481,1.0714501,1.41182957,-3.4697686,-2.4397415,1.05274454,-0.4956585,0.41324034,-4.6250368,-3.5207446,-4.7730102,-0.5435016,1.40886393,-0.2012584,0.56198979,-0.0693506,-1.8996847,-1.348569,-1.7979945,-2.7853645,-1.8001762,-0.1113411,-1.2531875,-4.1494495,-4.5246776,-1.1845454,-0.3400544,0.65680073,-2.956589,0.50813086,-2.0637233,-0.3716933,2.29365408,-2.5937724,1.3633333,-0.3316274,1.30470164,-0.5018573,-2.9487012,-3.6739595,-0.8925533,-3.0640145,-1.1185713,-1.2166418
-3.4927552,-3.5466878,-3.5466878,-2.3463645,-1.7014985,0.6113491,0.46759907,0.8064547,1.37234148,-5.6824828,-2.2790914,0.74984678,-0.3896291,0.02534392,-3.9574765,-3.3660151,-3.9674526,-0.433102,1.50880065,-0.174212,0.65258853,-0.290803,-1.3893767,-1.8845047,-1.4358011,-3.0458734,-1.8194222,-0.0654874,-0.5568473,-3.7043282,-3.8677836,-1.1910142,-0.1818605,0.54463403,-2.7638712,0.52429965,-2.3574664,-0.2790708,2.5398755,-2.769961,1.40689169,-0.2940361,0.9824746,-0.4832721,-3.2709787,-3.5386607,-0.764505,-3.1149512,-1.1846649,-1.3963334
-3.1854975,-3.1854975,-3.1854975,-1.736019,-1.9974347,0.52981551,0.44113071,1.0041487,1.52836582,-3.1854975,-2.527426,1.15702047,0.07558828,0.21614989,-3.1854975,-3.7422717,-4.7429191,-0.6084279,1.57426409,-0.1741413,0.5542307,-0.3824723,-1.7904726,-1.8533059,-1.6502584,-3.1854975,-2.1540082,0.08541242,-0.8107602,-4.6114547,-3.7160271,-1.3859293,-0.3255901,0.66756331,-2.5292471,0.81382316,-2.6212327,-0.2391829,2.44821418,-2.8833696,1.66103997,-0.2924257,1.32717094,-0.4740046,-4.2291102,-2.7916641,-0.4378077,-3.070737,-1.1332052,-1.2551235
-3.4214017,-3.4214017,-3.4214017,-2.1523733,-1.8851761,0.59230615,-1.95201255,1.12330267,1.52688519,-5.3426652,-2.3809383,1.05602736,-0.1259266,0.36088348,-3.4214017,-3.2437244,-4.1354031,-0.5961773,1.11090224,0.03581294,0.76341208,-0.3288079,-1.7379822,-1.2646211,-1.5149282,-3.4468657,-1.882514,-0.0432984,-0.78513,-3.6811413,-3.4030593,-1.2608716,-0.1883042,0.54064102,-3.1149847,0.6709812,-2.267644,-0.3580529,2.32263759,-2.2581226,1.4847797,-0.1282291,1.4851094,-0.5730684,-3.7011844,-2.3422275,-0.4853199,-3.1255833,-1.2607645,-1.0801002
-3.2232262,-4.5585159,-3.2232262,-2.0429254,-1.9402105,0.54324611,-1.9217274,1.10848553,1.37265415,-4.5415056,-2.1439061,1.01511391,0.04101798,0.31841723,-3.2232262,-3.0153132,-3.133721,-0.4239228,1.62933156,0.01449334,1.03413803,-0.4054185,-2.3068377,-1.2973105,-1.8515217,-3.3634128,-2.0049925,-0.1591046,-1.5422741,-3.7181653,-3.59057,-1.1461736,-0.2803019,0.6473281,-2.9167497,0.85783916,-1.9641087,-0.0187063,2.48573505,-3.21684,1.64306961,-0.0918705,1.46715622,-0.3203817,-3.5000213,-2.6205747,-0.2900627,-3.1078172,-1.1908596,-1.2854055
-2.8778118,-6.7526756,-3.6535437,-2.9691322,-1.6390002,0.35697873,0.8047016,0.80145726,1.50997391,-3.6535437,-2.9334238,1.17928533,-0.5730023,0.1784017,-3.6535437,-3.8125452,-4.7527989,-0.5670588,1.11025088,-0.0475857,0.5163391,0.00285025,-2.033242,-1.5008586,-1.9552555,-4.1711392,-1.8700142,0.12999181,-1.992676,-5.4614951,-4.5194131,-1.3386861,-0.4261233,0.83939396,-3.2990583,0.41460832,-2.3871276,-0.4463821,2.24627702,-3.0648928,0.94081579,-0.1669233,1.11601041,-0.3609759,-3.2466824,-3.526402,-0.822544,-2.5866962,-1.1081909,-1.2630596
-4.1784471,-4.8577421,-3.9659722,-2.0550065,-2.3023625,0.50816458,0.47585637,0.69193191,1.40344619,-3.9659722,-2.8102869,0.94659575,-0.9840178,-0.2026415,-3.9659722,-3.8307002,-4.2362888,-0.9084619,0.79597864,-0.413835,1.02748757,-0.5098172,-1.5317175,-1.4248904,-1.5484124,-3.7464974,-2.2918482,-0.0542932,-0.7173061,-4.0002631,-2.7599571,-1.6133685,-0.4137788,0.79900168,-2.6999911,0.08840473,-2.4016555,-0.0199074,1.92530665,-2.4495305,0.70418773,-0.4276323,0.79642327,-0.3291795,-3.4025397,-2.8220175,-0.5618617,-2.9119558,-1.410615,-1.2958939
-3.7887995,-5.2125259,-3.7916116,-2.3484965,-2.2418735,0.43602304,0.383486315,1.01351392,1.37036007,-3.7887995,-2.7112672,0.97707025,-0.1284767,-0.1525932,-3.7887995,-4.4033846,-3.7759474,-0.7507361,1.36907986,-0.3807745,1.54500644,-0.7245424,-1.7971954,-1.4699395,-1.841377,-3.7887995,-2.3126708,-0.3757895,-1.2087785,-3.1057488,-3.1216275,-1.4311332,-0.4250795,0.6447578,-2.494123,0.54305315,-3.1758813,0.50689059,2.35984351,-1.9857972,1.39814475,-0.3923799,0.70979106,-0.0055044,-3.3716972,-2.7717252,0.15035049,-4.0371523,-1.3892285,-1.0595537
-4.509658,-3.4384009,-3.4384009,-2.2103355,-2.0001582,0.44555812,-1.9047781,1.1346823,1.58642575,-3.4384009,-2.5634954,0.98765832,-0.1527105,0.12510055,-3.4384009,-4.0648073,-3.585567,-0.5889664,1.38880371,0.08549761,0.95495868,-0.1569784,-1.8685622,-1.5771405,-1.4650523,-4.0570806,-2.1156358,-0.0492269,-0.867975,-4.4652571,-4.4742284,-1.4281327,-0.241145,0.51979581,-2.7071391,0.61410941,-2.5366989,-0.1554875,2.50282483,-2.3967358,1.49526912,-0.2531974,1.28518438,-0.2714753,-3.6183016,-2.2298786,-0.3207169,-3.0329588,-1.2737166,-1.1668238
-3.3203459,-3.3203459,-3.3203459,-2.0043958,-2.3428391,0.27653157,-1.94291525,1.07816282,1.57498061,-2.9848491,-2.3213839,1.02421381,-0.0151143,0.41757579,-3.3203459,-3.3531939,-4.4493776,-0.5439504,1.42714139,-0.2156081,0.75394403,-0.3958139,-2.1876696,-1.3356403,-1.7334746,-3.6527334,-2.313493,0.06540587,-1.771212,-4.033332,-3.7402304,-1.4161559,-0.71952,0.86965118,-2.8854817,0.74733066,-2.5017884,-0.0480996,2.21963298,-2.8724932,1.423799,-0.2970511,1.16445201,-0.4744414,-3.5991219,-2.5563818,-0.4467946,-3.2130121,-1.4109321,-1.0943587
-4.1928798,-4.2672353,-3.5848302,-2.0471674,-1.8542249,0.43818077,0.57260581,1.15582772,1.43907642,-3.5848302,-2.9031901,1.00587875,-0.2357634,0.36996045,-4.7157954,-4.8126623,-4.2146408,-0.820585,1.51843576,-0.2761848,0.78569385,-0.5805506,-1.8378973,-1.2850389,-1.6204819,-3.5848302,-1.9971332,-0.0320701,-0.9576272,-4.0758982,-3.7533941,-1.39727,-0.6000481,0.82744901,-3.1126361,0.74249204,-2.7665243,-0.0913445,2.36998751,-2.3843924,1.53765329,-0.3151674,1.49912894,-0.4043205,-3.3735104,-2.8164568,-0.2669332,-3.0338468,-1.2485583,-1.1586179
-4.7977761,-3.2427957,1.48714985,-1.5840561,-2.9214126,-0.038829,-2.86594425,0.79836802,1.06210165,-5.0592504,-1.9257596,0.17540519,-0.7951476,0.26069654,-2.718504,-3.4103341,-3.1755736,-1.0094215,0.86461354,-0.0561054,-0.5150521,-1.7589607,-2.6392546,-0.964497,-2.8209256,-3.6026498,-2.8454735,-0.5253242,-1.6171816,-4.8842951,-3.8372661,-1.7427683,-0.7439313,0.70441998,-3.0772584,-0.0061997,-2.999027,-0.4751469,2.308495,-3.0143399,0.68729527,-0.0654527,1.51950604,-0.5682545,-4.1433943,-2.3709881,-1.2087263,-2.7308639,-1.8527445,-1.0943031
-4.7125355,-4.8525408,1.41768812,-1.364674,-2.9246771,-0.1959158,0.377482385,0.96056023,1.22927406,-4.7125355,-1.7465949,0.77023864,-1.0265709,0.38626325,-4.9124117,-3.5601252,-5.6727214,-1.024913,0.95967671,-0.1848495,-0.0396202,-2.0302887,-3.0736945,-1.006263,-3.5314138,-4.7125355,-3.2660737,-0.6679238,-2.5708833,-4.6252825,-4.1204918,-2.2320482,-0.7600528,0.98422495,-3.0874237,0.03950545,-3.0991224,-0.275678,2.2260022,-2.1030054,0.85417034,-0.1541948,1.43619359,-0.5291805,-3.7322782,-2.481021,-0.9678554,-2.686672,-1.6834174,-0.5706443
-7.1814905,-4.5060288,1.43808223,-1.5115668,-3.2688671,0.12162244,-2.6863051,0.90308381,1.39736136,-3.5025969,-1.8114134,0.67808168,-0.9657421,0.64598746,-3.1165005,-4.1733742,-3.0772019,-0.9007497,0.85272461,-0.5783208,-0.1478448,-1.7619605,-3.3860055,-1.4216261,-2.8650693,-4.9425232,-2.6738515,-0.5148246,-1.7259315,-4.7479095,-3.0306388,-2.0536687,-0.9109096,0.97244037,-2.7207151,-0.0648998,-2.9452427,-0.3864107,2.13075369,-2.3628868,0.91541369,-0.4345167,1.33408845,-0.6911206,-3.5060254,-3.5027448,-1.3066353,-2.9068462,-1.658485,-1.1412254
-6.1101392,-5.8589616,1.67480535,-1.5982725,-3.0375036,0.20399614,-3.3287398,1.30693202,1.42872257,-5.215978,-2.207916,0.90917511,-0.0830662,0.45880989,-2.868212,-3.2286931,-3.1516303,-0.745988,1.17578284,-0.3136398,-0.3616144,-1.7081325,-2.2545808,-1.2735879,-2.2261103,-3.9513063,-2.5535187,-0.5091033,-1.9523462,-3.8633744,-2.7940658,-1.7378815,-0.600439,1.01461223,-2.7022427,0.71293126,-1.9326965,-0.2930217,2.4802934,-2.5324318,1.31483758,-0.3500474,1.71178714,-0.6534331,-3.4675042,-2.9651819,-0.7564479,-3.1908003,-1.6560332,-1.0546772
-4.7616681,-5.1439049,1.80842188,-1.3256811,-3.0686066,0.04820504,-2.48159315,1.03153883,1.27183507,-6.8727765,-2.4160146,1.03509496,-0.5592285,0.80464501,-2.2076747,-3.7053481,-3.4420141,-0.9283014,1.04438298,-0.1942035,-0.2802127,-1.5930841,-2.7720462,-1.2741031,-2.5931851,-6.2486959,-2.9268259,-0.3767616,-1.900061,-3.7668872,-3.3749676,-2.0686033,-0.7981998,1.12978375,-2.9382927,0.09874002,-2.6560168,-0.2540181,2.4408157,-2.7712492,1.01315345,-0.6371575,1.76686879,-0.9390994,-4.1588971,-2.2667589,-1.2699161,-2.6760949,-1.9468872,-0.9441096
-4.3680383,-4.4418266,1.37135894,-1.614405,-2.9848381,-0.0445366,-2.65683945,1.11813257,1.2651181,-5.8074635,-2.4136328,0.57057789,-0.8073939,0.72716018,-2.809892,-3.0617018,-3.9065418,-0.7492863,0.98384212,-0.1602297,-0.1615548,-1.5419759,-2.8349485,-1.1656897,-3.0455422,-4.5194852,-3.1471897,-0.4101495,-1.7808723,-3.8358719,-4.2341529,-1.849098,-0.7213622,0.8038108,-3.081326,0.22734859,-2.8726197,-0.2889583,2.27221593,-2.9267595,0.99700209,-0.2271902,1.49645087,-0.6386047,-4.8020895,-2.410242,-1.1536016,-1.2484003,-1.5703698,-0.9084089
-3.9548892,-3.9167258,1.66372821,-0.8927765,-2.0701437,0.13041568,-1.2940772,1.24143014,1.41266374,-2.8601286,-1.9431875,1.05432442,0.02452693,0.76973176,-4.0616722,-2.4427033,-2.0091197,-1.1175145,1.46061057,-0.2198732,-0.5191403,-1.6162702,-2.0380484,-1.1400421,-1.6637827,-5.9049208,-1.8741703,-0.3558157,-1.4333182,-4.0089184,-2.6539754,-1.9834591,-0.7335952,0.82648995,-1.7157569,0.73025564,-2.1394025,-0.6218626,2.71018079,-3.4987324,1.31379663,-0.1858196,1.73435134,-1.2674883,-4.1113489,-3.3973058,-1.0037864,-3.4912168,-1.5017386,-1.015681
-4.8584612,-4.5367113,1.53024758,-1.4448114,-3.0831845,-0.01756,-2.86099435,0.77395951,1.19864132,-4.8584612,-2.7438682,0.70523572,-1.1844959,0.73665918,-0.893974,-4.9232847,-4.9055754,-0.9820602,0.54268624,-0.3728794,-0.2853799,-1.4826204,-2.9527675,-1.1949567,-3.5107507,-4.8584612,-3.1059626,-0.5269013,-1.4923103,-4.5822646,-4.2479623,-1.924733,-0.6001577,1.07394955,-3.6316626,-0.2331516,-3.2370728,-0.1411114,2.08310061,-2.2769128,0.36190967,-0.2330466,1.61141924,-0.6240554,-4.5282961,-2.5700078,-1.1280392,-2.1367082,-1.8080039,-0.8741765
-4.7873641,-4.8684316,1.64749953,-1.9461603,-2.7539808,-0.0145538,-2.47689605,1.05414452,1.37176321,-0.8831671,-2.5064961,0.64301938,-1.1086567,0.60110563,-2.7509273,-3.805273,-3.5558272,-1.0498392,0.88235307,-0.2854076,-0.025736,-1.2655244,-2.6895573,-1.5537694,-3.0032282,-3.0127989,-2.9825304,-0.5511116,-1.7680784,-3.9555595,-3.3228053,-1.9182939,-0.8861175,0.88217044,-2.8104338,-0.0740565,-2.8294838,-0.292399,2.41777844,-3.7692161,1.02195769,-0.4649464,1.57392551,-0.533421,-3.6996919,-2.8131642,-1.2686655,-2.2245822,-1.4752149,-1.1055917
-4.3546691,-4.3536897,1.62420268,-1.3710648,-2.992571,0.01249656,-2.556028,0.87826876,1.3438676,-4.6447227,-2.4024589,0.82317102,-1.0380657,0.6844223,-2.231149,-3.1075568,-3.3245593,-0.9534047,1.04399305,-0.3415703,-0.2686473,-1.6823374,-2.2343253,-0.7639012,-2.4275212,-4.3546691,-3.2621884,-0.4513792,-1.3298118,-2.5374184,-3.1597957,-1.8539011,-0.8220127,1.00750634,-2.581645,0.03696345,-2.1632977,-0.2523024,2.29648676,-2.7269433,0.91946675,-0.3812236,1.4937027,-0.7361602,-3.817072,-2.4771601,-1.2463212,-0.8591506,-1.8420979,-1.2372759
-4.6113554,-5.63949,1.73914687,-1.0636969,-2.8498783,0.04866447,-2.34988925,1.24033379,1.29701717,-4.6113554,-2.4042332,0.95606298,-0.5650502,0.44774912,-3.0248209,-3.3180274,-3.7738013,-0.9936005,1.17714607,-0.0594592,-0.1336353,-1.7900604,-2.8375861,-1.3621605,-2.7599915,-4.6113554,-2.6514617,-0.5334733,-1.8330409,-4.1612859,-4.6354348,-1.9154166,-0.7124832,0.59598059,-2.6428811,0.49420024,-2.9970784,-0.72862,2.56839891,-2.519201,1.08543412,-0.246676,1.83074308,-0.8263863,-5.2068804,-2.2468845,-0.961681,-2.624578,-1.7028881,-0.8412807
-4.6507986,-6.3408119,1.49133077,-2.0837071,-3.1597112,0.1705249,-2.468002,1.04171366,1.42559312,-3.7220866,-2.265918,0.8578309,-0.5903795,0.68719722,-1.8153181,-3.9552089,-3.0901832,-0.7678998,0.7872762,-0.2428807,-0.3293905,-1.7436625,-2.3636472,-1.2046747,-2.2608595,-3.766017,-2.4077736,-0.6451516,-1.6205175,-3.840556,-2.8780106,-1.9939596,-0.4731574,1.071586,-2.607701,0.34786848,-2.8864502,-0.3870671,2.29412758,-3.1790201,0.98607352,-0.4004321,1.51990363,-0.758539,-4.4960318,-3.4197451,-1.0888628,-2.4455129,-1.519437,-1.1554439
-5.2238886,-6.55871,1.55711835,-1.7610492,-2.6525874,-0.0542896,-2.509191,1.21427343,1.23595696,-5.2238886,-2.5233602,0.71029916,-0.8661472,0.71864891,-2.8452555,-3.860787,-4.9812413,-0.9038919,0.76417142,-0.292018,0.16990225,-1.8904895,-2.9094854,-1.2399702,-2.9851702,-5.7010762,-2.9518347,-0.6155951,-2.6378783,-4.0977666,-3.4765342,-1.9488944,-0.8491977,1.01622146,-3.281762,0.12260576,-2.863456,-0.3458664,2.39085323,-2.8367564,0.9718682,-0.3800705,1.67855938,-0.5289586,-3.9380421,-2.6710685,-1.1413061,-2.5924027,-1.8726211,-0.9098613
-4.8663273,-4.9994061,1.58486941,-1.0796169,-2.8045549,-0.2476332,-2.8208704,1.02859172,1.09133178,-4.8663273,-2.6001242,0.73477454,-0.9242066,0.90595909,-3.1487993,-5.1998391,-6.6779016,-1.1591652,0.83649479,-0.1303323,0.10501378,-1.6580767,-3.195399,-1.0062614,-3.6377476,-4.8663273,-3.1322081,-0.9573546,-2.3849196,-4.9715793,-3.8921156,-2.1275904,-1.0895259,0.89104136,-3.7129092,0.09532531,-2.9498609,-0.1889934,2.12717697,-1.9019733,0.6864204,-0.4417726,1.5590457,-0.7430056,-4.0924129,-2.0524599,-0.7954931,-2.691852,-1.6374734,-0.8111216
-6.1952539,-5.2630248,1.39937318,-0.5610523,-3.078523,-0.0986158,-2.57596655,1.18087516,0.8804165,-5.7997989,-2.6195215,0.76773036,-0.8471763,0.82822524,-2.51629,-4.3195002,-4.2594914,-0.9421999,0.79721779,-0.4519012,-0.4103891,-1.4763119,-2.9424322,-1.7444719,-2.9785321,-4.809226,-3.1856629,-0.5900112,-1.9479886,-4.7366043,-3.9031481,-2.0864872,-0.9117683,0.96976051,-3.2485072,0.02033,-2.781214,-0.135333,2.23199527,-1.3356599,0.77332223,-0.1948074,1.5410869,-0.5771081,-4.6388754,-2.6277459,-1.2565072,-2.6229789,-1.850803,-1.0993417
-6.9468614,-4.7279056,1.57993781,-1.114192,-3.2459184,0.11592668,0.321025205,1.28034788,1.45366787,-5.6404315,-2.0670796,0.56970417,-0.7620859,0.79734649,-3.4907649,-4.1288856,-4.0416992,0.4563053,1.12721418,-0.4073939,-0.1638769,-1.6432072,-2.6669506,-1.0249985,-3.0058032,-4.0035664,-2.1840903,-0.7322647,-2.2903054,-4.9173087,-3.6333666,-1.9038987,-0.7017053,0.69374909,-3.1216565,0.39070736,-3.0137795,-0.5239262,2.48111116,-2.8713342,1.18534549,-0.3943662,1.69377549,-0.7883632,-5.6380266,-2.5534067,-1.03026,-2.6397953,-1.6056522,-0.8085345
-4.6114452,-5.2012051,1.58076037,-1.0484544,-2.3836552,0.18096327,-2.3817728,1.06554484,1.3354495,-4.42391,-2.5787795,0.8477018,-0.5689167,0.73235021,-1.2631897,-3.2849665,-3.065487,-0.8612133,1.35314632,-0.1915283,-0.1264651,-1.9097101,-2.6468097,-0.8494056,-2.4266888,-4.6114452,-2.4601552,-0.6393594,-1.7061609,-3.5347249,-3.5740794,-1.9668704,-0.8744959,0.66086912,-2.3565517,0.46539385,-2.5511548,-0.6446551,2.44265143,-2.3869309,1.22840065,-0.4020927,1.55773904,-0.766714,-4.6918166,-2.5778199,-0.8916268,-3.0619048,-1.5060946,-1.1725595
-3.8809944,-5.3063682,1.64865634,-1.3251591,-2.8185911,0.1956859,-2.52532935,0.94485011,1.26889423,-5.3050459,-1.7177562,0.78142322,-0.8740372,0.74440581,-2.6797869,-3.2910828,-3.5626445,-0.8081325,1.18150596,-0.1913047,-0.3248919,-1.6359901,-2.7618527,-1.2051462,-2.900257,-4.7967833,-2.74771,-0.4602671,-0.6609763,-3.752977,-3.1281043,-1.8882058,-0.8614788,0.84699243,-3.1533678,0.19460861,-2.4977224,-0.3497037,2.07393995,-2.9218823,0.82384805,-0.269872,1.60759104,-0.4912535,-4.1384684,-2.6633738,-1.1901222,-2.180178,-1.7487113,-0.9845614
-7.9408739,-5.2751932,1.39495965,-1.8017546,-2.6098352,0.03226413,-2.48971575,1.06919714,1.2675508,-4.7465109,-1.9720792,0.63900697,-1.0280633,0.82802126,-3.4789245,-2.7768467,-4.2833199,-0.8187102,1.06807558,-0.5072762,0.0429379,-1.9745377,-2.5067119,-1.3756252,-2.9354072,-6.4828591,-2.7997792,-0.5477329,-1.8197549,-4.3451141,-3.7343531,-1.9053097,-0.9306319,0.81173617,-2.6946536,0.11154493,-2.7633631,-0.0799268,2.29269748,-2.2442898,0.96111055,-0.3533024,1.48880003,-0.3523996,-3.6860007,-3.1434025,-0.9646969,-2.6781655,-1.5899504,-1.0169332
-8.0354197,-3.8319131,1.51485007,-1.3403256,-3.1993683,-0.1560821,-2.74934175,1.1085995,1.32367768,-4.493464,-2.3111348,0.83105398,-0.390985,0.82342505,-3.1959138,-3.5744849,-3.4014681,-0.540953,0.77357511,-0.4367955,-0.0573655,-1.2440184,-2.6741959,-1.0354295,-2.5875256,-4.493464,-2.7589533,-0.7030303,-2.3134958,-4.057731,-3.0215543,-1.6636564,-0.7006656,0.6280212,-3.1221591,0.42134395,-3.0733323,-0.7219271,2.40388093,-2.7148974,0.87902219,-0.6623974,1.61566257,-0.8112362,-3.8179109,-2.5887454,-0.9213837,-2.5365377,-1.5056384,-0.9875431
-4.6936836,-7.37094,1.59717468,-1.2152218,-3.3225733,0.05984076,-2.4998,0.92628793,1.37191181,-7.5314412,-2.3622598,0.83680343,-0.8760313,0.64627613,-1.9069322,-2.3929855,-3.4173919,-0.962141,1.07043278,-0.2853117,-0.3165387,-1.6044812,-2.9661954,-1.0749892,-2.6852466,-3.6428615,-3.0468815,-0.5003654,-1.9657344,-4.4876742,-4.1538387,-2.1375549,-0.8584628,0.82440393,-2.8529906,0.318748,-2.7658191,-0.3224795,2.19738985,-2.5657099,1.1131238,-0.0405757,1.41399804,-0.6498541,-3.8667488,-2.6805446,-1.1912056,-2.7259831,-1.8790921,-1.2092336
-3.7180538,-4.2542794,1.58990896,-1.7092316,-3.3006582,0.13105697,-2.6650931,1.06702668,1.35561748,-4.5510803,-1.0383366,0.90979949,-0.401807,0.66042199,-1.5281756,-2.0890439,-3.792225,-0.7927979,1.34040015,0.03094142,-0.7685243,-1.1739934,-2.6243114,-0.9481331,-2.0702804,-4.8273377,-2.7807031,-0.3781618,-1.2320494,-3.4091023,-3.5604307,-2.0117938,-0.7006455,0.78566463,-2.738863,0.4753832,-2.5139726,-0.478509,2.37561253,-2.4977064,1.17237094,-0.1247349,1.44366731,-0.6859642,-3.7921188,-2.5352583,-1.164632,-2.9885852,-2.0290255,-1.247485
-4.3828787,-4.7746537,1.7689422,-1.6191865,-2.5137611,0.5982534,-2.5787589,1.35133283,0.94134752,-3.1625432,-1.326767,0.92077687,-0.1194326,0.70093614,-3.7944664,-2.4024576,-2.7180229,-0.1538946,1.33427518,-0.3175184,-0.3445993,-2.1783738,-1.7128264,-1.2697956,-1.78029,-4.0077462,-1.9562092,-0.5125347,-1.5816775,-3.6184613,-2.7277531,-1.2673911,-0.5789181,1.00258477,-1.9627169,0.67892761,-2.121174,-0.5451822,2.53686446,-2.7441092,1.37943219,-0.2495732,1.49756537,-0.9275868,-3.9066318,-2.8494229,-1.0361805,-3.1133922,-1.7968977,-0.9593223
-5.3425023,-1.5554903,1.3940357,-0.6405369,-3.2427845,-0.1968157,-3.00904755,0.58392455,0.78550071,-2.3635315,-2.1241473,-0.6274116,-1.0370485,-0.0170334,-2.2144934,-0.877008,-5.9532551,-1.3764454,0.46392611,-0.5278715,-0.1494584,-1.4899721,-3.3002615,-0.1609789,-3.6289628,-2.6189359,-2.9973671,-0.6228668,-2.1129644,-6.1590702,-5.5294431,-1.7220851,-0.503814,0.77052112,-3.4649163,-0.0205687,-3.2441952,1.36789662,2.1656336,-3.2477708,0.39201294,-0.5652482,1.91689934,-0.5164786,-4.7171844,-1.9574656,-1.2252892,-2.2878789,-2.3157058,-0.3994222
-4.8517738,-4.967213,1.42776642,-1.5578447,-3.0605899,-0.1121796,-2.20633115,0.54964034,1.24378631,-4.8517738,-2.2139747,0.74027513,-1.1293737,0.7438533,-3.9538196,-3.869252,-3.8121661,-1.1694401,0.71225088,-0.5705396,-0.1461272,-1.8590047,-2.457534,-1.3513284,-3.2720925,-4.8517738,-3.2478899,-0.6829885,-2.1640833,-4.3116522,-3.8984814,-2.2013227,-1.0055766,1.03187783,-3.1225276,-0.2743237,-3.18075,-0.2590414,2.23140557,-2.4711146,0.90764925,-0.767361,1.37673474,-0.6356081,-4.1426807,-2.8264175,-1.1948921,-2.2494863,-1.6942627,-1.0337386
-5.2723803,-3.932566,1.71492013,-1.697422,-3.6818354,0.3041614,-1.5749453,1.34567014,1.54744246,-2.709309,-1.6677242,1.04431551,0.08583459,0.75582882,-3.9623793,-2.6536846,-2.2409559,-0.5697275,1.50065018,-0.119988,-0.4781704,-1.7103733,-1.8585998,-1.4574252,-1.7533378,-4.8368954,-2.2020963,-0.2744798,-1.5763391,-3.328239,-2.3895627,-2.1664681,-0.5582276,0.76137406,-1.8641898,0.80708892,-2.390959,-0.7760808,2.59537946,-2.6158251,1.21839582,-0.2060289,1.57467038,-0.9461264,-2.3947148,-3.2893808,-1.0870287,-3.1605029,-0.7437655,-1.0483672
-5.5252889,-4.7927882,1.24059112,-0.7971847,-3.2540202,-0.0806755,-2.78974045,1.33700598,1.16828218,-5.1155224,-2.2499629,0.43389421,-0.6308843,0.20710495,-2.5682324,-2.1309651,-4.4264267,1.00296899,1.28352804,0.01263375,-0.2936123,-1.3315289,-2.5518546,-1.0181334,-3.0052541,-2.6960925,-2.6946498,0.30597487,-0.9910115,-4.7371827,-4.1300851,-1.6876327,-0.8370377,0.54115217,-2.9264692,0.39592369,-3.1006813,-0.8386751,2.63776919,-3.237281,1.40331005,-0.1531987,1.52593588,-0.5977511,-4.122574,-1.9885535,-1.3161684,-2.7000964,-1.0881125,-1.0525131
-5.0809366,-3.8933719,1.51686067,-1.3821157,-2.9376311,-0.0854011,-2.66676095,0.96798793,1.12866645,-7.0695943,-2.2752039,0.67514931,-0.9033572,0.92899989,-2.6905016,-4.4945534,-5.1878815,-0.8161274,0.40273073,-0.3379274,-0.1424663,-1.3636134,-2.9469179,-0.9950538,-3.1347485,-0.8358057,-3.1743523,-0.9117103,-1.8066144,-4.615992,-4.0438915,-1.9363273,-0.8828511,0.73469212,-3.3394486,0.1520744,-3.0106269,-0.637281,2.00397189,-2.7686225,0.42584505,-0.2822054,1.42007299,-0.6960082,-4.3127587,-2.4319183,-1.1537867,-2.6752203,-1.6606855,-1.3625467
