"Mm.40828","Mm.203949","Mm.3879","Mm.316754","Mm.378976","Mm.234441","Mm.28291","Mm.380374","Mm.3258","Mm.297949","Mm.312593","Mm.248360","Mm.333725","Mm.6787","Mm.19669","Mm.25556","Mm.329123","Mm.209503","Mm.29625","Mm.380699","Mm.291225","Mm.29344","Mm.358692","Mm.380139","Mm.264984","Mm.15406","Mm.313351","Mm.45686","Mm.27447","Mm.25582","Mm.46251","Mm.362054","Mm.155058","Mm.291161","Mm.28559","Mm.334477","Mm.244226","Mm.126450","Mm.290116","Mm.350577","Mm.24021","Mm.345858","Mm.5048","Mm.379383","Mm.319204","Mm.23895","Mm.11869","Mm.371902","Mm.209150","Mm.25960"
-4.3756448,-4.3756448,1.44377836,-1.7154758,-2.2988419,0.86253146,0.07201253,0.74797038,1.12962512,-3.832069,-2.5550648,0.40318826,0.06314619,-0.4227936,-2.7496589,-2.2725287,-4.0039655,-0.4373668,1.64216932,-0.5895974,-0.2786877,-0.837149,-1.8334778,-1.2621026,-2.365243,-3.0850266,-2.3436449,-0.3477863,0.00714947,-3.2626828,-3.1684904,-1.3887559,-0.4250849,0.71710152,-2.8985859,1.03135581,-2.8115442,-0.52251,2.57137092,-1.7968682,1.07166662,-0.2639476,0.66019922,-0.7761836,-2.8248659,-2.3912828,-0.4288018,-2.9919077,-1.773235,-1.1109638
-4.6770863,-4.0719099,1.71936485,-1.7941483,-1.8176488,0.95970684,0.425074005,0.58466741,1.61749457,-4.9680742,-2.681222,0.57256873,-0.935905,0.09659702,-2.4386874,-3.5778539,-3.2919009,-0.8107316,0.90358238,-0.4699534,-0.2626007,-0.6326295,-1.3885076,-1.2180939,-2.0901625,-4.5571528,-2.015798,-0.2679404,0.23360313,-2.2898682,-3.47808,-1.4501306,-0.373433,0.78600491,-3.2860735,0.16924788,-3.4193633,-0.5159659,1.98627024,-2.3109751,0.71137862,-0.1267147,0.97216258,-0.8547674,-3.0075769,-2.6533534,-0.3940221,-2.2720688,-1.3108461,-1.1356796
-4.8591394,-6.2210417,1.7969446,-1.4705749,-1.7878296,1.16893866,0.2600168,0.66211466,1.5395798,-4.3206778,-3.1194081,0.66429218,-0.9019869,0.0537991,-2.7671063,-3.3277663,-3.0706369,-0.7579354,0.74360863,-0.4523461,-0.1853612,-0.5074362,-1.581028,-1.2122641,-2.0573938,-4.347629,-1.9745568,-0.1343608,0.38726624,-3.0232821,-4.0687773,-1.3207643,-0.1189226,0.68260696,-2.4369091,0.34832536,-3.7534224,-0.6244783,1.8668088,-1.3656833,0.60535275,-0.0764958,1.12486577,-0.6821755,-2.5143577,-2.4188298,-0.2640532,-2.6790092,-1.3238614,-1.0190684
-3.6848432,-3.0154646,1.00380618,-1.4889158,-2.8946123,0.53975056,0.198910205,0.86720915,1.43582227,-4.092663,-1.8495664,0.20289559,-0.1535597,-0.3988813,-2.4065163,-2.4964317,-2.7106528,-0.5377612,1.39797811,-0.7785257,0.10614986,-1.122595,-2.1309646,-1.4934735,-2.3455716,-4.7275128,-2.3529282,-0.7555609,-0.8034306,-3.7463574,-2.3443554,-1.8424811,-0.4377364,0.84573713,-2.8521272,0.84206617,-2.3436611,-0.1947049,2.65687818,-1.9817111,1.27556143,-0.3344462,0.44755219,-0.5365495,-2.50899,-2.4124497,-0.4763485,-2.1326466,-1.4330883,-1.4311489
-5.624861,-4.812886,1.1246317,-1.4345858,-2.3604774,0.63634275,0.10558847,0.83373758,1.43909111,-5.1750793,-2.3942357,0.03905297,-0.1699834,-0.5288773,-2.5352102,-2.8333569,-3.5885206,-0.4749468,1.28552344,-0.7339856,-0.1094292,-0.7865268,-2.0772452,-1.5136136,-2.4934162,-3.4513146,-2.3146446,-0.9593599,-0.7481512,-3.2058733,-2.8197871,-1.4901627,-0.3476217,0.71460051,-2.5138734,0.74972013,-3.1660538,-0.3762503,2.27359258,-1.6532874,1.16738556,-0.310571,0.5317504,-0.5151692,-3.5927113,-2.4704295,-0.3331743,-2.6132728,-1.5328766,-1.1389173
-4.9114572,-4.0327076,1.13756646,-1.4783318,-2.3833162,0.56999751,-0.0376263,0.94344481,1.26864393,-4.0327076,-2.8830101,0.18729351,-0.2458875,-0.0666477,-2.6199698,-3.1129293,-3.996216,-0.5754286,1.58723181,-0.7136999,-0.0479355,-0.9233018,-2.6383634,-1.4664806,-2.7644015,-3.4662588,-2.3868414,-0.9040901,-1.2641984,-3.9531391,-3.1239012,-1.487887,-0.5864611,0.76886659,-3.2639075,0.81034385,-3.1053234,-0.4654297,2.41855534,-1.9984706,1.25721035,-0.1922085,0.70489098,-0.5429694,-3.4871158,-2.4065258,-0.3352974,-2.1844747,-1.5027541,-1.0142866
-3.7267818,-6.4055646,1.067478,-1.5682557,-2.2657162,0.50443463,-0.166238565,0.45110287,1.14180124,-3.7267818,-2.4422769,0.11371221,-0.1606488,-0.2032774,-2.8893599,-3.2656952,-4.3923239,-0.6602814,1.39789201,-0.8948163,-0.1011135,-0.9749717,-2.4701228,-1.9358366,-2.4960033,-3.7267818,-2.42409,-0.6384533,-0.8017505,-3.6667875,-4.0288936,-1.5960163,-0.856921,0.85219567,-2.6097029,0.8202513,-3.2580272,-0.283058,2.48646192,-2.1064377,0.7985308,-0.3068681,0.46413123,-0.6745707,-3.0254655,-2.687689,-0.560056,-2.4246117,-1.5890119,-0.2052702
-4.3427251,-3.6159243,1.71887459,-1.6391112,-2.3187414,0.97352697,0.65315634,0.24258918,1.86551544,-5.3591634,-2.8897342,0.53670224,-1.4068913,-0.0895764,-2.3295944,-3.3146313,-4.8409647,-0.920189,0.25671527,-0.5405673,-0.2486789,-0.5580552,-1.4704299,-0.8928024,-1.7251242,-3.5806574,-2.2788449,-0.0832015,0.39840486,-3.3526005,-3.910088,-1.5161517,0.02520953,0.88059679,-3.6558677,-0.3112275,-2.9142268,-0.3545166,1.42543944,-1.8066592,-0.2283552,-0.3523256,0.95635079,-0.8897092,-3.4384091,-2.3753896,-0.4028934,-2.0219494,-1.2817157,-1.1379402
-4.500067,-4.5213778,1.75457463,-1.4142602,-1.8000625,1.15426327,0.41852121,0.45578054,1.7820943,-3.8194749,-2.4042504,0.45933233,-1.435663,-0.0022215,-2.4579656,-3.5752196,-4.0124556,-0.7088234,0.32023412,-0.6496527,-0.1344796,-0.482624,-1.3564088,-1.0580005,-1.7838509,-2.9031609,-2.0188874,-0.088084,0.65697497,-3.1308483,-3.3074617,-1.464396,0.06662897,0.76642774,-2.7156854,-0.0852012,-3.1418295,-0.5093149,1.5839687,-1.8795368,0.31611907,-0.2345638,1.02400147,-0.7035733,-2.860715,-2.2729495,-0.2820323,-1.9812626,-1.1199431,-1.1494781
-3.6755403,-4.6187607,1.06699511,-1.6508566,-2.2550008,0.33235706,-0.42923366,0.84733396,1.34682014,-3.6755403,-2.6744614,0.14228127,-0.3607408,-0.220342,-2.50882,-3.8214495,-4.1455686,-0.4586436,1.29611779,-0.6929758,0.33544599,-0.694619,-2.817559,-1.4976525,-2.578468,-3.991666,-2.1288,-0.8432396,-1.9816988,-2.6894347,-3.4594069,-1.5412182,-0.5526846,0.89613329,-3.6324399,0.66403718,-2.6783445,-0.4232748,2.37770945,-1.6998478,1.34147301,-0.2564388,0.5850712,-0.3326062,-2.9998953,-2.5427173,-0.5428396,-2.4242396,-1.4970077,-1.0313887
-4.987228,-5.0607095,1.13986223,-1.5157127,-2.2444677,0.60264222,-0.128968635,0.64887798,1.18567353,-3.9380043,-2.3786939,0.76829785,-0.4666629,-0.2224128,-2.4201087,-3.8876334,-4.2842313,-0.5042697,1.38965168,-0.814927,-0.1550917,-0.9791479,-2.6823615,-1.1812464,-2.8974538,-2.4776726,-2.3660638,-0.7694402,-0.8747541,-0.8792537,-3.5218592,-1.5962666,-0.8089009,0.58155788,-3.2966757,0.61402368,-2.4696567,-0.6327938,2.56683521,-2.1504484,0.96526967,-0.3073559,0.83314016,-0.5045095,-1.9212676,-2.3191759,-0.8391018,-2.561247,-1.7787153,-1.1558825
-5.5225669,-3.9749025,2.1193193,-1.605855,-1.8019528,1.19569343,0.69839553,0.36163901,1.94203231,-2.958115,-3.378335,0.83630474,-1.6053442,0.2211237,-3.2751681,-4.4349392,-3.5850389,-0.5627656,-0.1437373,-0.2257504,-0.2553373,-0.0951389,-0.5027896,-0.8629293,-1.0342088,-2.958115,-1.8729094,0.13141061,0.97153154,-4.643031,-3.6419124,-1.1025365,0.45646923,0.54895861,-2.4187232,-0.4845368,-4.4900911,-0.8429585,1.0531301,-1.3655863,-0.4591897,-0.0171271,1.07404981,-0.9131486,-3.1866852,-2.5439431,-0.026523,-1.9333424,-0.4925195,-1.0564829
-6.4049782,-4.1223543,1.38388216,-1.364043,-2.2216689,0.81242708,0.153626265,0.67581593,1.1408939,-4.3260363,-2.4307284,0.21243511,-0.3959116,-0.2798136,-2.5656948,-3.3932161,-3.6822809,-0.4304417,1.41343124,-0.7968307,-0.3018955,-0.8030836,-2.3673656,-1.5689921,-2.6615643,-3.2121886,-2.3279601,-0.4449745,-0.2338285,-2.83047,-3.610891,-1.1939594,-0.5557616,0.89696103,-3.4099704,0.56779249,-3.0854589,-0.3307675,2.64026804,-2.4575839,0.96991576,-0.287707,0.72351649,-0.5777608,-2.5361029,-2.4210051,-0.625314,-2.5647537,-1.3799121,-1.138113
-4.1148803,-5.0545103,0.92078839,-0.9556757,-2.0850734,0.55106236,-0.59974144,0.97375504,1.21081745,-4.1148803,-3.087083,-0.0031162,-0.0418861,0.01202742,-2.5943083,-3.711923,-4.2745568,-0.4483438,1.51177074,-0.5929232,-0.0775715,-0.9565666,-2.753827,-1.6414354,-2.6964141,-4.3141869,-2.3425252,-0.9715739,-1.6101606,-3.8526275,-3.4000311,-1.4464114,-0.5775605,0.5565546,-2.9279804,1.03076355,-3.2071613,-0.6374263,2.63419738,-1.8418912,1.19500913,-0.1394741,0.67226889,-0.5606595,-2.3345393,-1.9874678,-0.4749244,-2.3862519,-1.5165303,-0.9489098
-4.6422314,-3.3903347,1.08730826,-1.1488138,-2.5452931,0.78186336,0.129528055,0.62399316,1.29237482,-3.9636135,-2.0748088,0.17342733,0.00122331,-0.5780459,-3.0099044,-2.639713,-2.909331,-0.374173,1.49362633,-1.0792065,0.04431042,-0.8742897,-1.4026517,-1.4187672,-1.8683486,-3.1718987,-0.2928932,-0.5422087,-0.2604073,-3.7654406,-2.0741615,-1.3450895,-0.4230277,0.73634229,-1.8184512,0.87166272,-2.3224301,-0.3034723,2.61905508,-1.7530432,1.098556,-0.6655782,0.57546727,-0.4337827,-2.794174,-2.4550979,-0.2774029,-2.1369945,-1.6650256,-1.1071501
-10.405381,-6.7618937,1.51855211,-1.4232427,-1.7424778,0.98159832,0.41340072,0.3995983,1.87110427,-5.8105657,-2.8716057,0.40534797,-1.2294918,-0.1464989,-2.6697558,-5.0447921,-3.5989976,-0.6748976,0.47338041,-0.5410781,-0.1551615,-0.5216004,-1.6230104,-1.2356599,-2.2658736,-6.2234485,-1.6438068,-0.1824651,0.4257128,-3.7948201,-3.0791987,-1.5940776,-0.0596859,0.80780335,-3.1161602,-0.0076695,-3.6912648,-0.526857,1.64293063,-1.7581134,0.37921919,-0.1702875,0.85372262,-0.6207422,-2.6579838,-2.4754528,-0.4084584,-2.1415234,-1.0138456,-1.2421187
-3.8387984,-3.6125209,1.37028323,-1.3094195,-2.0861111,0.86473514,0.059650495,0.61902371,1.27207582,-4.7643929,-2.3096536,0.36762773,-0.217947,-0.4653007,-2.5228408,-3.238186,-3.1389693,-0.3732793,1.58720961,-0.6635243,-0.3404184,-0.7752414,-1.8864161,-1.2668104,-2.1461722,-3.7417281,-2.3113483,-0.4003219,-0.1228134,-3.6152856,-3.5399989,-1.2574242,-0.562608,0.80692905,-3.1595488,0.82149526,-2.9984567,-0.400883,2.65136201,-2.3211155,1.05849634,-0.2416438,0.66776948,-0.7186393,-2.8470857,-2.3311202,-0.443529,-2.811913,-1.5068438,-1.2140575
-5.741437,-4.9569319,1.15754246,-1.4482967,-2.0998491,0.75141126,-0.306289215,0.6992786,1.37208377,-6.136881,-2.3344096,0.06644365,-0.166069,-0.3429492,-2.4778549,-3.2693036,-3.3141775,-0.3351933,1.57974258,-0.6626176,-0.3591438,-0.850835,-2.5384633,-1.5046714,-2.7881144,-3.352341,-2.2974699,-0.6748634,-1.0078882,-2.926714,-3.2314614,-1.3265613,-0.8041936,0.75533159,-2.7204298,0.80711021,-2.6332813,-0.331887,2.55202632,-2.0762927,1.12958674,-0.2209494,0.60481186,-0.5087337,-3.0767893,-2.4333196,-0.7020941,-2.7523771,-1.5852115,-1.1144948
-4.0372649,-3.1408047,1.66940162,-1.3427512,-2.1208891,0.72105258,0.63174691,0.42112374,1.7959697,-7.3228585,-3.1201,0.58309881,-1.3333924,0.01825733,-2.4322786,-3.1046776,-3.470039,-1.2110194,0.38601468,-0.514955,-0.1007097,-0.5610762,-1.3435594,-1.0896371,-1.6908184,-3.8142855,-2.1786259,-0.0800106,0.39158097,-1.7586055,-3.1811977,-1.8455497,0.14075218,0.70572001,-2.928543,-0.1107155,-2.7977874,-0.8811051,1.5614695,-1.9309219,0.40489281,-0.0785882,0.84487106,-0.8514303,-3.1287275,-2.1804638,-0.3366127,-2.0074286,-0.9597265,-0.9745713
-5.8319236,-5.9649796,0.69736927,-1.5082739,-2.568014,0.64701291,0.02094458,0.28371634,1.39024519,-3.6460569,-1.2114386,-0.1949229,-0.3730486,-0.4499438,-1.6439851,-2.9146684,-4.2232299,-0.6896245,1.25721115,-0.9348806,0.02516926,-0.8615281,-2.3078147,-1.3351263,-2.6688346,-3.2197073,-1.9223466,-0.7661742,-0.984524,-4.4548191,-3.6517451,-1.34202,-0.6500403,0.6424958,-3.2101236,0.71674687,-3.3491929,-0.4018012,2.49300777,-1.6279818,1.22831447,-0.6614663,0.36870315,-0.2786826,-0.4843025,-0.9898567,-0.4282159,-2.1827219,-0.9722155,-0.4378428
-3.0135915,-3.5441058,0.9481672,-1.4952331,-1.4675264,0.83756613,-0.113864095,0.82024916,1.59443433,-3.8583991,-1.8594142,0.01112767,-0.1283219,-0.392509,-3.1319349,-2.5221049,-3.1183943,-0.4692495,1.41704332,-0.8500322,-0.1671878,-0.825945,-2.1428337,-1.5923204,-2.2567771,-3.6752525,-2.0724546,-0.6297189,-0.3254238,-3.6673038,-2.4488509,-1.4136406,-0.3221061,0.54198399,-2.1194714,0.89089012,-2.4087154,-0.5010426,2.48693886,-1.9609902,1.20196142,-0.3176428,0.44284729,-0.5600853,-3.5937592,-2.5122495,-0.7436871,-2.3431132,-1.5034371,-1.0822628
-3.6930932,-3.5739817,1.89329739,-1.537975,-2.2791943,0.82761851,0.48814086,0.53196329,1.73151876,-4.2023805,-2.6471159,0.73421879,-1.1495837,0.17757339,-2.8127808,-3.4888153,-3.0737859,-0.9679263,0.66669026,-0.3622094,-0.3021483,-0.5034066,-1.2554632,-0.9850951,-1.6581294,-5.152923,-2.6042555,-0.1356926,0.38152213,-3.0246404,-2.8093293,-1.6213637,0.06749491,0.65828169,-2.5202496,-0.0509114,-3.1952958,-0.6302678,1.84378458,-1.6094705,0.46647465,-0.1729388,1.2945434,-0.9113392,-2.6465608,-2.6101396,-0.2557414,-2.6312948,-1.0936586,-1.0459303
-3.9517852,-5.1976142,1.45733522,-1.2978481,-2.174266,0.73559942,0.29861572,1.01134638,1.32701175,-4.660112,-2.4393274,0.39728725,-0.1944242,-0.0791069,-3.422318,-2.8407131,-2.8471673,-0.4670421,1.37252231,-0.4145321,-0.051584,-0.5325667,-1.588685,-1.401433,-2.2814792,-5.2709941,-2.0960013,-0.371808,-0.282149,-4.1664618,-3.2058049,-1.3829827,-0.4234406,0.70973788,-2.6124389,0.8696678,-3.1649828,-0.6421292,2.38947241,-2.0560889,1.43659551,0.0310336,0.7376059,-0.6202572,-3.2368796,-2.5427173,-0.4318835,-2.6520768,-1.5524129,-1.2489862
-3.9659751,-5.1965238,0.78999313,-1.4583922,-2.3996031,0.3591696,-0.346100895,0.90269421,1.28210184,-3.9659751,-2.8763607,0.07407986,-0.1976608,-0.0400218,-3.209806,-3.7433448,-4.5788825,-0.7163424,1.13630938,-0.6185274,0.09500633,-0.7735683,-3.0250403,-1.6798989,-2.8763607,-3.9659751,-2.1326123,-1.0059577,-1.6570305,-4.0109634,-3.6356499,-1.8178094,-0.5978549,0.71573126,-3.5716122,0.70797933,-3.2102222,-0.2423975,2.33816672,-0.9387368,1.19343439,-0.15519,0.68689965,-0.4535761,-2.8512367,-2.7100632,-0.303994,-1.7028432,-1.4282295,-0.9375655
-2.8906933,-4.9676806,1.26414865,-1.7842944,-2.1746569,0.57297606,0.41560128,0.66986798,1.27493404,-2.6145204,-1.6779206,0.19391658,-0.1782146,-0.5402592,-1.9320968,-2.1735333,-4.4062535,-0.728337,1.33139926,-0.8514047,0.16364396,-0.8762297,-1.8750476,-1.7006986,-1.6443498,-3.0728144,-2.7555574,-0.4240603,-0.3654753,-2.7880784,-2.4400855,-1.9698627,-0.413756,0.69805317,-2.4969024,0.83349378,-2.1582839,-0.173184,2.69092363,-1.6607763,1.12931925,-0.3821844,0.68840673,-0.2846984,-1.6769638,-2.7025358,-0.4889874,-2.5410203,-1.5994001,-0.975292
-5.0864947,-4.1156469,1.30273318,-1.0758426,-2.2137045,0.85815459,-0.374828145,0.96978244,1.30047123,-3.6197091,-2.0067692,0.43946524,0.1112803,-0.2397789,-3.0451613,-2.6210187,-3.3850892,-0.4866107,1.71543151,-0.7145677,-0.1575557,-0.8086144,-2.0147433,-1.3851893,-2.1936489,-3.0464737,-2.2034919,-0.6269318,-0.7904258,-3.218223,-2.367231,-1.4332783,-0.5733949,0.59429579,-2.3610264,1.08412645,-2.9409084,-0.7525701,2.58577811,-2.4204186,1.3308496,-0.2972779,0.6558886,-0.6187396,-2.9587287,-2.1711941,-0.5166516,-1.8401671,-1.6163799,-1.3429379
-4.0308504,-3.3280392,1.51322921,-1.3202664,-2.2405971,0.61692535,0.102198815,0.84628242,1.43583947,-3.4604041,-2.0752533,0.27391447,-0.0809176,-0.2258758,-2.8800041,-2.0588712,-3.2601651,-0.5203017,1.2974722,-0.69504,-0.1695479,-0.6456697,-1.9667749,-1.8493762,-2.2904596,-2.9042148,-2.3620013,-0.7092312,-0.7253167,-2.8018942,-2.4542493,-1.5934196,-0.3894872,0.54979338,-2.0947898,0.80505906,-2.5178129,-0.7922994,2.69413295,-2.002453,1.21663008,-0.3589463,0.67984839,-0.797774,-1.8807434,-2.6106903,-0.3590317,-3.2038201,-1.5752731,-0.9778065
-3.711551,-4.8497199,1.41889359,-1.5291502,-2.1502924,0.79437953,0.063668125,0.67695885,0.83410387,-5.0962787,-2.0990504,0.39317358,-0.1538449,-0.3320077,-2.370005,-3.3043371,-3.7679687,-0.3714667,1.60899595,-0.7113341,-0.1169118,-0.8575529,-2.4608529,-1.4710955,-2.4729607,-3.0285668,-2.2686108,-0.6041175,-0.7100449,-3.2756258,-2.9133032,-1.2786975,-0.6440079,0.92045106,-2.5622815,0.89719032,-2.4357582,-0.1649656,2.73528893,-1.8407184,1.14082001,-0.647895,0.89316753,-0.4120164,-3.2104391,-2.4750727,-0.343185,-2.7429569,-1.4529201,-1.312071
-4.9808715,-5.2204562,1.52719499,-1.6670254,-1.8659746,0.87794538,0.387114055,0.53814526,1.62545598,-4.4651633,-3.0974147,0.65739853,-1.3497588,0.15891929,-3.38381,-3.8804209,-3.202637,-0.9280717,0.53938711,-0.3682819,-0.0931381,-0.6189675,-1.5779012,-1.647006,-2.2092553,-4.2745596,-2.051423,-0.2956308,0.27230188,-3.4606812,-3.6786531,-1.580588,-0.2860298,0.64440052,-3.245272,-0.0442262,-2.9154652,-0.6831535,1.69205578,-1.765937,0.07296785,-0.0819167,1.10331779,-0.818501,-2.8389237,-2.2832994,-0.361045,-1.8032784,-1.3338886,-1.1184947
-4.5189101,-4.1677781,1.78121508,-1.5215085,-1.9672415,0.92011836,0.236301325,0.61794087,1.65816007,-6.6324888,-3.2406139,0.55934121,-1.3039405,-0.0795038,-2.7387504,-3.3750223,-3.0437984,-1.0985349,0.86194449,-0.3679699,-0.4551548,-0.5025423,-1.7214802,-1.3852872,-2.1338616,-3.9270689,-2.180093,-0.3166125,0.04090149,-3.0150474,-3.0413509,-1.7252295,-0.0261644,0.70873171,-2.4664683,0.18256257,-3.1594105,-0.7087484,2.10783566,-2.5756672,0.73273143,-0.1656837,1.11831687,-0.9423238,-2.6347666,-2.4250508,-0.2796233,-2.3141701,-1.3233714,-1.5651143
-4.7723906,-4.9215981,0.95661454,-1.6402397,-2.4908494,0.71095068,-0.295731,0.82780913,1.40480803,-2.6823168,-2.0265099,0.08225249,0.00351604,-0.48381,-2.9440899,-2.1700022,-2.3205617,-0.2959549,1.30494735,-1.0516849,-0.1551503,-1.0243496,-1.9783699,-2.1102652,-2.4018975,-3.0518217,-2.6151337,-0.6543921,-1.2062406,-3.6905503,-2.5231696,-1.5901136,-0.4192136,0.75617494,-2.3263016,0.97769627,-2.6467589,-0.4555022,2.63471802,-2.2020383,1.22873896,-0.452008,0.48974534,-0.4856469,-2.8987999,-2.64863,-0.7210079,-2.4304074,-1.224206,-1.1481137
-4.1982816,-3.8958794,0.97263243,-1.3538983,-2.7497217,0.82814072,-0.231988455,0.797603,1.30465172,-3.6648922,-2.2503203,0.13409671,0.12027958,-0.2801763,-2.8616469,-2.4586732,-4.0751072,-0.3737176,1.56267921,-0.7580324,-0.1579732,-1.1352778,-2.1135636,-1.5232197,-1.9368646,-3.8152553,-2.3642754,-0.8547321,-0.6450674,-3.8866858,-2.5760233,-1.455244,-0.607369,0.60528408,-2.0364347,1.00700537,-2.688755,-0.6169062,2.56135551,-1.6849997,1.09081315,-0.3945288,0.41306596,-0.7799287,-2.6669638,-2.1595789,-0.4927453,-1.9752523,-1.5443966,-0.9624104
-4.4073769,-5.153114,1.27433443,-1.1686253,-2.3375266,0.56295194,-0.17024751,0.87716662,1.22284567,-5.0377268,-2.8009087,0.22074983,-0.010123,-0.4929077,-2.9311454,-4.0972166,-4.4177582,-0.4378938,1.55888521,-0.9772768,0.05868962,-0.9374409,-2.7241707,-1.6068634,-2.6344672,-3.5097228,-2.5514451,-0.7878176,-0.9907121,-3.4312832,-3.6654712,-1.5214956,-0.6650904,0.50860995,-3.7616443,1.03291605,-3.2115241,-0.5802607,2.52996918,-1.8520923,1.02417097,-0.2677351,0.55436369,-0.3977929,-3.1307165,-2.2352163,-0.3685139,-2.5713183,-1.8547353,-1.1001733
-8.5177237,-3.8435832,1.76808768,-1.5225807,-1.7472621,1.08760895,0.52484299,0.50896913,1.66399013,-4.8333788,-2.7763031,0.58535189,-1.1545593,0.0573469,-3.0383947,-4.2018875,-3.3024153,-0.873596,0.55365007,-0.3026734,-0.2626438,-0.4808845,-1.5595467,-1.3596835,-2.0673357,-3.8226158,-1.8770269,-0.1161397,0.31875199,-3.0716578,-3.7582014,-1.5836074,-0.0748462,0.66869906,-3.4552287,-0.0905315,-3.0053221,-0.7675964,1.8280294,-1.6896692,0.31921006,-0.0051612,1.18677577,-0.6734873,-2.7080883,-2.2086826,-0.2381401,-2.977605,-1.2899333,-1.1938073
-4.5732907,-4.3309198,1.68448436,-1.1656952,-1.9655853,1.11434686,0.52318921,0.66289374,1.74477632,-3.5755391,-3.4571539,0.52198531,-1.1144124,0.30283454,-4.6681553,-4.0911326,-3.3904733,-0.813014,0.33155333,-0.376995,-0.233689,-0.3017714,-1.5307653,-0.7657662,-1.6004378,-3.5755391,-1.9497902,-0.2410668,0.22270834,-3.5710628,-4.0975319,-1.3871481,0.10467908,0.56797402,-2.4311482,-0.3812513,-2.9789262,-0.846197,1.3351186,-2.0666571,0.64798055,-0.0890163,0.84345979,-0.8329149,-3.9644939,-2.2585315,-0.1023041,-2.3193008,-0.9373482,-0.9683054
-5.7713914,-4.9278627,1.03349933,-1.1835951,-2.6591714,0.69118651,-1.162241295,0.88819989,1.27021334,-5.6556527,-2.1368207,0.11876598,-0.1872675,-0.3547871,-1.5250484,-2.6902889,-3.125957,-0.3799426,1.4691817,-0.9381838,-0.101446,-0.8684361,-2.1232537,-1.5114813,-2.2331162,-3.5394669,-2.4651491,-0.788733,-0.4900313,-2.8964317,-2.5799912,-1.4435164,-0.5158537,0.71333774,-2.355187,0.78586858,-2.6820021,-0.1969352,2.53175411,-1.4074532,1.33245048,-0.3887645,0.52661309,-0.3822606,-3.427764,-2.1708549,-0.3629715,-2.8542178,-1.6402672,-1.0322385
0.96712139,-2.567757,-2.567757,-1.924888,-1.028451,1.03824524,-1.89689935,0.41947495,1.70535385,-0.7229706,-0.602052,0.06032397,-0.5595178,-0.0415245,-2.567757,0.39095003,-1.7353569,0.33083765,0.37577297,-0.3431621,2.39351282,-1.354096,-0.3610553,-2.8898081,-2.6401704,-2.567757,-1.0439439,0.22483373,0.38552079,-1.3233234,-1.4340121,-0.3535206,-0.155238,0.8063285,-1.4463705,-0.2567035,-0.5079233,1.55103234,1.4610842,0.32972932,0.56345956,-0.498453,-0.2069257,0.98533412,-1.3717417,-2.1273187,1.33278823,-0.8811202,-0.8644799,-1.8704419
1.26093561,-2.4560934,-1.9709397,-1.7798488,-1.0262453,1.11747598,-1.6356607,0.46524709,1.83898027,-1.9709397,-1.57472,0.3062137,-1.6822834,-0.015936,-3.2249943,-2.7924013,-2.7686151,-0.4640008,0.33852192,-0.1126169,1.18834327,-0.9798303,-1.3181053,-1.9709397,-3.0532661,-2.182558,-2.0693428,0.54085253,0.68155086,-2.1025393,-3.057066,-0.6041499,0.0183268,1.08935121,-2.7991175,-0.8723487,-1.9709397,0.57689488,1.02293054,-1.6664609,0.46397905,-0.1944996,-0.5839901,0.32192072,-2.4857739,-2.060812,0.25833939,-1.5762339,-0.4580423,-1.1542336
0.7363264,-1.2748793,-2.744301,-1.5751836,0.31142983,0.58208125,-2.11840775,0.57684193,1.52067263,-1.3694185,-3.0625383,-0.1732838,-1.2185828,-0.0265169,-1.5616636,-1.0436286,-3.1066003,-0.710069,0.59763791,-0.4277288,1.9760856,-1.0990312,-1.843967,-2.744301,-2.8148949,-4.6388773,0.24524653,-0.2662454,-0.4569931,-2.7743228,-2.744301,-1.4674411,-0.0942366,0.95235749,-2.650414,-0.606593,-2.3583947,1.00217841,1.0504203,-0.8965263,0.68547997,-0.3963255,-0.9039161,0.74163842,-1.3644431,-2.1926542,1.10340737,-1.6059976,-1.0835585,-1.2422995
0.88252885,-1.9973022,-2.9649317,-2.0706402,-0.7171162,1.16205668,-1.82687285,0.62962714,1.56456289,-2.9649317,-1.1882452,0.02052069,-0.399063,0.22507112,-2.9649317,-2.1666864,-2.9649317,-0.7100379,1.04890323,-0.2360792,1.79373548,-0.8030768,-2.1848231,-2.1999934,-3.1652779,-2.9649317,-0.8961836,0.18167749,0.12400798,-2.6443052,-2.4658181,-0.6476004,-0.6136811,1.11302831,-2.7134003,0.09753793,-1.5160115,1.29353231,1.68404087,-1.4867665,0.85103083,-0.2830966,-0.3157229,0.94947469,-1.6787427,-2.4041826,0.84961163,-1.7051085,-1.1188629,-1.172636
