Identifier	20	21	22	23	24	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	46	48	50	52	54	56	58	60
SCOt65	7.637709282	8.338407405	8.219561415	7.83363127	8.142579389	8.747734912	8.424848199	8.827323197	8.099784645	8.308303337	8.085969963	8.537164753	7.918988919	8.506367986	8.568050699	7.758952639	8.764747731	8.039464164	8.553231636	8.880598585	8.529313849	8.134036598	8.802497645	7.863505072	8.354820496	8.23860884	7.898733829	8.479508053	8.36391724	9.258815688	7.925102204	8.607673515
SCOt64	7.72470606	8.23551228	8.168294518	7.742614055	8.016453527	8.719617952	8.283314678	8.669225821	8.095945364	8.104364281	7.874186855	8.500791607	7.957932572	8.406009681	8.53926047	7.742871965	8.698710911	7.868333559	8.539034856	8.770354793	8.441997977	7.923205142	8.677876068	7.595224281	8.17391592	8.2453626	7.808337172	8.483712373	8.267463475	9.288661222	8.103415558	8.540629462
SCOt63	7.811724604	8.17235689	8.183127179	7.675585439	7.886877026	8.633701676	8.358495095	8.79103076	8.076589951	8.240428246	7.953583239	8.316757534	7.809880182	8.292035632	8.588183475	7.768413697	8.790533224	8.01018322	8.592979321	8.954949191	8.504812907	8.10616346	8.731907767	7.486902077	8.330439985	8.054315842	7.771563151	8.415983994	8.235241715	9.150318415	7.896157555	8.50982611
SCOt62	7.363204262	7.65182963	7.367090373	7.082863326	7.550028798	7.550985346	8.064518603	7.846607428	6.816160279	7.390786548	7.602457521	8.174187911	7.950000447	7.605778487	7.330950712	7.798594281	7.670981928	7.754615822	8.188702491	8.61529329	7.674026912	7.373816242	6.952611079	7.69289868	7.43630774	8.782866899	7.662482548	7.203525132	8.341734472	8.381907425	7.609284204	7.702227379
SCOt61	8.287568442	8.150715556	8.036768121	7.82579946	7.650312434	7.59506506	8.190648716	7.391919245	7.333256474	7.594941734	7.890571495	7.053523792	7.891128784	7.612095859	7.571574935	7.907644207	8.143213722	7.961372863	7.775808377	7.34341936	7.733845957	7.959020576	7.412289227	7.711740492	8.044231478	8.205163924	7.855228823	7.81446369	8.00332573	8.20836013	7.875002131	6.719814419
SCOt60	6.638585098	6.893918789	6.755320552	6.771314577	6.624585312	6.639218202	7.265084839	7.001706844	6.55949071	6.773812769	6.742375029	6.418660529	7.43996765	6.668436065	6.474076203	6.860297418	7.339255295	6.954065492	6.941664747	6.571125959	6.696849365	6.938961053	6.452761245	6.652363362	6.403955926	6.532044333	6.660709635	6.403328113	6.849025049	7.045308587	6.097342049	6.417101607
SCOt59	10.39606191	10.71052949	10.47379125	9.916553309	10.26591494	9.95812514	10.63701194	10.55690985	9.439417624	9.957654988	9.978523897	10.40523846	10.28769968	9.639207566	9.616679042	9.670812187	10.11647516	9.788046625	9.866286574	9.887991706	9.593751112	9.529846864	8.732354656	9.701969983	9.039863446	9.586615507	9.314759239	8.515159275	8.791128579	9.367087348	8.744121821	8.730127168
SCOt58	6.472300545	7.090194423	6.502589264	6.74322631	6.366116152	6.402894538	6.976179507	6.450426055	6.449785354	6.576120072	6.599930177	6.385674081	6.999825669	6.502070474	6.411108391	6.532359193	6.918528878	6.848564045	6.710994341	6.273478721	6.477638257	6.88041334	6.051365618	6.566971433	6.140802826	6.62546268	6.519337666	6.322452011	6.4663364	6.787131145	5.938805119	5.854250824
SCOt57	6.90681823	7.090444537	6.595739959	6.742500287	6.702541735	6.717073957	7.338201056	6.958808598	6.67294079	7.01992154	6.975061726	6.565523344	7.268493843	6.854473795	6.679627162	6.760008475	7.353582796	7.079345387	7.029685758	6.69312679	6.901106417	6.78246334	6.410934493	6.944476637	6.650530313	6.881397323	6.801479595	6.323309369	6.758104312	7.181819648	6.174935677	6.543897716
SCOt56	10.41439256	10.74220812	10.52624276	9.944285677	10.36437574	9.842270905	10.62233233	10.54806224	9.503043045	10.06122789	10.001719	10.40398678	10.27590489	9.6091264	9.676837297	9.629020477	10.111034	9.817877159	9.836376728	10.0246288	9.600159096	9.621641251	8.775031831	9.765585656	9.07861106	9.669827474	9.371912273	8.520050298	8.97958819	9.381130466	8.85079497	8.801596203
SCOt55	7.232572444	7.48587403	7.175173999	7.347238539	7.301701655	7.696216545	7.758618821	7.258668158	7.368492707	7.389276118	7.217932705	7.309550835	7.35376614	7.927113077	7.53796581	7.231628632	7.848861769	7.529195675	7.332125781	6.964551966	7.590341215	7.53146897	7.638669207	6.943228959	7.295142816	7.110235697	7.665291884	7.975497639	7.843353292	7.888998348	6.953566136	7.059037468
SCOt55	6.237364827	6.441498924	6.11221495	6.164653379	6.624631249	6.676525931	6.684659716	6.186368073	6.516998108	6.367924445	6.290671534	6.260882586	6.782512372	6.934286308	6.299242352	6.237858044	6.893358898	6.488160081	6.375762852	6.061024435	6.243830685	6.465691458	6.299415691	5.910472566	6.177402476	6.051546774	6.012671089	6.563293659	6.578160732	6.655587278	5.797420024	6.325889892
SCOt54	8.114829113	8.37305845	8.02006097	8.340916813	7.541755083	8.369390373	8.399532126	7.899746527	8.49238984	7.903453328	8.413805267	7.661033837	8.229068712	8.115419914	8.847487191	8.342366853	8.752025952	8.613310028	8.28693503	7.621345828	8.653570944	8.835986147	8.706238934	8.396101733	8.369411823	8.302622811	9.142467401	9.089539025	9.263472114	8.588027855	8.284991077	8.050408427
SCOt54	6.342880225	7.0588027	6.65343035	7.44081382	6.262330472	7.121170161	7.069951699	7.001321833	7.15425056	7.000268374	7.023675842	7.000250465	6.884716516	7.502161255	7.495409445	6.695768602	7.660048673	7.517243328	6.837972497	6.649478096	7.116925647	8.040058776	7.451225977	6.659750409	7.143796263	6.568212359	7.439659691	7.622350677	7.5201949	7.765157556	7.137703869	7.685843026
SCOt53	10.14393981	10.35148814	9.961782419	9.941749657	10.08144448	9.964979957	11.01183298	11.02874255	9.80186435	10.91371376	10.54005327	11.14459457	11.50227182	9.532177631	9.593511743	10.11309929	10.0765289	10.25748377	10.73629159	10.87005943	10.41673777	9.990927961	8.867453554	9.651021603	9.083423226	10.6755605	9.851325702	9.055591206	10.50732468	10.66656577	9.203170022	9.733289441
SCOt51	9.973318227	9.585609328	9.878053888	9.133846509	9.413554952	9.190700289	9.557064528	9.464883667	8.937879695	9.160122349	8.873260915	8.851813947	9.064523159	8.89380275	8.850219467	8.408113794	9.005039035	8.537881955	8.864987983	8.502779692	8.785338789	8.354189693	8.581546704	8.300041473	8.362931268	8.315171944	8.25710848	8.255011691	8.79490086	8.321878601	7.982614928	8.185848958
SCOt50	9.999860645	10.03192156	9.803994942	9.415062153	9.875530665	9.532507552	10.29708857	9.840372808	9.490384045	9.716733523	9.935291311	9.594126742	10.03140846	9.554643227	9.49563971	8.625918873	9.019601746	8.756472301	8.613444714	7.932670919	8.824518042	8.880175059	8.179502903	8.782588372	8.010257529	8.82488899	8.236238731	7.7701795	7.909031338	8.116126133	6.350571943	6.469636451
SCOt49	9.22577312	9.173437349	8.892203463	9.540248342	8.770273185	9.509721104	9.559551055	8.474726591	9.204336088	9.111205488	9.264573248	8.206797876	9.640129423	9.556519031	9.349934844	9.207062758	9.411937684	9.666944183	8.981818226	8.427066901	9.084164179	9.739260764	9.228944789	9.390963251	9.076136623	9.5373391	10.06093196	9.576935452	10.14570979	9.61418026	9.057212204	8.938187767
