Identifier	M145-R1_t1	M145-R2_t1	M145-R3_t1	M145-R1_t2	M145-R2_t2	M145-R3_t2	M145-R1_t3	M145-R2_t3	M145-R3_t3	M145-R1_t4	M145-R2_t4	M145-R3_t4	M145-R1_t5	M145-R2_t5	M145-R3_t5	M145-R1_t6	M145-R2_t6	M145-R3_t6	M145-R1_t7	M145-R2_t7	M145-R3_t7	M145-R1_t8	M145-R2_t8	M145-R3_t9 M145-R1_t8	M145-R2_t9	M145-R3_t9
SCO4895	9.514454015441316	9.479116727027979	9.573476297676127	10.252280436080506	10.266287469196175	10.161613077974144	10.209944692067584	10.440264910477088	10.394841658311766	10.944783501879618	11.043495480474478	11.002213790900521	10.80069917414538	10.863839694533212	10.73949398550601	10.765113421421972	10.783276293410468	10.70583073072371	10.730038920917696	10.662319825534235	10.664305486130518	10.814654010260366	10.789847490604249	10.890930492874787	10.946750663024845	10.914604910289805	10.974987173023594
SCO4889	6.374453598816888	6.474722658685607	6.306257387082418	6.574412873051092	6.200416152800691	6.613268388601523	6.5354874809422725	5.8354747333022905	5.796460306693214	6.349701246205971	6.802094112472975	5.5363898502808055	5.549312412608255	6.403749921729616	5.618845788025831	5.419123077595472	6.55590567231688	6.334275533909652	5.73756137331995	6.6715212936746875	5.800305908312319	6.483947138238222	6.128613371900093	5.519869520398531	6.142551883585252	6.556438271609261	6.4521920371878005
SCO4886	8.125972286377213	8.033833801150024	7.931071445398165	7.799888688862286	7.804607864901998	8.003762113754316	8.613336394816397	8.929773213066671	9.321102664554395	8.605915513634699	8.778531330634339	8.065569323744011	8.817936558502673	8.326770094907799	8.93862412853503	8.827716117768265	8.183080258993787	8.124432161789406	8.667107402976246	8.34583285970644	8.53483854829328	8.469032662467567	8.606526296647433	8.919156230676286	8.594235967786819	8.441010661580194	8.205419215480617
SCO4885	9.126787069737997	9.237249834704812	9.165499055959707	9.31480188682238	9.320168634541172	9.111412056258768	10.07462373438846	10.002665950291737	9.91815205136983	9.9591049394577	9.789284263158496	9.924144731881915	9.214692256413862	9.493225521446753	8.913211432186104	8.813795580325458	9.399098333459328	9.40072845894328	9.240065247667168	9.459112241219682	9.464308297160876	9.387382680747463	9.364941736193927	8.66374608777998	9.409844743602239	9.280915670330419	9.350575826437714
SCO4884	8.670148108179951	8.971676985805336	8.846943131286963	10.173625364503751	10.139255498838487	10.121450307676405	11.338335533968321	11.380652552855986	11.263412852603206	12.421571251985903	12.177276734262719	12.332444830963016	11.299807444632542	11.357034581570408	11.123602200781066	10.752765655265268	11.029318903926168	10.824896520212736	10.75572492072101	11.02574694001509	10.88577385700411	10.877741768181572	11.004293350677159	10.82852130082464	11.02574694001509	11.068662101688863	10.797083194292323
SCO4883	10.209302305366972	10.179375435615418	10.200245596460038	11.106065151675171	11.187706919011763	11.143443555052828	11.040143378384576	11.388702662888146	11.463396597340425	11.045087340331861	11.072580491952015	11.12962965027546	10.963103336199154	11.087608239954257	10.921204362043017	11.031639493918718	11.131938973590866	10.91910964470949	11.03091051852332	11.011671245742345	10.901371450647094	11.299807444632542	11.193795854973592	11.163554452918703	11.36887304866637	11.285865604779397	11.193795854973592
SCO4881	4.470435303019755	5.2499179294329	5.192944469538265	4.734709465016158	4.932981059606482	4.748385899647246	6.059492271771655	6.284712421723272	7.039594564407185	12.8774745714791	13.483876389258807	12.625216551123458	11.841581203293131	12.42936363805806	12.01287063025925	12.074009465775887	12.366539289389493	12.082546420701181	11.916405464452582	12.229466835524123	12.032144650237228	12.526708019380393	12.704337567532107	11.638355764780435	12.24631166883745	12.223408126003836	11.478367205286272
SCO4880	4.077397564119519	4.673762764622777	4.048190348399838	5.372873212396737	5.0649732852295415	4.748385899647246	5.606625372005446	7.2858196357567	7.686188762960596	10.529407348895704	11.314828507163043	10.660789110459257	9.847257988777132	10.209302305366972	10.285397514710954	10.27825774471015	10.324772875113085	10.202613067541828	10.104384237741492	10.13385968101247	10.239795863114308	10.466202766434623	10.562102231760274	10.045762585557185	10.201464896126858	10.156986278486972	9.643025362839738
SCO4879	6.208450889311244	5.3397706128176505	6.055337500597547	5.738540956388169	5.676732557652509	5.650028589348915	5.844153026690357	7.237168944387788	7.952327518445186	12.625216551123458	12.526708019380393	12.24631166883745	11.839414437172941	11.654683195522301	11.884022611679775	11.908403230441962	11.879103426223573	11.839414437172941	11.936255713432967	11.792333212957345	11.872165494647392	11.684138277897938	11.863100479787246	11.579382884397425	11.485135600826931	11.468291281717079	11.41719119730805
SCO4878	4.470435303019755	5.170870464046625	5.553417770425954	5.372873212396737	5.175945874298113	4.311505378263439	6.059492271771655	7.086326304369257	7.168027715500739	10.135442977200155	10.201464896126858	9.640860962224894	9.687847492146865	9.765428955652299	9.714314899877078	9.550026571584628	9.822681305258524	9.82915620883274	9.6292906966923	9.677549336512651	9.75623916115267	9.761742817285226	9.852724368461635	9.43579324451402	9.507882894819357	9.537075800270882	9.236244518543327
SCO4877	5.541769498184835	5.9447597351188275	5.738134741479424	6.302732245374856	6.012609967945702	5.854601431758944	6.506274428599243	7.855203939761699	8.635434382806435	11.040143378384576	11.125249477706987	10.68327239230075	10.636108763353702	10.688359771504917	10.79773509049367	10.713074156568258	10.692595219036289	10.710699156800324	10.741298301569186	10.639005763744974	10.686995976208602	10.712238275834519	10.746182566624853	10.556947898193563	10.453301651702995	10.464123772974498	10.294853085502027
SCO4875	6.572079903684671	6.897218135373853	6.6332657335018075	6.528887898772336	6.491079266048998	6.592422673786082	6.761357177962618	6.790583278136544	7.290451734518486	11.213510558647087	11.572375350263284	11.167571992936026	10.653459539586446	10.974987173023594	10.612183821740548	10.662319825534235	10.869430390961117	10.744510767741081	10.449891593317526	10.775914350253895	10.59290183344039	10.839158856139468	10.944783501879618	10.19743437350313	10.685605586903172	10.650709664262333	10.287154878054286
SCO4873	6.924531120611023	6.768997162848226	7.05319430118565	6.8840330591261	7.086326304369257	7.057109969580004	6.89851874569907	7.481000303660737	7.678553686896121	11.707770748339012	12.06543447598137	11.823189848038366	11.630574425674538	11.770785665586097	11.554163012785596	11.554163012785596	11.707770748339012	11.638355764780435	11.547449688616055	11.623346107529416	11.549337398388998	11.869102249883905	11.869102249883905	11.518089643421542	11.638355764780435	11.648083608831163	11.432684795599018
SCO4872	7.708444557575046	7.618411232056323	7.725257131111063	7.824703632293202	7.729232520438725	7.551805738903935	7.79331952315386	7.660940622758509	7.472912419228039	10.549020328041049	10.560332578872103	10.277764367389992	10.111729524495578	10.359003714246887	9.646928085626806	9.769499830321548	10.073143245237715	10.100853070024096	9.948026414098823	10.094813855236904	9.940679339971268	10.209944692067584	10.23886242024869	9.556207783927587	10.012157759699148	10.104384237741492	9.861485934541218
SCO4870	6.509380019346029	6.226706684384178	6.3513868381138625	6.348244158227169	5.969223426220803	6.077662956752738	5.90126894848929	7.450024570347206	8.286394941008215	7.141685746193616	6.0889665272474955	8.314305341110217	7.640123208140565	6.309063965869619	8.323034304859764	7.9931695807581935	6.138512220942716	6.735288103965419	7.92599249976967	6.561629635189534	7.360167536824959	6.700584340182976	6.804757850553826	8.15891085557072	6.730167230552274	6.615374618232222	7.155812284286596
SCO4869	10.596335063646029	10.451874378194136	10.622669157284033	10.415722473207845	10.439635180550129	10.477797755873262	10.73474891188244	10.584998080671596	10.653459539586446	10.890329490502296	10.934406117506352	10.995343783959843	10.89153149524728	10.888096542072711	11.021297499853802	11.072580491952015	10.980085326344105	11.123602200781066	10.846973983797193	11.12734516133266	10.923864201053412	10.7591658392817	10.73760919154636	11.13733481136367	11.03336096286256	11.149062947994976	11.207149203003627
SCO4861	9.958634135559024	10.021715167327166	10.093934415999785	10.347759004183114	10.43710359258041	10.289797870304431	10.261695741767497	10.215535063566733	9.961046316573425	11.086712285209334	10.903719724737481	10.64870897018906	10.73949398550601	10.860688846862327	10.401778031371956	10.469754046433154	10.666631562675143	10.63010101149278	10.432589628141727	10.520857055720704	10.538437909489932	10.463492303078707	10.502184280192246	10.412117621003786	10.457773304460165	10.606409998099085	10.466657344348326
SCO4860	9.29098189537621	9.175660191323175	9.337213974139424	10.264083135488914	10.139255498838487	10.167337277228699	9.533737761507616	9.711213061054536	9.822071575142228	10.025735017511277	9.895330755969276	9.836896016564324	9.194212052709378	9.28409207196489	9.601540990235131	9.432239739199401	9.339646105765011	9.291753814229498	9.28316622978862	9.250852307320208	9.320168634541172	9.361685939859584	9.46962034786413	9.580168857970778	9.42303979974778	9.475574770464581	9.3258879087472
SCO4858	12.02164308313975	11.903887061029968	11.880729130326081	11.463396597340425	11.424241789477119	11.424241789477119	11.709680113186558	11.47234619409515	11.097802998014428	10.75572492072101	10.968050676946138	10.70928573355565	10.566557331874414	10.967022449171306	10.380968749668792	10.639730320596337	10.93227728971099	10.866638595901598	10.680695077417276	10.99426783836374	10.80069917414538	10.865158678350314	10.825747304135945	10.53303793009884	10.895649603126255	11.011671245742345	10.863839694533212
SCO4857	11.734496295684513	11.575627045611586	11.569618259699752	10.89153149524728	10.963867626310044	10.969686093614706	11.117373819961061	11.0575103479029	10.60281898388506	10.355791849182339	10.727433155974234	10.171195117339716	10.195919603657735	10.6575686711199	9.898768659318877	10.44279806325276	10.73760919154636	10.644635071156154	10.428522301058141	10.676404447398157	10.504964066343712	10.731645716830663	10.681392932611443	10.010464515545426	10.691681399960679	10.751404519247423	10.421759252859601
SCO4856	13.303529226379277	13.117801193178435	13.23644619821124	12.769581852857243	12.8774745714791	12.8774745714791	12.957853764295129	13.058511550017522	13.046364129955036	12.46771051917611	12.755160160220465	12.648551382023761	12.5089901381507	12.75947180540921	12.702567450041972	12.6968165813528	12.779821387758254	12.793830841216868	12.54841758644265	12.739519977102095	12.6328776333613	12.739519977102095	12.675591900978562	12.50091448086979	12.702567450041972	12.722979480210423	12.481515705764668
SCO4855	12.59561381643761	12.526708019380393	12.53169301006811	12.107416189161068	12.191163725375922	12.18391919112491	12.329269074578363	12.327464393673228	12.242805295828935	11.760483262090345	12.032144650237228	11.875421087472745	11.716190716358653	12.035813858935391	11.894143061612692	11.764191677781758	11.982228499520183	12.000613423940695	11.686458662978954	11.954630424821259	11.880729130326081	11.928247495663761	11.906636969350405	11.805727960575256	11.863100479787246	11.957382496518012	11.884022611679775
SCO4851	6.479158414444589	6.25617096744069	7.328421551024885	6.917492583076682	7.119117543639852	6.775550231992096	6.102991944665208	5.765262955130476	6.149454738508638	6.8463588180107875	7.760798922959808	6.718523517581869	6.056054556830009	7.726619451416221	6.43907230428996	7.466329616397569	8.130678737253014	8.501954070852516	8.437626110850728	8.554199998565894	8.71265737495483	8.629605210120182	8.448849658170104	6.917492583076682	8.443964704134725	8.355162885558151	7.984980585039325
SCO4850	9.177569280840196	9.192206410540809	9.329515398722974	9.230009832464143	9.179901849984653	9.302192442329794	9.28409207196489	9.064532813067784	8.907918835229564	8.674436446749034	8.680537944456148	8.182247304282745	8.543070313387808	8.689838110838615	8.15891085557072	9.358594255026786	9.179901849984653	9.44261464066837	9.675044937282967	9.270178336963902	9.456806267087167	9.501080999703895	9.19759530284972	9.029042150007939	9.240510540626632	9.235741803346006	9.385970060806068
SCO4847	11.17590622489289	11.119377754246777	11.136398855777255	11.103343471332483	11.070849795107604	11.16850176060974	11.041538802198048	11.089770757308852	11.15194965451538	10.64870897018906	10.603760407677333	10.827735704310093	10.811264314528778	10.88274779055481	10.983460133337893	10.890329490502296	10.814654010260366	10.923864201053412	10.773860523493157	10.807713348961983	10.754915138753013	10.677202453456118	10.638250504325274	10.583355239736687	10.59048448905125	10.609254023972312	10.722217862613881
SCO4839	10.766794464477732	10.664305486130518	10.792981559386172	10.679997222223108	10.665144827779095	10.722217862613881	10.76056011030287	10.733376574537614	10.524876535728293	10.35122023523696	10.565971662714302	10.23001916320056	10.138219168764994	10.430146100263348	9.958634135559024	10.084010884106487	10.395558273146845	10.289053084978075	10.122126385955951	10.329975610016273	10.207814334200398	10.434911000078609	10.426449338172041	9.900101275495297	10.240982998933207	10.341761918811684	10.138812837022526
SCO4837	11.593446272616545	11.283346063781993	11.58898332382928	10.421113181055693	10.274271903400956	10.411228946639532	10.31471369282255	10.314044601843097	10.30693340225725	9.76114170592568	9.822681305258524	9.614546597591719	9.818383640452067	9.791232150926728	9.958634135559024	9.758639666903074	9.59066585830211	9.421019648687729	9.654320243990883	9.424997025691958	9.489243328383122	9.72103475438078	9.699301002742644	9.859529157614121	9.741588676720367	9.849935334179447	9.522919149834943
SCO4835	8.929773213066671	8.948526636051453	8.85330230339736	8.179055108769212	8.02729540257315	8.149358850965585	7.837174107560294	6.674122709340015	5.934628928826705	7.019499900176373	7.426581542164	6.4335454708943995	5.911515929768391	7.521491759172227	5.384949286621681	5.790317353013055	7.717871930417256	7.385047072606012	5.838058601288545	7.385047072606012	6.9811914286165715	7.31458148059694	7.135980901512259	5.509451296133673	7.285634745227577	7.210480785493942	7.13736344653702
SCO4833	9.915671002505688	10.125257481993655	9.860899626926328	9.676472014423249	9.478034397850099	9.682227010428555	9.393555559912954	9.43579324451402	9.208948843736845	8.905274170290026	8.85534637768524	8.968462401658122	9.021754227340898	8.985614953694066	8.992405238241666	8.889245265418529	9.059759843426571	9.155919520239202	9.05759551863259	9.081334437032405	9.101341415851104	8.93037352050002	9.011190715145073	8.768005437562465	8.971320546310183	8.821247108810025	9.111069597428994
SCO4832	8.555857821476208	8.436751049876689	8.614591477292176	7.841084446284034	7.937941339552866	7.880051926638171	7.696653851604045	7.13736344653702	7.629384024879225	7.449254075982354	7.465560044836294	6.620752320378951	6.509380019346029	7.400770539169391	6.24434628171024	6.7528503398671935	7.450024570347206	7.495452407859314	6.447635194140173	7.333471265370919	7.149902547382081	7.229350230578738	7.3309268971421675	6.330177388697244	7.153964946197303	7.120380902985548	7.291525624332573
SCO4830	7.515815844680495	7.475409899044128	7.646250606053455	6.929879830998135	6.794242569618663	6.860399594652356	6.65288433027213	7.413772448365727	7.9046257738103005	6.919374353530755	6.428178645512567	7.599906869955165	7.48708760276898	6.350731208420031	7.9321779068179605	7.790592073217557	6.424766328098548	6.703574064508113	7.360167536824959	6.53978599356566	7.048676978812802	6.771197177265112	7.02611269150852	7.679589797959317	7.063081326359145	6.615374618232222	7.045419619698163
SCO4829	7.998118300188752	7.956317234820464	8.223980901559408	7.501180485185208	7.010470610310774	7.390728779741413	7.600195508152135	8.158018100901739	9.013679105380461	7.366021261275551	7.538943627822808	6.6742073895213085	7.980910164127966	6.9841913350604345	8.300338564858492	8.068541218282803	6.93611799073272	7.00519396390233	7.71312144245109	7.09468283210732	7.2763648285411175	7.281666698123861	7.299227320037615	7.973700248338948	7.633397774913988	7.290024545563409	7.330697568911504
SCO4828	9.47843416745065	9.426941575414075	9.596161387713702	8.763878278891795	8.530977952238082	8.736510194864048	8.443686393156305	8.982866052935524	9.03190423008544	8.276665373692161	8.639098932642503	8.665100058900506	8.817936558502673	8.353400339989488	9.110877147877297	8.885517133569914	8.52216746479445	8.603016056728286	8.869272761245465	8.554199998565894	8.520534289618974	8.591197451002786	8.67831838048572	9.150780416678204	8.680537944456148	8.5781380442714	8.169272769563227
SCO4827	11.497694292362617	11.17270471792927	11.440306370281863	11.855170799589208	11.85342933939967	11.73201798308971	11.946058067464213	11.994878842889435	11.60548406577664	11.255672319815453	11.60548406577664	11.100423689155933	11.349339217312895	11.684138277897938	11.230877687013088	11.460590028059919	11.576706010419707	11.574548080803464	11.288562042803829	11.424241789477119	11.314828507163043	11.754987797022585	11.612286194220156	11.346875436206334	11.87063387226565	11.65210063161624	11.311935369297833
SCO4826	11.15982926643424	11.23617178587506	11.211502475832713	11.287213823791614	11.212481336406707	11.226229021277613	11.414903516618864	11.16554312207315	11.162664886953417	10.934406117506352	10.757637300060983	10.498289046168082	10.974987173023594	10.902814246610712	10.839158856139468	10.624247352269188	10.816296322103463	10.773860523493157	10.725056219846579	10.688359771504917	10.79365417479382	10.6404548774477	10.681392932611443	10.633764169584667	10.540843535982292	10.563107289735804	10.671861910274954
SCO4825	9.124613282565637	9.082450068527319	8.88639310858476	8.44214270995127	8.795928404614243	8.555857821476208	8.034496663482104	8.03427133992284	6.885596330915959	7.496612104285444	8.481207148521015	6.6595352060727535	7.238118084800623	8.583438807265335	6.713565919132742	6.718523517581869	8.238775299983603	8.176798615751352	7.530461686203825	8.18489859792568	8.041853005585747	8.465463850077171	8.44049924787725	6.525221242316255	8.264012463084173	8.2273574624877	8.016356828482078
SCO4824	12.277322019547752	12.319375699940514	12.239925806347992	12.204953030793883	12.239925806347992	12.239925806347992	12.057173142257609	11.989952584652894	11.860162443937574	11.267280045080565	11.159151852553514	11.016497015870579	11.204762459688224	11.234059294179996	11.143443555052828	11.006844957727575	11.262152498376373	11.173502198143266	11.124425839244026	11.12962965027546	11.051875496380617	11.197908839322098	11.17590622489289	10.996419729555946	11.05445213439016	11.000095172789532	11.063694098872663
SCO4817	6.82602669726443	6.9549951874767375	6.933327032285754	6.8840330591261	6.9479472743524315	6.934148139634203	6.920705989081657	7.635038206685279	7.971348281750925	7.792485399287307	7.716874423313342	8.14904214232972	8.354762068961001	7.881599905288477	8.29365409944302	8.400726358424048	7.967248345063821	8.14904214232972	8.417231343615754	8.01851573258225	8.12895375477715	8.251379570298873	8.268085802847786	8.588660507753275	8.424700713570449	8.338935932343642	8.287734367352485
SCO4814	11.836527479715874	11.572375350263284	11.712120512329053	11.164444018883989	11.07345297566335	11.09446312571141	10.976891377465767	11.16850176060974	11.14198901048518	8.586586795905518	8.649530877216002	8.743021630053637	9.393555559912954	9.124613282565637	9.769986976344697	9.997725955355868	9.697804582166551	9.76661215399696	10.064642968279427	9.783984262765143	9.899434967407087	10.169408816089943	9.90354391820821	9.637752104377892	9.528773627185354	9.164732105244632	9.09971086585716
SCO4813	11.569618259699752	11.535260536130863	11.443269177716813	11.051875496380617	10.912725793924508	11.151150218247677	11.004293350677159	10.99426783836374	10.736959462457524	8.455520657596107	8.223526986109038	7.929874983807151	8.34800381336368	8.807680816751915	8.379586708149018	9.114874704742627	9.313553881415057	9.474062705789178	9.491785207887624	9.48816240168819	9.465624675528447	9.684828599660753	9.4138978625471	8.79537341115948	9.013999442172196	8.778165877074937	8.99914944650062
SCO4812	9.763381986251893	9.701849512127525	9.871697940083305	9.608708969121546	9.622859757535457	9.517556000777123	9.595720281898572	9.372359023652464	8.796784404050111	8.798678869920654	9.101081682156435	8.688395565340034	9.140760200736937	9.394516359593203	8.244687317285678	8.917243809526045	9.339646105765011	9.291753814229498	9.0666432973807	9.40308513413056	9.33313780018372	9.384578427142237	9.347191917968619	8.758745429143772	9.42303979974778	9.385970060806068	9.379872234939779
SCO4809	14.081125082456568	13.743547911321997	13.931230248307948	13.743547911321997	13.867521346986809	13.722095765517118	13.767508684505609	13.645723704621654	13.672580315813303	13.259725940894784	13.685100556875224	13.455536537426887	13.31394033238452	13.661324141793848	13.558072679067958	13.580817788750537	13.685100556875224	13.722095765517118	13.357406112320126	13.645723704621654	13.483876389258807	13.637285625220478	13.5705296819629	13.412247899001468	13.654329542298749	13.60961586229987	13.40080427216293
SCO4808	14.717586725961628	14.353192512416348	14.605307345137932	14.503411748636264	14.564850153431395	14.467009996845812	14.467009996845812	14.389096832292388	14.277567821610774	14.008191670535465	14.353192512416348	14.042289091134972	14.008191670535465	14.304281572307879	14.125880104553039	14.250439513271326	14.389096832292388	14.334694686751646	13.986713744349	14.224820460152685	14.081125082456568	14.106700399494256	14.155140750166407	13.965377348588246	14.081125082456568	14.155140750166407	13.965377348588246
SCO4805	8.353938157024157	8.303112779131602	8.305655917973013	8.552781799793712	8.506815267608065	8.356982401361101	8.45592584428053	8.448017567836395	8.698770416565871	8.127135679937036	7.96692820938385	8.564790677550356	8.07083047357461	7.779323506369509	8.418670134828197	8.499305894116825	7.909644697800079	7.9203481661601485	8.417231343615754	8.07840914418039	8.320427750183885	8.299547509570123	8.27177846145944	8.812889063912678	8.511307887693498	8.438358275026829	8.603202220918353
SCO4803	7.433771486726287	7.475409899044128	7.8600961733267845	8.344679363553258	8.129897418425038	8.030310393933547	7.981276690203176	8.580585983101622	8.651620213828089	8.726391755700856	8.444671574392746	8.812889063912678	8.822345310883378	8.130504481452514	8.774682332059491	8.861868179943528	8.498820700307263	8.536214540747162	8.772632479140539	8.406582536252412	8.8846892702308	8.87339218325466	8.92485236805961	9.338552283732763	9.138685957012742	9.117504845161651	9.06719059573074
SCO4802	6.924531120611023	7.047995418589105	6.977833909051385	7.4478307953756495	7.451722717628818	7.154974953282531	6.5354874809422725	7.295308683849818	7.235700985747108	7.2642684809029765	7.494104398114784	7.807884444830531	7.342863229012321	7.384370176333232	7.525958959536057	7.2825686237292055	7.3220490715618345	7.4403100346638675	7.575889952973484	7.450024570347206	7.734680555072313	7.854542175252244	7.596621580640363	7.790235450041982	7.504519994622584	7.722889739855328	7.780714111913475
SCO4800	10.929112884096414	10.860688846862327	10.824045736289527	11.096733637479739	10.88693519953841	10.950021087840947	11.477254530164647	11.081887164804646	10.80069917414538	11.352992848238888	11.047872105553687	11.31372820248074	11.696597371687783	11.399445771391504	11.188914349778205	11.610482699515199	11.601829428617783	11.78952671413038	11.674757573547875	11.775667967431701	11.547449688616055	11.214539780887465	11.204017639231399	11.721209625338885	11.508403626101199	11.643197507745205	11.984062135491753
SCO4797	11.367757978087552	11.263412852603206	11.297882541213488	11.666558596794642	11.628969269198482	11.591170223206712	11.569618259699752	11.820567061834453	11.841581203293131	11.643197507745205	11.612286194220156	11.595305621765233	11.804515837262763	11.610482699515199	11.99302050609196	11.818239757160788	11.717601031888051	11.636195539973233	11.734496295684513	11.645102016914617	11.598758706308617	11.775667967431701	11.760483262090345	12.00327481950181	11.954630424821259	11.754987797022585	11.817116663865407
SCO4796	10.85194306441013	10.51401323148147	10.305102375646507	9.945502464873636	9.949865197717283	9.969816432165235	10.23886242024869	10.169408816089943	9.976722658397582	9.862587543687155	10.091230193280367	9.887069462837472	9.491785207887624	9.74981371554558	9.707655226019062	9.408300180768993	9.640454693527618	9.448647395155863	9.43634199315386	9.597673721735406	9.502811580397909	9.777397711371771	9.724099542009847	9.58554342630281	9.648769486043646	9.781686220702749	9.674258657136015
SCO4793	7.810674348493324	7.497481338589609	7.655773226515316	10.659989231905431	11.111466266032982	10.824045736289527	10.662319825534235	11.407578472371899	11.569618259699752	11.751388377982654	12.194324579828805	12.030309418278438	11.416047356963457	11.885325701750983	11.559423869980963	11.452983027311385	11.783116500605166	11.524312664483812	11.45185249443741	11.568296983122138	11.287213823791614	11.602982418950406	11.60548406577664	11.574548080803464	11.573461715533373	11.748520420677618	11.463396597340425
SCO4792	8.881976011182896	8.796784404050111	8.846943131286963	8.994789504883363	9.073106599014869	8.885517133569914	8.872854872853342	8.952342178825626	8.685025279055768	9.178757966021555	9.628259313287618	9.335062638988752	9.128796743597348	9.792156806485814	8.81236027404361	9.358594255026786	9.7709652130191	9.687847492146865	9.494332526147787	9.669292751988316	9.79169447870627	9.763929479852575	9.677010675467951	9.093538446287386	9.587796616363281	9.695774071138322	9.398673112074476
SCO4790	8.592058098514695	8.742402769367676	8.736061482501736	10.055898672480929	10.037297807732152	10.028125661548042	10.49702444434271	10.528101021962629	10.375468706188803	10.968050676946138	10.811264314528778	10.96058542821075	11.032368469314116	10.995343783959843	10.81037657288558	11.07990920623191	11.037857559730165	11.006844957727575	11.14198901048518	11.107057011137822	11.074325459374684	11.044291410403169	11.020547107257588	11.333921940751623	11.327345124138406	11.280925505711643	11.473416939928917
SCO4786	5.425795450878196	4.95320834480629	5.488901388996498	5.835935205824212	5.928729006739797	5.751079697908435	5.542366557483463	5.9065537465817455	5.90126894848929	5.390684505444799	4.941629553526334	5.62311590807254	5.114089619811241	5.076286542618336	5.675574406188538	5.246626397544525	5.395736161837945	5.542882823815237	5.397375427116466	5.249442964975211	4.951735191061712	5.193988705669787	5.222308613896794	5.442807576046382	4.972200638300021	4.475444678420437	5.4603579263532955
SCO4785	11.689411968227256	11.521420736855104	11.537917029151732	11.212481336406707	11.197908839322098	11.250417144086645	11.187706919011763	11.354815160622163	11.365491810943393	10.570461303166292	10.615305031196002	10.393402210331455	10.72407455703343	10.662319825534235	10.750707713920528	10.678998840868594	10.707754015931826	10.696206504836494	10.70583073072371	10.636108763353702	10.639005763744974	10.801691249372173	10.904625202864251	10.772902821091328	10.72407455703343	10.733376574537614	10.673420536730344
SCO4780	8.004191449721556	7.809990662537539	7.600195508152135	7.542356285012303	7.611490288558658	7.402282309618329	7.921987526141683	8.85891601283403	9.480004807817362	8.289917252603622	7.930372525405753	8.891847380708207	8.844057410047997	8.009897152516944	9.339646105765011	9.038186348153808	7.61570608712939	7.690679210226205	8.514411341473048	7.614094001099634	7.9418086815370845	7.66557266997794	7.6526251038335715	9.049111051177471	7.730867127906935	7.482148508499336	7.39914853198184
SCO4779	9.931038817324819	10.021715167327166	9.821527751073	9.755369492014431	9.843215526624936	9.82329103537482	10.14842303422338	10.632184737807233	10.720869710696247	10.75572492072101	10.596335063646029	11.014764748530535	10.646865035641913	10.615305031196002	10.730038920917696	10.490387022403175	10.361254132656782	10.299842727188729	10.254944297218834	10.200245596460038	10.214680652635417	10.209944692067584	10.211727365125663	10.31109271826653	10.070477312858765	10.088916173101694	9.919820499085848
SCO4777	11.15982926643424	11.106065151675171	10.96058542821075	10.883691183572754	10.85194306441013	10.799283075902565	10.863839694533212	11.022047892450013	10.859167244983276	10.73760919154636	10.5778189276589	10.605355196523721	10.83253949513211	10.584173355364642	10.73474891188244	10.573296193926609	10.501368129260875	10.529407348895704	10.584173355364642	10.486222273018832	10.339572605239383	10.421113181055693	10.367110943702798	10.649709317225696	10.413814145581034	10.428522301058141	10.401778031371956
SCO4775	12.374133208800632	12.463936758921506	12.472803082313243	12.357841456615818	12.53981803616817	12.39291120081366	12.260665937666914	12.39842909882703	12.455592896861376	11.913707706842086	11.818239757160788	11.99673717968691	12.130209238395619	12.0967705326453	12.23126301770007	12.01287063025925	12.064044894294963	12.045276904069038	12.01570818397327	11.99673717968691	12.01287063025925	11.939464733015075	11.951257929921145	12.0967705326453	11.851226496029586	11.903887061029968	11.905262015190186
SCO4774	8.016356828482078	7.846474174073884	7.97349782780919	8.326770094907799	8.682032163278866	8.45370482044536	8.530539191656793	9.23377557077461	9.686496121633125	9.767486788644732	9.610362604204278	10.068449863136674	9.633689625361836	9.39959655121568	9.920352417149237	9.81618953057555	9.350575826437714	9.351051495346178	9.465624675528447	9.299635250814127	9.274600536817724	9.256923331152052	9.361089952785044	9.778918191236539	9.317591576565448	9.528196278965723	9.437231295632149
SCO4773	5.307589494617731	5.684004596636826	5.844153026690357	6.39535164896513	6.135375323875537	6.198762674465327	6.5354874809422725	7.402282309618329	8.002981937734582	6.7144882122668434	6.816284602980285	6.779030283292675	7.279902626612969	6.905908214856383	8.01099166384951	7.532638537193085	6.424766328098548	7.066208477482855	7.50492977096783	6.7688477725443335	6.784619478275409	6.794242569618663	6.723009391220354	7.821316787636287	6.97672748137178	6.776606088263363	6.985815734167458
SCO4771	11.436852709931497	11.387735040394833	11.401364482839904	11.269013114911166	11.269013114911166	11.27157003658161	11.285865604779397	11.250417144086645	11.227678940550156	10.80567407136217	10.870135704243705	10.768552318800424	10.814654010260366	10.963867626310044	10.85768883237407	10.789847490604249	10.955493511581977	10.883691183572754	10.874058334491416	10.84093942935471	10.897257626676291	10.978367031089737	10.914604910289805	10.834800953437082	10.950021087840947	10.824045736289527	10.715248059642128
