ID_REF	VADS_01047_N	VADS_01047_T_E	VADS_0135_T_M	VADS_0279_T_NM	VADS_065_T_NM	VADS_0888_T_M	VADS_1102_N	VADS_1107_N	VADS_0190_T_NM	VADS_209_T_M	VADS_435_T_E	VADS_834_T_E	VADS_856_T_NM	VADS_933_T_M	VADS_pool_N	VADS_pool_T_E	VADS_Pool_T_NM	VADS_Pool_T_M	VADS_0103_T_NM	VADS_0118_T_LR	VADS_0165_T_M	VADS_0167_T_NM	VADS_0203_T_M	VADS_0215_T_M	VADS_0218_T_M	VADS_0330_T_M	VADS_0357_T_NM	VADS_0408_T_M	VADS_0409_T_NM	VADS_0423_T_NM	VADS_0429_T_LR	VADS_0621_T_M	VADS_0629_T_M	VADS_0684_T_LR	VADS_0702_T_LR	VADS_0744_T_M	VADS_0829_T_M	VADS_0847_T_NM
37859_r_at	148.7	20.1	55	312.7	130.5	89.7	36.4	78.4	206.1	126.6	266.3	80.1	176.8	14.8	9.3	35.3	22.9	9.2	9.5	13.4	67.2	14.4	35.3	21.4	22.4	29.7	44.8	36.8	40.1	16.6	23.9	10.7	15.2	18.3	26.2	32.9	56.5	41.6
37860_at	319.1	415.9	738.7	431	795.1	643.4	433.7	316.1	458	417.5	618.7	658	135.3	730.9	688.3	373.3	552.3	313.4	8.5	7	15.7	12.3	12.4	24.5	8	18.7	27.8	14.5	24.3	14.5	105.8	19.7	18.8	23.1	19	19.2	11.6	9
37861_at	247.3	106.6	96.8	221.3	18.1	149.1	192.5	240.4	261.4	25.4	59.7	48.8	18.3	41.1	140.6	54.7	46.7	39.4	13.7	13.5	18	16.6	24.9	56.3	11.7	10.7	15.2	10.1	27.5	19.6	16.4	59.3	13.2	41.8	33	17.6	11.3	73.7
37862_at	88.7	163.2	10.5	12.8	127.8	106.6	8.9	12.4	89.6	207.1	239.8	153.9	115.5	84.8	109	86.4	246.8	151.7	1250	652.6	783.1	534	1020.7	765.8	772.9	889.6	798.6	697.2	942.6	991.7	356.4	1095.3	788.5	754.8	656	789.6	581.5	697.7
37863_at	7.1	14.3	173.4	87.8	51.2	184.3	7.8	14.6	1378.8	198	8.2	78.8	197.5	37.1	79	108.6	91.1	125.1	101.3	78.6	39.7	75.6	65.8	48.3	94.6	63.8	31.1	52.1	41.1	89	169.5	84.1	30.6	70.5	126	71.4	85.5	41.1
37864_s_at	23925.1	61909.3	193361.8	37406.9	81946.7	80130.1	3592.9	34505.8	143422.7	18785.5	42917.8	80455.6	37827.7	94051.4	52637	32039.9	140273.1	63162.6	671.1	864.6	1211.7	663.7	550.1	522.5	317.4	847.2	685.4	603.1	700.3	375.7	493.6	489.3	317.3	373.1	579.5	1619.3	340	555.7
37865_at	422.9	166.3	163	35.5	49.3	424.2	100.5	139.6	68.7	21.7	38.4	37.6	9.6	29.6	291.5	58.9	116.3	2383.1	67.2	53.2	165.2	24.8	99.4	38.5	54	64.9	10	128	93.6	137.8	182.7	41.9	93.3	35.2	89.8	111.6	16.4	68.9
37866_at	21.8	64.2	22.1	158.3	29.1	29.5	48.8	14.2	88.4	49.4	52.6	211.3	142.9	35.6	51	22.4	43.9	67.5	603.7	447	180	215.7	415.7	362.2	530.5	124.7	428.6	207.5	453.3	210.8	376.4	205.9	349	430.3	144.3	561.5	260.7	224.5
37867_at	149.6	45.5	105.1	230.1	343.2	416.8	101.4	181.5	547.1	159.9	75.3	35.8	84.1	255.1	178.6	114.2	789.2	103.8	85.6	135.9	222.7	192.6	155.3	169.5	109.9	107.3	156.2	151.4	211.3	242.3	235.2	232.2	221.1	162.5	171.3	159.3	96.7	168.3
37868_s_at	63.4	41.1	198.3	94.6	37	100.6	66.5	160	57.7	156.9	300.4	18.8	16	140.2	81.6	80.4	66.9	63	17.7	35.5	13.6	7.3	17.8	25.7	62.8	17	5.5	9.3	28.5	38	6.8	31.3	29.5	5.1	63.6	1.5	40.6	3.2
37869_at	325.8	270.4	254.3	53.7	182.6	179.9	223.5	205.4	343.4	232.7	428.5	302.5	57.1	12.7	146.4	169.6	30.1	189.1	306.3	479.5	444.6	502	331.3	322.9	574.4	340.2	398.5	603.3	521	391.4	264.8	595.2	364.5	269.9	228.6	301.7	363.2	210.6
37870_at	395.7	375.7	258	439	711.1	397.3	435.6	277.6	217	105.8	591	179.2	678.4	97.3	393.1	286.5	449.6	267.2	105.4	9.1	166.6	109.4	65.6	111.8	54.7	77.5	103.6	84.3	94	58.5	127.9	71.2	92	41	39.1	174.3	87.4	32.7
37871_at	77.8	172.4	16.9	163.7	47.3	79.1	89.1	82	14.5	18.2	238.6	106.1	150.6	39.1	68	77	131.8	59.6	51.3	6	80.8	12.8	48	71	68.8	40.9	19	48.3	115.3	57	10.4	67.5	25.5	13.2	16.4	50.4	59.3	32.4
37872_at	1003.5	473.4	654.9	587.6	689.8	545.8	773.8	759.5	741.7	732.1	1086	1002.5	305.3	725.4	791	585.4	768.2	677.4	23.4	110.3	29.7	59.7	118.1	51.1	124.9	106.9	257.9	188	51.4	154.6	126.4	33.2	65.3	91.2	84.1	385.6	99.1	165.5
37873_g_at	283.3	79	101.6	59.5	420.7	370.9	184.5	345.4	94.9	155.1	59.5	52.1	515.2	46.5	197.6	314.4	78.4	116.4	23288.2	22018.5	21073.4	36786.2	31827.6	8728.5	32426.6	8243	39922.8	27281.4	28722.1	5044.9	33729.5	34057.9	12661.4	25839.9	35823.1	8952	31178	30948.6
37874_at	107.3	10.8	38.9	155.7	35	8.5	204.1	153.5	130.9	26.2	216.7	31.2	34.9	229.5	75.4	5.4	241.7	65.2	16.1	88.4	216.9	79.4	8.3	146.3	6.1	102.5	909.7	107.8	50	96.4	13.8	25.9	20.7	17.7	50.3	88.6	11.7	40.8
37875_at	250.9	212.2	272.2	299.4	226.4	384.4	346.2	336.4	223.2	66.9	532.5	328.6	33.8	172.6	227.7	241.9	457.9	150.5	15.9	19.3	22.7	22.9	13.7	51.1	28.1	13.6	16	18	24.2	14	56.7	22.8	16.1	13.6	11.7	52.9	15.3	10.7
37876_at	109.4	97.8	150.3	31.3	143.3	51.6	16.1	69.4	119.5	7.6	30.2	191.6	65.9	8.1	35.8	10.5	171.8	10.5	49.9	111	68	225.1	140.7	127.6	168.8	169	74.6	66.5	321.7	73.8	36	191.8	143.8	170.4	172.2	119.3	41.2	28.9
37877_at	334	209.2	631.9	547.1	124.4	393.5	103.9	434.9	391	250.8	355.5	530.9	459.3	553.2	491.4	265.2	737.7	615.6	32.7	20.1	70.7	13.4	27.6	167.3	46.8	66.1	100.9	118.9	28.4	35.8	31.7	26.3	42.7	43.4	42.3	60.5	45.1	25.2
37878_at	73.9	18	161	35.6	38.1	70	292.8	146.7	49.1	20.2	57.4	57.7	223.5	192.4	205.8	21.6	200.6	138.2	338.1	64.8	29.3	20	310.3	268.4	77.3	143.8	103.3	165.1	176.9	134.9	29.4	187.1	226.7	199	82.6	180.8	161.4	220.3
37879_r_at	4.6	5.8	16.6	7.8	26.6	8.3	82.1	15.4	8.1	4.2	15.5	11.4	11	49.7	44.7	9	5.5	5.9	292.9	303.4	41.6	369.7	257.7	647.1	233.1	241.7	333.2	441	331.8	312.8	422.6	437.9	465.3	420.1	710.2	320.8	534.5	335.5
37880_at	418.8	221.5	548.7	617.4	717.7	320.9	415.8	105.6	530.6	313.9	733.9	142.6	49.6	439	590.7	191	285.7	370.7	99.3	51.3	28.1	17.7	33.8	75	32.7	32.4	63.8	69.2	6.9	16.1	74.6	80.9	55.3	56.8	80.1	72.6	34.4	27.7
37881_at	139.8	157.9	270.3	147.6	152.5	121.1	58.8	154.6	430	85	82.4	184.7	107.6	263.4	75.4	60.2	279.4	121.8	760.3	541.8	457.8	321.8	405.6	431.5	300.7	271.5	379.9	630.2	422.7	655.5	469.6	552.2	455.5	431.3	494.1	411.1	419.1	385.5
37882_at	125.4	160.3	428.3	369.5	393.8	430.5	205.3	128.7	351.3	438.2	275	267.6	639.4	531.2	186.1	251.1	364.4	116.7	231.7	194.8	246.5	106.2	42.5	427.8	112.6	36.3	114.1	199.6	292.6	260	334.3	409.1	232.3	290.3	123.2	157.7	195.6	250.6
37883_i_at	141.3	349.1	340.7	225.8	126.6	558.2	12.6	147.9	113.3	364.7	1239.3	425.8	226.6	122	7	94.3	267.8	151.5	13.5	21.5	256.9	57.1	66.6	143.7	71.2	5.3	34.5	45.9	51.2	6.7	14.4	46.3	9.5	86.5	72	48.9	5.5	46.8
37884_f_at	21.2	191.6	178.2	162.6	6.3	481.5	19.3	46.7	237.2	292.5	780.9	52	185.5	92.3	12.1	144.8	22.1	134.9	119.5	143.8	85.2	133.9	191	110.3	136.5	155.7	77.7	150	180.8	156.9	104.9	165.2	212.4	108.2	83.9	142.8	173.2	110
37885_at	1080.4	1181.2	850.8	1662.6	1234.8	865.8	1447.9	1105.2	291.7	1009.8	439.1	875.5	583.2	1179.4	1138.8	1457.2	1944	1564.3	13.4	46.2	76.1	4.4	10.4	53	42.5	50.9	71	19.8	30	57	38.1	49.8	25.1	36.2	59.7	25.9	50.2	13.9
37886_at	333.3	528.8	227.3	156	543.5	550.2	417.2	370.9	560.1	766.1	140.6	390.9	375.8	491.2	593.2	789.9	149	607.5	463.5	334.4	335.5	224.2	481.6	326.1	390.2	235.7	560.5	311	288.6	564.8	260.4	481.5	424.1	567.4	685.4	399.6	384.9	559.9
37887_at	75.2	391.7	187.7	48.6	63.8	61.8	52.3	49.7	388.6	31.8	115.9	79.1	234.6	43.4	54.1	118.5	93.7	148	66.3	37.7	29	56.1	13.7	75.7	81.2	119.3	63.7	82.5	46.7	42.4	90.4	110.5	46.4	64.5	67.4	23.2	61.1	61.9
37888_at	983.7	928	845.4	686.6	671.1	762	814.4	720.4	1005.9	764	1860.6	1099.2	1532.3	1556.6	980.5	878.5	1172.5	839.6	5.7	10.9	9.3	2.8	2.9	10.9	5.7	0.9	3.4	4.9	5.5	1.6	2.7	4.3	1.8	3.7	2.7	8.1	4.5	5.3
37889_at	15.9	233.1	337.4	63.8	65.5	223.3	23.1	32.1	150.5	102.1	36.5	12.1	114.9	155.5	16	174.7	105.4	29.3	335.9	401	117.7	230.9	248.6	70.4	205.8	116.7	78.1	148.3	187	134.2	86.7	99.6	122	74.2	50.3	276.9	361.8	282.2
37890_at	1592.7	835.8	951.3	958	566	709.2	838.1	622.6	721.1	1642.6	198.6	1507.9	1237.6	1354	1138.7	914.8	933.4	819.4	108.5	108.9	182.7	77.5	109.6	111.6	59.2	22.9	73.6	111.7	120.2	82	62.5	101.7	15.1	42.4	84.5	69.5	97.5	73.3
37891_at	362.9	329.2	452.3	274.6	346.8	486.2	253.6	376.5	338.7	314.5	437.9	273.7	205	391.8	282.4	448.9	231.8	289.3	211.4	393.2	346.8	319.5	349.4	532.1	300.7	268.9	333.7	253.6	286.5	492.3	382.8	411.7	271.1	463.8	430.6	303.8	359.9	226.8
37892_at	14	241.6	1645.4	1299.7	3853.4	257.6	44.9	46.7	1008.2	932.5	1075.2	1324.4	95.8	3311.3	61.8	426.3	52.3	220.3	134.1	67.6	285.6	198.2	122.3	291	288.5	150.8	193.4	746.7	210.9	60.3	379.4	316.7	464.5	174.9	791.6	110.2	265.4	177.6
37893_at	691.9	484.3	492	448.7	878.6	880.4	389.1	451.8	605.2	232	582.4	416.6	1141.8	982.4	630	427.4	732.2	537.1	53.7	65.7	155.7	159.6	147.3	208.9	148.5	104.3	123.4	363.7	212.1	37.5	139.2	140.3	311.2	134.1	371.8	110.8	163.2	128
37894_at	161.7	243.6	344.3	157.9	263.6	246.7	246.2	173.4	256	85.7	209.1	360.6	83.7	307	125	230.6	377.5	127.6	842	905.1	1162.2	1179.5	972.4	927.6	1075.5	1172.3	1066.5	1124.3	1263.9	1091	1019.2	1729.4	1435	879.8	1199.8	855.4	791.3	862.1
37895_at	672.2	418.9	421.3	269.6	377.4	688.9	491.3	862.7	648.2	224.6	319.5	233.7	315.3	531	702.2	153.8	359	278.5	619.7	529.2	456	395.8	484.2	462.9	482.4	483.6	520.5	479.9	517.2	500.2	493.3	657.1	613.7	733.2	447.2	567.8	393.5	462.7
37896_at	56.8	21.8	35.2	13.9	38.9	147.7	96.5	109.8	145.4	20.1	17.2	35.7	29.2	43.8	119.9	5.3	9.8	11.1	96.8	201.7	239.6	213.6	163.1	90	215.9	77.6	70.5	193.4	150.4	29.9	49.6	354.7	203	117.5	257.1	239.1	163.3	168.7
37897_s_at	261.7	129.8	1230.4	72.3	381	296.6	396	19687.1	59.6	92.9	451.9	234	353.4	645.7	37853.6	63.7	740.8	462.7	730.7	582	758.8	1274.6	869.6	740.3	478	1030.4	446	951.2	1008.9	983.7	398.6	670.1	638.6	691	1118.3	1182.3	773	814
37898_r_at	1377.6	2229.5	2882.9	2517.6	1659.1	1955.8	2620.8	2325.5	1688.7	2371.8	3545.3	2300.8	1331.1	1936.1	3136.6	2005.9	2626.6	1818.2	9.8	105.8	141.9	19.1	96.2	13.1	42.1	123.4	135.2	61.5	37.5	60.6	24.4	82.7	108.3	14.1	14.4	258.4	26	93.8
37899_at	268.6	385.8	555.3	398.2	352.2	481.8	289.7	173.6	418.7	1862.5	180.5	235	412.6	478.5	173.7	439.3	312	378.3	1010.3	2757.3	676	1038.1	2003.6	1460.8	635	971	1437.2	458.6	1532.4	2353.2	931.8	973.1	1091.8	1056.5	424.6	2281.3	529.8	1012.4
378_s_at	22.3	48	74.5	83.4	17.4	24.9	34.5	29.5	43.1	50.3	52.3	45.1	67.3	54.4	51.2	31.3	74.5	26.9	117.8	219.1	474.7	200.9	188.2	140.7	159	166	265.7	299.5	146.2	182.3	194	286.1	158	241.2	195.2	129.7	212.7	186.9
37900_at	1230.1	667.4	813.1	493.4	536.6	781	850	1073.4	399.3	1024.4	421	734.4	326.7	616.7	725.3	420.9	448.9	867.7	2437.8	1171.8	2145	5042.5	9070.6	234.3	5371.6	531.6	151.5	388.8	422.5	481.8	371.3	189	1318.2	401.9	146.4	1498.4	2914.8	2449.9
37901_at	323	57.4	240.7	339.1	332.1	658.5	253.8	110.3	252.2	668.8	403.8	716.2	680.6	425.7	133.6	291	179.1	144.2	626.8	463.9	564.9	607.2	438.4	383.7	358.8	473.8	969.6	399	528.1	518.5	809.7	358.9	315.3	1532.8	685.2	276.7	609.5	567
37902_at	1174.8	505.2	622.4	259.4	476	986.5	329.1	457.8	328.3	275.5	595.7	150.2	416.1	268.6	427.2	222.4	131.9	402.8	133.5	92.5	107.4	192.8	182.9	227.2	157.6	148.2	68	132.7	153.6	167.3	194.4	155.2	137.7	101.6	145.6	226.3	176.7	138.2
37903_at	384.3	632.5	505.5	577.2	564.4	674.7	468	457.9	250.3	560.1	647.8	561.9	498.9	267.5	546.6	481.3	787.8	479.5	570.1	374.5	986.5	431.5	431.3	420.7	375.6	430.8	306.7	625.2	477.5	258.1	274	740.8	709.5	588.4	429.6	404	298.9	174.4
37904_s_at	506.3	1058.6	456.9	816.6	606.8	1354	262.1	520.5	335.1	456.3	899.3	1320.5	532.1	200.6	745.8	886.9	527.2	648	6.3	2	44.5	52.2	53.3	5.7	4.3	7.9	8.8	9.5	25.4	72.9	14	37	6.1	2.9	13	1.6	7.7	10.1
37905_r_at	619.2	827.3	933.7	944.1	1036.1	964.1	1468.5	790.2	1663.8	1136.1	1859.6	1623.3	731.2	1411.8	885.6	1086	2059.7	762.3	760	447.2	28806.9	286.9	456.4	37.9	274.9	1505.9	54.3	126.9	6794	216.3	49.7	169.8	271.2	398.6	248	84.2	164.1	117.8
37906_at	456.3	974.8	1526	1683.5	454.3	1640.4	120.3	130.2	947.2	383.9	612.9	1658.1	471.6	530.3	537.7	432.1	394.3	735.2	1306.4	1486.9	1036	606.6	1329.6	1344.7	1045.8	1129.5	876.9	1159.2	1678.7	1977.3	1535.7	1306	1835.7	888.8	1078.7	1638.6	1344.3	1278.7
37907_at	1235.7	692.7	961.5	968.7	1252.7	1040.1	819.3	918.9	1178.9	850.9	830.4	1091	798.9	781.7	761.8	1314	719	1259.6	341.8	223	292.3	271.1	266.3	186.4	297.4	235.9	176.4	716.9	336.5	301.8	398.3	392.4	291.6	788	439.8	366.2	317.6	491
37908_at	307.4	271.8	248.7	464.2	341.5	265.9	501.1	250.7	478.3	391.5	554.4	199.1	207.1	360.8	272.2	179.5	64.4	194.8	11.8	24.5	23.8	19.3	27.3	19.4	15.8	49.9	22.1	27	51.9	34.1	126.2	26.3	31.2	7.3	45.2	21.5	89.9	9.5
37909_at	464.1	16120.1	835.8	5695.9	1823.6	948.9	204.1	269.2	562.9	2246.4	1294	2090	2494.2	1709.6	661.1	6135.7	1635.2	3842	754.6	752.1	904.2	791.2	853.4	866.3	579.6	601.2	783.5	844.5	986.7	699.9	527	772.7	677.7	1110.6	1134.6	813.2	689.3	791.4
37910_at	584	690.6	439.2	568.8	674	854.6	145.7	595.6	687.7	415.4	734.1	904.8	844.9	732.2	565.5	790.6	685.9	674.9	363	379.6	220.4	351.1	281.9	371.2	220.9	253.4	563.9	244	293.5	537.8	178.7	369.8	208.2	581.9	284.6	258.7	210.9	295.4
37911_at	1025	1966	840.9	1430.5	706.1	1173.4	701.7	1054.1	819	499.7	1051.8	1300.4	1054.3	500.4	981.9	1204.1	1180.9	1605	949.3	284.9	298.6	238.1	1086.5	283.8	350.7	109.6	244	649.7	536.5	926.4	502.9	243.8	833.6	466.7	941	915.2	426.3	330
37912_at	2186	2593.2	3656.2	2104.1	2246.7	3885.7	1634	2330.5	1723.6	2159.9	1899.5	2944.1	1227.9	1947.3	2247.9	4170.9	6089.7	3765.4	324.3	624.2	537.1	447.6	368.1	600.5	355.9	327.4	488.4	707.6	436.5	682.4	448.5	513.2	589	571.9	534.5	392.4	424	430.7
37913_at	887.6	147.7	595.2	110.1	84.7	189.5	92	123.6	187.4	101.5	270.6	128.6	414.9	83.2	203	52.2	126.7	855	668.4	1416.7	528.8	477.4	585.9	1036.1	595.9	608.9	703.8	657.8	742.3	940.5	655.5	1037.8	962.3	938	1185.6	661.8	490.5	800
37914_at	219.8	185	215	266.9	125.4	236.4	159.3	71.9	132.2	208	201.4	171.6	119.5	487	72.1	75.2	218.7	144.2	571	614	539.7	686.1	569.4	684.6	567.5	635.9	280.2	673.1	672.6	799.5	501.1	949.3	705.8	559.6	404.1	1002.2	482.9	476.6
37915_at	420	437.7	523.3	365.8	226.1	287.5	613.3	762.1	373	213	466.8	263.3	359.5	431.8	406.8	447.3	381.2	355.2	1361.8	1487.4	1256.2	2270.3	804.5	505.1	521.7	712.4	711.2	980.3	1803.4	736.9	1504.4	3463.2	3137.5	529.5	380.4	1752.3	584.7	1094.3
37916_at	1121.2	1343.4	961.5	1213.4	1274.3	513.1	1521.2	1951.6	1309.2	418.3	1217.4	1159.8	1385.2	716.4	1312.1	1654.5	1361.7	1065.4	981	1446.9	1285.9	2563.1	1264.8	1028.9	698.3	971.6	1377.9	623.5	1087.9	810.7	909.6	1337.3	672	1376.5	448.9	1351.1	1130.8	950.6
37917_at	396.1	77.8	329.8	110.8	266.5	244.7	522.2	388.7	89.3	266.5	142.9	173.5	540.9	315.2	284.8	252.9	209.4	172.3	197.8	357	161	349.2	390	412.1	247.5	280.9	97.7	220.9	212.8	309.5	296.7	233.6	234.3	175.9	139.2	288.9	254.8	129.9
37918_at	645.2	303.4	916.5	689.2	583.2	763.1	163	404	1107.2	596.3	311.5	917.2	453.7	530.6	579.6	589	660.6	719	2238.3	2607.5	572.3	1917.5	2051.6	1983.2	548.6	6262.8	1166.5	538.5	2493.2	3461	8509.2	1074.7	8422.9	696.5	159.5	2580.6	4902.2	5394.6
37919_at	192.2	257.5	135	383.3	43.6	779.7	46.2	152.4	237.4	24.6	230.3	64.7	58.3	79.4	344.9	80.4	60.5	45.9	754.8	583.4	899.1	671.6	613.2	534.2	555.4	698.1	1022.6	694.7	419.4	492.7	761.8	1188.5	339.3	771.5	943.8	544.4	603.9	867
37920_at	10602.1	1396.2	2239.3	2433.1	3372	888.3	14271	11647.9	2398.7	1578.1	3962.4	2274.9	2910.4	1548.5	10240.4	1874.8	3256.5	2210.7	1168.1	1506.2	1302.3	1100.3	1318.3	1522.5	1207.1	1428.4	1902.6	768	1359.8	1133.6	1087.4	2229.4	1616.8	1344.1	1670.9	1699.2	1012.6	1729.3
37921_at	142.5	120.8	109.6	323.1	29.1	77	139.3	9.6	152.8	27.4	447.9	123.6	107	83.6	102.4	99.3	124.1	18.7	2509.6	2015.3	2050.6	1523.3	2579.3	1927.6	1668.7	2280.3	2975.6	3466.9	2187.7	2247.4	1988.9	2734	2233.9	2202.2	2817.7	3040.8	1858.7	1953.6
37922_at	231	300	526	318.5	607.8	476.9	383.7	299.7	611.3	181.5	176.6	313.4	185	345.6	407.5	399.5	625.5	443	255.5	466.6	208.9	512.2	205.8	373.6	83.6	485.5	446.9	154.3	763.4	197.8	559.6	992.9	85	751.5	754.8	473.1	318.9	422.3
37923_at	33.1	50.1	144.6	111.6	96.4	195	105.1	78.8	61.9	67.4	121.9	123.4	386.4	65.9	104.3	41.9	126.1	72.4	157.7	169.7	326.8	153.5	121.4	170.9	117.9	196.9	124.1	77.1	126.5	82.4	168	152	104.2	153.2	190	179.8	69.6	100.5
37924_g_at	413.2	199.4	502.3	516.9	481.1	95	379.9	554.5	328.9	523	305.2	265.4	1094.9	670.3	776.5	172.2	241.6	461.1	340.5	296.6	375	228.9	392.4	291.6	288.6	272.4	340.7	592.4	577.5	253	395.7	318	257.6	323.7	191.3	418.3	196.5	262.5
37925_r_at	316.5	95.4	25.1	218.6	98.3	190.4	82.6	263	306.9	175.9	132.1	202.5	261	39.2	162	279.8	60.4	169.7	1011.8	1361	1127.2	1086.5	934.7	947	1524.6	1243.7	973.6	674.9	1551.9	2154.9	2184.2	1430.4	1498.9	1150.4	1210.9	2052.8	1371	1179.6
37926_at	10271.3	14304.4	1277	7375.4	9889.2	926.1	14257.2	4309.3	4758.2	1424	9527.6	2213.2	2222.7	4997.7	5471.5	2202.8	2816.6	638	287.5	171.4	388.1	220	203.5	487.4	313.5	280.4	260.9	290.5	271.2	376.9	525.5	334.4	263.7	188.5	201.9	212.3	235	161.3
37927_at	1006.1	945.4	838.5	244.1	780.4	683	914.9	1266.5	2330.4	1428.2	1771.7	712.7	1206.7	946.2	915.5	1178.2	865.3	713.6	624	1197.3	1430.1	1283.5	709.1	406.7	959.9	1724.4	1142.4	956.4	1317.3	167.5	346.3	914.8	826.4	518.8	794.4	904.1	856.2	333.8
37928_at	1032.9	622.4	688.6	629.7	1035.3	1225.9	839.6	1105.3	618.1	1213	972	641.7	754.3	1104.8	949.5	647.1	989.3	749.8	114.2	121.8	145.2	136.4	49.6	119.1	96.7	59	238.2	316.4	222	35.2	68.1	45.5	156.3	26.1	30.8	41.5	35.4	32.3
37929_at	364.8	250.8	656.1	289.2	285.5	956.2	181	308.6	1057.9	47.2	324.9	366.3	63.3	625.4	513.4	167	305.7	343.4	1155	2305.8	2141.9	1719	3861.6	2145.5	5644.6	1706.9	2548	624.1	1768.5	2396.4	2330.3	496.5	750.8	1736.7	739.3	966.3	2138.7	1168.1
37930_at	23.7	27.3	51.2	129.1	41.2	227.6	174	350.4	33.6	181.8	21	135.2	95.6	362.1	330.3	15.9	47.6	108	143.9	71.1	187.4	77.4	11.6	76.6	30.3	89.8	53.2	83.4	90.8	119.1	104.2	19.1	55.5	40.3	43.6	15.4	70.7	12.8
37931_at	2482.6	2774.2	1791.2	2080.6	2856.4	2744.6	2522.1	2208.5	1877.7	1998.4	2746.5	3369.2	2217.4	1729.8	2078.1	3664.5	2691.3	2937.9	247.5	686.3	599.7	597.6	544.7	294.7	380.2	770.8	362.7	397.5	329.2	310.4	291.1	567.7	372.7	271.6	342	407.8	338	130.4
37932_at	464.3	585.8	105.9	701.4	613.9	301.8	284.1	379.9	536.4	492.7	904.3	145	673.6	399.6	456.4	417.4	617.6	361.2	13.6	17.8	241	35.9	37.5	25.3	88.4	51.4	23.1	39.2	103.2	171.9	61	43.5	37.5	42.1	316.4	34.3	20.2	29.8
37933_at	79.5	11.1	20.3	16.4	9.4	37.9	200.6	15	202	15.1	128.6	181.5	194.9	73.6	30.5	15.4	13.8	5.1	376.8	276.2	300.7	306	193.2	358	388.7	101.4	146.9	303.4	153.7	408.4	427.2	280.5	415.5	292.8	2934.9	256	324.7	336
37934_at	395	740.8	374.5	264.8	339.1	604.4	748.1	654.8	459.6	571.4	514.4	462.3	589.5	693.8	576	311.4	486.7	244.8	105.2	38.2	90.8	102.9	61.3	124	34.6	137.7	109.9	32.8	69.4	15.2	85.5	70.1	114.2	46.2	124.6	103.1	22.4	10
37935_at	256.8	611.3	254.6	319.3	497.6	426.3	33.4	51.2	101.4	235.7	554.2	224	420.7	165.8	312.4	130.3	578.6	313.9	7948.3	2227.8	1183.1	1293.3	1658	2685.6	1518.3	2278.7	3524.5	1298.4	2151.7	3450.4	1447.5	703.4	1640.2	3844.7	744.4	1948.5	3507.9	3254.3
37936_at	675.8	996.1	1241.7	548.4	1482.9	629.3	588.7	390.7	653.4	684.5	1185.6	539.5	507.1	1007.6	664.9	502	622.7	615.4	1094.7	561.5	364.8	763.3	948.8	1028.7	1236.6	940.2	577.8	1089.3	634.5	1016.9	1297.4	1215.5	809.3	681.8	2743.6	825.8	933.9	1352.8
37937_at	46.4	22.2	43	34.6	32.2	193.8	124.3	54.3	339.4	56.7	65.1	97.8	45.6	32	90.6	197.6	242.7	48.8	1202.1	1004.8	491.7	690.2	956.1	1179.3	568.4	729.9	871.3	1872.7	1189.7	1179.3	945.8	1888.5	986.8	929	1200.7	690.2	995.3	706.8
37938_at	259.5	214.1	483.9	409.4	245	219	309.1	178.4	256.1	334.1	322.5	243	280.2	248.6	95.1	157.2	29.7	159.2	291.8	225.9	1473.8	259.1	359.4	162.5	340.3	323.6	145.9	475.3	233	365.3	216.5	1166.3	163.9	248.7	154	281	150.2	72.7
37939_at	1475	2380.5	1525.3	1856.8	1568	1305.4	1427.7	2249.7	1047.9	1306.1	2477.3	2662.7	863.2	1503.3	2104.4	2632	1639.9	2002.3	94	104.9	162.5	41.2	53.4	142.6	16.7	23.5	13.1	106.3	152.3	28	85.6	77	81.9	181	30.9	30.4	17.9	81.1
37940_f_at	1811.8	1878.5	811.6	1348.2	1409.6	814.5	1260.8	1904.8	1016.6	1518.7	2604.1	1986.5	1516.3	2131.2	1569.3	1204.6	2229	1450.3	3434.3	2750.1	1662.1	2010	3005.1	3118.3	2975.6	2047.1	2288	2400.5	2614	2327.9	1391.4	2704.2	2541.2	2255.2	2541.2	2177.2	2037.9	3698.3
37941_at	215.6	85.1	75.1	80.7	146.5	476	858.1	337.2	188.7	29	816.3	39.1	160.6	50	2306.7	34.3	695.5	105.2	420	382.2	560.5	441.3	501.2	243.7	335.4	520.1	238.3	348	412.1	388.5	251.3	386.2	368.4	442.1	447	486.2	273.2	615
37942_at	23.7	17.2	59.4	33.5	47.1	60.6	35.1	26.1	88.7	27	71.6	55.2	46.3	35.2	53.9	41.8	40.7	32.1	7.2	8.2	5.6	28.4	9.2	16	4.5	8.2	10	5.8	6.8	13.6	4.6	19.8	7.9	18.6	6.6	5.4	55.2	14.9
37943_at	255.3	345.5	383.5	335.3	217.6	399.5	281.5	627	313.1	354	501.4	570	279.7	733.2	341.3	292.9	309.5	270.9	248.9	432.6	266.8	418.2	317.5	450.1	378.6	211.6	393.1	323.3	426.4	406.2	506.2	102	336.3	472.4	225.1	437.6	233.8	69
37944_at	863.5	854.2	311.3	171.8	191.8	431.1	924.9	309.7	634.4	413.9	441.3	522.9	254.6	725.5	439.7	226.1	387.4	431.4	291.3	341.2	233.3	351.1	213.8	276.6	667.6	495.8	581.2	517.1	369	467.9	499.9	397.3	543.2	972.3	439	346.6	647.7	1065.8
