ID_REF	VADS_01047_N	VADS_01047_T_E	VADS_0135_T_M	VADS_0279_T_NM	VADS_065_T_NM	VADS_0888_T_M	VADS_1102_N	VADS_1107_N	VADS_0190_T_NM	VADS_209_T_M	VADS_435_T_E	VADS_834_T_E	VADS_856_T_NM	VADS_933_T_M	VADS_pool_N	VADS_pool_T_E	VADS_Pool_T_NM	VADS_Pool_T_M	VADS_0103_T_NM	VADS_0118_T_LR	VADS_0165_T_M	VADS_0167_T_NM	VADS_0203_T_M	VADS_0215_T_M	VADS_0218_T_M	VADS_0330_T_M	VADS_0357_T_NM	VADS_0408_T_M	VADS_0409_T_NM	VADS_0423_T_NM	VADS_0429_T_LR	VADS_0621_T_M	VADS_0629_T_M	VADS_0684_T_LR	VADS_0702_T_LR	VADS_0744_T_M	VADS_0829_T_M	VADS_0847_T_NM
1000_at	2912.6	1921.5	1799.1	1479.7	1274.5	1772.6	4421.9	5068.9	1606.3	1607.3	1778.7	2248.5	1524.6	1458.8	2618.5	1717.5	1702.2	1719.4	1664.4	1708.1	1793.8	1605	1481.5	1845.2	1479.1	1565.4	1746.4	993.6	1603.3	2391.1	1145.4	1417	1977	1634.1	1548.4	1710.1	1602.5	1550.9
1001_at	28.6	229.5	67.2	278.8	171.1	370.4	51.6	55.9	119.4	147.4	57.1	85	75.1	227.9	108.2	258.6	163.6	250.6	145.7	191.9	274.5	422.1	144.8	129.1	208.8	210.7	136.8	115.2	201.8	248.7	192.2	167.3	326.8	136.9	77.9	216.2	170.7	129.2
1002_f_at	146.1	116.2	348.2	62	37.7	136.9	206.7	333.2	249.3	178.6	229.7	105.1	18.1	256.4	36.2	74.6	54.1	33.1	124.5	35.5	14.9	63.9	63.4	55.6	35.3	24.3	34	42.1	17	113.2	35.2	25.6	13.5	72.1	18.6	28.9	175.6	54.5
1003_s_at	34.1	654.4	87.6	72.3	63.8	92.6	780.4	200.4	490	98.3	758.5	59	184.1	200.8	312.9	357.5	248.1	168.7	340.9	209.3	105.7	59	50.8	199.3	45.7	71.2	51.8	282.7	197.8	65.9	61.4	132.9	255.3	218	82.8	88.3	54.4	73.4
1004_at	166.5	156.9	273.6	77.7	225.3	135.1	224.2	344.4	344.4	312.8	353.9	203.2	42.4	450.7	342.9	415.4	299.5	252.7	233.2	237.2	324.9	312.9	207.4	249.2	117.6	254.8	143.1	234.6	269.4	212.2	33.9	248.4	134.4	146.2	223.8	269.6	127.6	165.4
1005_at	4124.1	5910.3	4091.8	2892.7	3797	1149.6	4714.4	2080	2120.9	20785.4	934.5	1410.1	4646.4	1302.5	4253.3	3400.5	5905.6	5391.4	3509.5	12184.2	831.4	4118	5759.7	4181.4	7326.7	5489.3	3442.5	3216.7	13711.1	2565.2	3720.6	2263.9	3714.1	2481.6	1055.9	4917.1	5322	1719.1
1006_at	57.8	1259.5	1573.1	606.2	2659.6	1532.9	54.1	75.6	266.6	109.3	2765.1	1084.8	246.3	1052.8	86.5	1798.1	1348.6	1102.4	216.3	3824.3	232.6	248.5	108.6	315.8	225	1867.2	14.4	1269	4946.6	633.1	451.7	21	2147.9	810.7	151.7	280.1	236.7	242.7
1007_s_at	4277.7	6165.9	4212.7	4935.9	5656.3	8260.7	6579.9	5695.9	2741.4	6023.5	7568.6	11647.6	3442.1	4734.2	6158.4	9556.4	7377.5	7701.3	6835.8	6756	5267.4	5490.3	8908.5	7773.9	7385.6	7265.3	10933.4	6198.6	6094.5	5658.6	6532.3	5444.6	9184.9	11517.9	16974	6653.6	5373	4768
1008_f_at	1947.1	3621.2	3757.5	4599.7	2708.7	1544.2	6073.3	4822.3	3917.9	3427	2862.4	2869	1850.5	2689.9	3092.4	12776.5	8927.7	5627.9	4124	5867.8	2690.4	3853.5	3537.2	6109	4285.8	6611.5	3068	4362.9	5292.8	6304.8	4535.6	4812.2	5236.1	2863.3	5151.6	5363.6	4421	2908.3
1009_at	9887.5	4504.8	4179.4	3547.2	5939.9	5065.4	10219.7	9522.6	8864.9	8643.8	4218.1	4707.6	10391.4	6001.4	5770.4	11856.3	5191.2	7367.7	7174.4	5798	4084	6343.8	4043.1	11283.1	7933.9	10610.1	6870.9	5982.8	6179.1	4941.1	7077.6	5763.4	5836.4	8843.6	7237	6475.5	6474.1	7039.3
100_g_at	3380.9	1954.4	1087.8	1515.3	1546	1552.3	3604.6	2184.6	1447.4	1455.6	1315.7	1458.8	2161.2	1602.5	2380.6	1486.8	1866.5	1240.7	1925.4	2549.8	1664.6	932.7	1412.3	1345.4	1455.7	1575	998.1	1025.5	1882.5	1689.5	1844.2	1156.2	990.6	1226	1381.6	1228.4	900.8	1134.3
1010_at	22.6	32.5	81.8	349.4	28.4	363.1	200.1	67.5	35.5	175.7	305.8	56.5	214.2	245.5	51.7	77.9	67.3	64.6	192.9	76.6	50.5	67.8	40.4	119	69.6	37.4	22.7	29.1	37.9	101.7	22.5	36.1	46.3	31.2	12.5	24.3	30.7	172.4
1011_s_at	1058.8	735.8	549	830.8	893.4	476.8	435.5	1120.3	620.2	624.8	763.2	554.4	824.7	522	606.7	1142.5	496.6	1715.4	748.4	506	490.5	396.4	1004.7	555.4	917	704	629.4	584.1	571.3	985	555.9	677.9	668.1	1089.6	584.1	375.5	1202.4	757
1012_at	55.4	29.4	62.3	130.3	101.3	209.7	173.4	284.2	275.8	70.2	224.9	64	41.6	116.9	182.6	38.1	155.5	9.2	13.9	33.6	41.3	63.1	11.6	41.4	28.9	55.5	19.3	11.2	45	47.9	15.2	55.6	47.9	10.5	43.1	17.1	63.9	35.5
1013_at	142.4	196.7	293.6	122.5	49.7	176.2	27	67.8	160.9	20.7	216.3	15.2	169.5	23	88.9	84.3	14.9	107.6	45.6	101.5	74.5	140	51.8	118.7	84.3	83.8	68.4	45.6	104.8	94.6	103.1	75.8	31.7	88.2	67.1	83.2	112.2	58.9
1014_at	1216.1	1612.1	1793.1	983.8	1396.3	1002.4	1139.7	1429	1615.2	1323.1	1223.4	1018.9	1135.1	1501.8	1327.1	1429.8	1496.8	1604.3	1279.2	971.1	1539.1	1334	1609.6	966.1	2213.3	1062	2230.1	1311.6	1373.7	966.7	1351.2	1575.4	1607.1	2808.3	2139.1	1523.1	1220.6	2003.3
1015_s_at	127	108.8	225.2	94.7	91.9	261.7	120.3	66.9	524.3	104.7	108.8	111.8	69.9	68.5	447.9	286.9	193.9	159.4	171.4	192.4	58.9	229.1	97.1	247.8	283.3	193.9	191.2	248.9	203.8	138.1	103.9	193.6	213.8	185.7	266.5	117.1	61.9	262.7
1016_s_at	56.5	9.5	46.4	134.2	167.3	144.1	12.5	92.5	48.2	134.1	112.8	18.2	14.4	29.8	44.5	25.5	26.1	104.1	25.9	123.1	84.4	12.7	75	18	10.9	42.7	65.7	257.4	14.2	10.6	16.2	125.5	79.1	72.1	30.6	14.2	10.1	21.8
1017_at	180.4	152.4	108.4	279.1	159.2	409.6	221.8	195.9	255.5	191.4	313.3	100.2	280.2	261.5	94.5	59.3	30.1	145	95.5	117.1	168.1	132.2	193.4	221.7	149.7	180.9	225.3	152.3	129.9	127.7	137.4	140.6	134.7	137.1	125.2	131.1	74.3	121
1018_at	218.9	68	117.2	214.1	128.7	522.8	53.2	50.7	190.8	52.5	131.1	163.2	48.2	66.4	262	276.4	146	255	84.5	81.2	22.9	45.7	73.3	42.7	97.8	142.5	335.1	500.6	48.9	150.4	164.9	218.4	73.9	26.7	27.2	265	27.7	52.2
1019_g_at	440.6	531.9	1322	775.9	512.8	796.1	518.6	355.4	720.4	794.5	788.3	555.8	84.2	325.7	698.3	441.9	904.4	546.1	325.5	329.7	451.6	181.6	176.3	283.5	148.7	561.5	730.2	1216.8	260.8	260.5	524.7	727.1	208.5	351.2	236.4	956.8	357.2	274.7
101_at	104.8	224.4	402.8	146	401.3	227.7	34.3	48.2	652.1	161.5	277.2	313.5	374.4	189.2	350.6	335.4	322	636.4	358.5	602	627.2	678.1	318.1	636	460	904	657.9	652.4	530.9	327.6	66	1441.3	338.2	483.5	502.3	508	455	60.9
1020_s_at	3240.6	3323.3	3228.5	2743.9	1968.2	1769.9	3716.5	3735.4	2290.7	4194.4	1967	2101.7	3526.7	1996.8	2430	3389.7	4145.7	3705.9	2574.1	2424.3	1940	2759.6	4291.7	2137.8	2942.5	2135.5	3583.4	2530	2985.4	1874.6	3661.7	3020.3	3714.8	2501.6	3454.3	2374.6	2433.8	3476.6
1021_at	92.2	228.1	225.6	260.4	107.9	176.3	39.6	171.4	270.4	123.7	157.8	269	82.5	16.1	210	218	159.1	149.7	48.9	155	25.1	241.6	37.7	32	99.5	190.1	112	13.2	206.5	37.8	52.1	144.5	107.8	150.3	133.5	95.3	89.3	39.8
1022_f_at	54	151.5	29.5	49.6	145.8	37.9	156	49.8	27.8	222.5	50.2	211.9	20.7	72.1	31	161.7	87.4	17.1	56.1	19.4	26.9	27.2	28.1	25.2	41.1	114.8	46.7	14.8	120.2	47.4	112.1	55.3	60.8	50.5	38	94.3	29.8	47
1023_at	50.9	58.3	66.4	82.3	40.3	52.8	102.8	54.8	98.3	42.4	291.6	465.3	37.7	68	54.6	77.7	150.9	70.2	95.6	48.4	92.5	27	31.6	33.2	28.5	21.3	29.1	28	47.4	38.4	64.3	28.4	33.1	41.1	29.9	32.5	31.4	35
1024_at	80.8	181	109.8	49	590.4	173.1	76	78.8	71.3	292.8	300.9	330.5	303.8	75.8	107.6	362.4	451.2	244.4	394	50.1	44.9	36.2	68.3	85.6	43.9	68.9	35.8	229.9	125.5	194.8	187.1	72.4	162.1	176.5	63.7	353.9	128.5	180.2
1025_g_at	94.5	54.1	243.8	136.6	185.3	23.2	288.1	49.6	142.4	65.1	132.3	202.3	74.9	87.5	157.3	99.6	71	125	100.2	91.1	19.2	178	110.2	120.8	141.4	46.8	32	184.5	76.9	90.1	176.1	86	73.2	98.4	133	180.2	71.3	51.5
1026_s_at	110.1	534.2	647	590.8	506.8	432.5	217.1	381.4	497.6	437.8	376.4	557.8	69.2	289.8	416.1	543.6	736.6	397.8	136.1	260.6	398.3	299.1	408.8	100.9	123.5	238.4	259.3	474.8	113.8	117.7	97.6	114.1	110.4	205.5	200.3	112.7	464.9	120
1027_at	135.3	31.6	281.8	136.2	148.2	479	83.7	98.9	53.1	21.8	129.7	226.9	47.9	45.7	57.7	53.9	111.6	249	65.2	88.8	47.4	184.5	35.2	36.9	162.7	17.2	103.7	112.2	78.3	70.5	39.3	60.8	114	32.1	70.6	68.3	14.8	21.3
1028_at	254.7	335.3	61.3	571.3	432.6	194.6	372.5	514.2	301.3	168.3	116.7	444.4	125.9	126.3	514.7	269.9	373.7	174.7	297.2	186.4	225.5	304	302.1	174.8	260	256.9	155.3	226.3	260.4	287.6	226.8	350.6	187.8	265.8	302	228.9	287.7	217.7
1029_s_at	119.7	14.3	137.6	19.1	41.8	22.8	29	171.9	160	106.8	59.5	31.7	15.5	36.6	18.8	19.2	215.6	144.4	8.9	8	178.5	46.7	13.7	8.4	3.6	47.5	5.6	6.1	32.5	12.5	82.1	34	61.9	46.8	16.3	66.7	14.8	7.9
102_at	75.3	51.6	30.9	127.4	209.5	154	35.1	113.9	209.9	113	39.8	324.9	59.9	185.5	183.2	198.1	119.8	45.6	78.9	108	89.1	155.8	119.5	107.1	51.5	105.3	98	19.3	125	81.5	55	93.5	48.9	103.5	54.6	42.6	73.4	70
1030_s_at	1375.4	2503.4	1427	1175.6	1367.9	2035.7	1406.2	982.2	1947.5	1635.1	1313.2	1503.8	1291.7	1521.8	1434.5	1580.7	1546.3	1642.5	2146.4	1706.7	1377	1150.9	1655.9	1693.1	1395.9	1505.3	2186	2256.6	1609.3	1996.5	1249.4	3184.5	1954.6	1655.4	1907.8	2249.6	1753.2	2298.6
1031_at	424.7	430.3	348.3	288.7	326.1	422.5	254.7	400.7	259.7	405.7	352.9	232	313.9	217.4	416.8	357.6	410.4	387.3	342.5	299.2	270.5	311.8	365.8	291.1	261.8	491.1	332.5	583.2	295.5	568.5	343.7	552.1	457.5	509.2	567.2	374.7	275.3	322.1
1032_at	266.6	281.3	581.3	401.7	176.2	309.2	351.9	456.6	760.6	1311.6	777.2	367.3	325.6	507.5	491.5	372.2	563.5	449.8	472.2	513.7	544.5	330.8	486.5	396.5	388.4	483.3	255.4	483	637.1	543.3	405.3	434.7	521.1	331.1	307.1	476.3	512.9	404.7
1033_g_at	317.7	58.5	205.2	76.2	155.4	223.7	296.1	182	110	53.3	85.8	115.1	48	81.6	85.6	63.2	407	153.6	170.6	99.3	58	61.7	114.1	169.8	26.2	161.5	187.9	194.4	64.4	51.7	95.3	177.6	42.9	91.9	82.1	38.9	41.6	201.5
1034_at	636.2	1153	1602.1	1213.5	823.9	899.5	1141.2	770.6	1024.2	509.2	1065.1	816.2	891.9	615	1386.6	2163.9	1048.1	1328.3	718.7	833.5	721.3	586.7	923	885.1	504.3	1554.9	598	944.3	912.6	641.9	926.9	660.1	1357.2	550.4	585.2	636.1	788.7	730.7
1035_g_at	276.1	499.8	528.7	691.9	509.2	394.1	605.4	636.6	320.2	842.7	808	447.5	330.6	368.2	1083.1	881.2	211.7	367.2	932.3	583.5	538.2	484.3	935.3	563.4	507.2	1555.3	516.8	536.4	879.6	633.4	789.4	290.8	1383.1	276.5	231.9	1068.6	603.3	571.3
1036_at	112.4	7.1	277.2	92.6	79.5	165.1	126.1	88.8	212.5	163.8	289.5	25.2	259.8	179.3	14.1	103.8	9	122.8	55.1	76.5	9.8	43	105.8	78.3	33	100.8	101.7	60.5	7.8	2.1	16	76.5	78.6	136.6	53.2	103	26.2	66
1037_at	27.8	34.3	178.9	98.7	20.9	104.9	22.5	76.4	164.3	24.7	27.1	24.1	16.1	147.5	113.6	7.6	97.8	17.9	5.5	39.8	84.2	76.9	8.1	16	60.7	7.8	3.7	19.6	13.6	18.4	297	11.8	45.4	16	34.8	104.6	21.6	15.3
1038_s_at	1747	2861.4	1277.1	1268.4	923.2	1677.7	841.6	659.3	1288.8	1595.1	1707.6	1067.9	2042.2	1207.1	1055.8	806.6	1088.7	2131	974.6	1447.6	1115.4	993.9	1452.3	3819.5	1852.2	1588.8	1456.1	1911	3009.5	1839.2	1684	786.3	1592.1	1068.9	741.5	2530.5	2373.6	1374
1039_s_at	545.2	1946.7	1210.1	1107	774.2	1147.9	904.3	202.7	735.6	1673.3	536.5	1241.1	1153.9	996.6	465.3	720.5	583.3	607.1	761.5	944	775.8	1044.2	723.3	1762.4	866.1	592.7	565.3	1028.7	1667.2	1240.9	859.1	442.8	871.4	753.3	575.3	1474	819.3	640.4
103_at	44.4	176.9	1510.2	425.1	615.8	479	265.8	64.7	92.7	220.5	307	91.9	121.2	245.8	339.7	117.6	663.6	285.5	509.7	942	6325.5	4017.8	288.3	315.8	129.3	150.3	273.7	867.5	231.4	176.9	110.4	1029.3	157.8	90	131.1	114.9	139	104.4
1040_s_at	28.7	32.7	155.9	245.5	269.8	265.6	141.7	50.1	199.1	50.6	70.9	61.2	151.5	88.2	70.1	55.6	118.9	106.6	27.7	20.2	36.4	41.4	90.3	134.2	109.8	99.4	77.8	32.6	48.2	15.1	96.3	52.9	152.9	115.8	173.3	44.3	119.6	35.8
1041_at	46.8	37.5	49.5	88.7	140.9	156.7	249.1	230.2	162.3	149	34.8	240.6	211.5	152.9	173.8	255.8	26.1	215.9	90	142.2	30.7	143.5	110.6	212.8	51	205.2	123.4	219.1	243.8	185.5	118.3	81.1	218.9	131.4	144.4	59.7	149.6	214.2
1042_at	85.6	13.1	437.5	136.1	59.4	238.2	90.2	120.5	830.1	117.3	149.4	213.6	295.5	243.1	471.6	10.8	390.4	1004	239.6	211.9	552.1	669.1	267.6	79.9	108.8	547.4	953.2	397.6	577.9	48.5	154.5	195.1	455.8	40.3	801.8	150.3	40.1	56.7
1043_s_at	17.1	142.1	218.1	19.8	61.3	283.7	28.8	132.8	268.1	76.8	27.8	54.9	43.9	299.5	136.2	32.8	393.1	73.9	104.5	101.7	148.6	117.8	23.6	20.6	85.2	125.1	106.9	138.2	8.2	21.1	38.4	133.1	48.6	11.1	40.1	135	126.7	60.6
1044_s_at	200.6	100.5	330.2	37.5	388.5	630.9	303.3	274.3	619.6	234.4	37.8	313.8	107.1	255.8	207	214.7	403.5	356.2	55.7	197	277.4	188.8	160.2	481.2	16.3	256.8	155.9	633.5	185.1	166.7	190.6	1336.8	142.1	252	148.7	205.1	86	143.4
1045_s_at	241.5	299.3	417.9	284.5	246	239	320	108.5	166.7	265.5	171.9	240.8	32.1	17.7	405.9	200.9	286.4	409.9	126.4	287.3	54.7	73.5	155.7	356.9	190	408.4	354.8	481.1	336.1	360	237.8	322.4	478.1	232.9	229.3	213.8	340.5	304.9
1046_at	165	68.4	412.8	136.8	24.8	255.3	389.4	279.8	425.5	293	176.6	199.3	292.7	403.1	207	400	471.8	294.5	197.7	591.5	266.6	240	172.8	336.4	197	226.7	240.4	346.8	201.6	220.7	148.8	167.9	152.8	156.7	207.2	205.1	157.9	145.6
1047_s_at	388.3	263.7	56.6	269.5	206.5	436.3	289.1	418.5	146.2	513.6	83	320.1	453.6	58.9	439.6	362.2	108	399.6	360.3	187.6	242.7	230.2	377.3	662.8	199.5	85.3	398.2	399.2	177.4	211.2	116.5	804.4	213.1	184	257.3	124.8	156	304.8
1048_at	104.9	125.3	386.6	106	104.7	119.2	136.5	277.7	153.6	221.4	246.8	248.6	36.1	351.5	344.6	268.9	120.3	128.2	105.4	115.9	18	177.8	63.7	54.5	78.9	87.2	116.2	186.5	95.1	137.9	128.6	121.2	145.4	59.6	106.5	147.6	87.7	98
1049_g_at	119.5	78.3	52	132.8	50.1	84.3	386.1	111.5	62.7	103.4	128.5	165	107.3	25	56.7	89.3	67.3	72	38.6	31.6	43.3	40.8	43.1	345.5	30.4	130.2	129.4	50.5	55.4	65.3	79.8	53.4	42.6	38.5	33.4	42.4	73.7	64.1
104_at	145.7	9.8	142.4	86.9	56.3	265.8	179.2	274.1	47.9	35.3	263.2	254.9	14.4	137.2	341.9	150.2	188.7	182.7	168.5	201.5	91.2	122.1	205.2	149	190	148	178.2	210.4	174.4	224.8	86.4	210.8	132.7	90.3	54.7	155.8	179.5	110.9
1050_at	5.1	5.1	19.5	20.5	10.4	13.1	115.9	23.4	62	5	8	7.4	21.7	37.4	35.7	8.7	16.9	18.9	17.4	12.3	13.3	4.7	4.7	3.3	4	2	6.2	6.2	2.7	5.5	20.4	8	3	4	6.4	10.3	11.3	4.3
1051_g_at	156.9	162.7	52.9	392.8	62.8	56.5	618.9	268	177.4	179.8	59.9	36.6	34.1	53.8	432.2	42.5	80.4	17.4	17.7	23.1	11.8	29.3	87	48.7	76.5	69.4	87	35.3	32.6	60.1	41.8	173.6	35.9	56.5	32.4	127.1	36.3	16.3
1052_s_at	3837.7	2566.7	6485.9	4789.6	7318.7	3127.2	2401.6	1941.7	5681.2	6998.3	4744.7	6296.3	9167	3513.7	2288.4	4272.3	2108.5	3783.2	1945	3087.7	3875	5785.3	5104.8	8675.9	3437.4	4951.3	9336.9	5934.6	6994.6	4236.1	2264	1121.7	3554	6908	3217.3	4179.9	3048.7	2283.7
1053_at	169.4	574.8	508.2	215.8	397.5	544.6	90.6	396.6	57.4	70.5	315.1	143.6	797.9	204.3	57.3	238.8	413.8	260.2	585.8	339.4	203.4	475.1	307.2	720.2	509.3	256	492.1	815.1	465.5	372.4	475.7	887.1	542.6	627.3	715.7	298.4	305.4	579.2
1054_at	237.7	286.7	421	332.9	643.8	875.3	90.1	312.8	438.2	900.4	330.6	355.1	929.3	610.2	191.7	256.7	75.8	309.9	382.3	580.4	274.2	639.6	428.3	517.9	439.5	310.6	415	959.8	404.5	496.5	587.9	1051.2	337.8	531	543.4	490.3	853.1	463.7
1055_g_at	391.3	813.1	1119.4	1022	892.5	1698	493.4	429.1	2026.1	3566	1486.3	887.2	2567.8	1658.6	288	731.9	429.6	757	815.5	1487.7	1225.7	2284.3	1548.2	1674.1	2145.4	1212.8	1538.7	4151.7	1268.2	1085.2	1832.5	4402.6	879.5	2404.8	1450.8	1503.9	2194.1	1861.6
1056_s_at	166.8	33.1	159.3	152.4	185.9	131.7	274.8	388.8	37	199.5	178.4	9.5	61.4	73.5	233.8	46	56.8	124.4	117.3	99.4	193.8	152.5	93.3	125.8	75.5	130	87.5	107.6	155.8	24	35	137.1	116.6	15.4	86.8	130.5	55.4	22.1
1057_at	11012.1	8917.3	3292.1	1779.6	4036.7	2382.5	11788.1	10997	1854.6	1016.4	2375.2	16027.3	7750.1	2567.4	10266.5	4710.8	2775.4	4127.2	6560.4	3790.5	1023	507.3	7515.3	1420.7	1976	2683	8788.7	867.3	2599	8015.1	2272.2	280.2	1495.6	478	612.3	4539.9	1052.5	2069.1
1058_at	139.1	40	131.8	60.4	337.7	654.5	368.2	154.4	70.3	543.7	521.5	354.5	305.9	50.6	158.1	157.1	230.9	119.6	277.3	299.6	414.1	243.2	229.3	491.9	133.3	215.9	215.9	228.2	378.7	245.2	64	547.1	137.6	19.1	520.4	92.7	163.1	56.1
1059_at	27.9	88	61.6	7.5	118.7	50.5	75.7	294.5	34	19.2	19.6	5.2	85.6	13.2	93.4	57.9	14.9	109.3	18.2	21.2	45.2	6.9	58.3	9.9	24.2	41.7	57.3	59.9	69.2	8.4	64.2	33.6	40.7	56	50	64.9	103.7	74.3
105_at	54.7	172.3	84.8	10.7	35.2	192.8	347.7	21.3	180.4	13.3	255.9	89.1	16.1	106.7	101	123	48.9	14	5.3	66.8	10.3	14.4	45.8	14.4	57.9	4.5	11.7	17	59.3	20.5	87.6	15.9	11.6	6.6	44.5	11.7	10	6.2
1060_g_at	45.1	155.8	228.3	72.4	197.5	196.9	89.9	242.9	282.1	197.1	104.3	278.5	50.9	373.4	306.3	228.6	94.1	47.4	155.6	127.4	58.6	194.7	91.3	75.7	52.8	197.3	88.9	156.1	188.2	44.6	196.5	49.4	31.2	120.3	119.7	158.9	139.9	20.8
1061_at	366	176.7	632.7	245.5	305	370.4	35.6	410.8	732.5	260.1	104.5	530	233.3	302.5	450.1	202.1	535.7	324.2	290.8	529.1	424.4	561	209.3	150.9	362.5	649.1	403.8	428	568.8	247.9	447.6	408.5	252	260.2	474.1	439.5	354.8	276.4
1062_g_at	427.6	204.8	568.5	225.3	216.6	326.8	311.4	182	368.9	164.7	214.5	478.3	156.7	387.1	491.9	207.8	455	393.6	259.1	660.8	862.5	428	163.8	198.9	255.7	526.1	457.9	340.6	470.7	132.1	277.5	354.4	293.2	204.3	352.9	420.5	400.8	154.8
1063_s_at	1429.5	955.4	150.6	260.5	743.4	570.7	1061.5	1551.4	864.1	93.1	234.8	130.3	727.2	325.6	1130.7	965.6	133.7	260.7	862.7	252.3	728.6	421.8	148.9	374.2	1914.8	68.6	660.3	650.9	531.7	443.8	185.8	403.3	1080.7	1126.9	625	90.6	384.6	1222.1
1064_at	1335.4	659.3	745.3	702	871.3	308.6	1261.3	840.7	862.7	649.5	950.5	712.1	814.7	938.5	670.9	501.6	256.3	441.4	625.5	673.3	537.5	791.1	927.1	352.1	749.9	355.5	814.4	442.4	587.2	1397.8	886.6	478.5	741.5	752.2	343.8	708.7	577.8	379.1
1065_at	207.1	167.9	272.9	13.2	154.2	356.8	222	74.5	207.8	11.6	228.9	172.2	11.4	290.9	22.9	105.1	286	126.2	132.7	76.5	120.5	230.4	90.1	99.5	79.6	28.9	43.9	192.4	75.8	123.5	38.2	174.8	97.3	83.9	92.8	201.9	44.4	46.1
1066_at	36.4	108.3	69.9	124.4	67.9	52.8	78.9	67.5	107.8	36.9	169.3	24.8	172.7	112.3	134.9	279.9	303.5	25.7	85.6	31	36.9	52	49.1	44	47.2	52.2	29.6	53	18.4	163.3	21.4	104.3	38.1	25.8	22.8	40.9	73.4	75.2
1067_at	127.9	199.9	102.6	175.1	51.6	204.6	241.4	175.2	58.7	99.1	121.8	271.8	128.5	288.5	199.9	87.8	159.9	252.8	29.1	99.1	166.8	212	165.1	147.3	123.9	63.5	116.5	112.5	113.4	130.2	156.3	121	73.3	82	94.1	61.8	103.3	34.3
1068_g_at	383.5	186.4	836.4	354.8	366.9	138.5	61.4	338.9	119.6	60.1	329.7	184.9	196.8	161.4	253.1	64.7	248.1	492.7	348.6	526	1470.8	197	238.9	292.8	316.7	455.7	427.2	97.1	230.9	144.3	393.9	96.2	122.9	86.5	116.6	95.8	150.3	181.9
1069_at	77.6	276.8	207.9	218	145.8	544.8	159.2	10	444.6	282.1	225.4	827.4	133	523.2	70.6	423.4	44.4	91.4	231.5	288.1	58	160.7	286.6	271.6	81.4	316.2	140	1858.9	193.8	2610.5	96.7	523.9	237.3	100.3	35.1	113.4	89.4	127
106_at	504.3	633.3	642.6	478.9	641.7	635.3	68.4	211	1285.1	869	851.5	1059.2	971.9	618.2	447.2	688.3	472.8	1275.5	736.9	660	876.6	404.7	246.9	1444.8	825.7	954.2	1166.8	741.3	807.8	393.2	593.6	1128.6	280	416.1	349.1	743.9	686	1087.4
1070_at	311	201.4	361.8	349.1	343.2	323.6	476.8	399	577.2	343.9	103.3	208.6	481.2	133.2	367.3	241.3	33	281.1	278.9	388.4	245.8	295.5	340.4	415	213.4	445.8	371.3	379.2	451.4	319.3	200.1	263	217.3	368.5	378.4	336.4	390.3	293.7
1071_at	41	180.5	106.8	59.7	229.4	230.3	131.6	90.4	348.8	34.9	72.7	86.8	234	311	218	89.3	346.3	60.2	445.6	205.7	59.2	159.3	79.7	64.9	148.5	245.8	206.8	58.4	389.6	80.6	96.8	43.4	42.7	149.1	160.4	170.8	227	242.5
1072_g_at	338	531.2	259.5	870.6	447.8	384.6	379.9	403.5	553.7	262	394.8	600.1	382.3	565	753.6	284.7	466.2	240.6	147.3	240.3	405.2	253.3	125.8	353	242	72.3	104.3	250.3	483.7	414.3	514.7	301.5	155.4	224.9	124.2	155.6	215.7	155
1073_at	3237.7	2705.5	3352.2	2521.3	3563.5	2681.4	2058	1753	2145.6	3133.9	2433.9	2388.5	3598.9	4874.1	1582.7	2691.3	1679.4	2373.6	3599.2	2969.5	2971.2	3800.2	2216.5	5048	3192.4	3356.4	3974.2	3924.2	2686.3	3456	3531.1	8667.2	5617.2	5029.2	3143.8	3626.9	6394.6	3465.8
1074_at	1427.5	2166.2	891	1261.4	941.5	1211.7	1812.1	1185	986.6	1690.1	903.4	899.2	2022	982.9	719.9	682.7	908.3	1306.5	1407.9	1212.3	904.9	1340.1	2002.7	854	1128.8	1136.3	1807.1	951	1734.9	1224.2	1946.4	951.8	1312.4	1977.3	1260.9	1430.6	1838.3	1562.8
1075_f_at	13.2	54.7	259.1	46.3	45.2	226.9	120	128.5	71.8	73.7	25.4	10.8	265.3	73.1	94.6	27.9	121.6	58.1	10.1	16.1	82.2	99.6	10	109.6	47.6	56	84.4	107.2	11.1	18.2	5.9	12.7	74.3	84.5	64.8	16.2	22	6.6
1076_at	108.1	117.5	99.2	292	21	89.9	83.9	145.4	95.1	148.3	204	87.5	176.2	59.6	53.9	117.2	230.8	112.6	34.9	47.5	53.1	9.2	52.2	7	47.4	81.9	13.3	43.3	27.1	79.6	94.2	16.1	28.6	9.4	46.9	57.2	77.8	56.8
1077_at	4.3	16.6	21.5	24.9	78.6	232.3	30.3	9.3	14.1	35.3	30	30.5	27.9	61.7	19.7	13.5	21.1	45.2	10.5	54.9	11.2	36.4	39.1	28.5	52.1	16.7	25.6	6.2	57.8	6.1	9.9	20.5	25.7	10.3	70	50.1	5.8	9.5
1078_at	125.4	28.2	25.5	15.4	9.5	169.9	11.8	37.3	214.4	33.9	17.3	25.7	222	15.7	15.2	34.7	13.1	21.2	12.6	4.7	17.3	29.6	16.9	17.5	6.2	94.8	4.4	11.4	18.8	6.9	5.5	7	48.1	37.8	6.9	13.3	14.7	18.8
