"X31395_i_at","X31966_at","X773_at","X32276_at","X36785_at","X34643_at","X32476_at","X33323_r_at","X1288_s_at","X34592_at","X33546_at","X35726_at","X35129_at","X34170_s_at","X33674_at","X34160_at","X31718_at","X32448_at","X34100_at","X31972_at","X769_s_at","X35288_at","X32336_at","X33322_i_at","X32806_at","X41477_at","X31706_at","X36343_at","X32388_at","X31557_at","X40887_g_at","X33669_at","X829_s_at","X37669_s_at","X35083_at","X31473_s_at","X150_at","X31578_at","X33500_i_at","X433_at","X31956_f_at","X36358_at","X32446_at","X31732_at","X40894_at","X41164_at","X31454_f_at","X31340_at","X36675_r_at","X36666_at"
2.28824136123751,3.11440640658441,2.02913122380954,10.4249418119736,10.7764185077662,10.3471865876413,2.23043243494799,10.6696202894536,10.6903395560928,10.4849480125321,10.7229971301666,9.81516394235256,2.56199279581738,4.26958957768001,9.98706201569999,10.4709654837239,4.32779862344761,3.39411679845119,2.89771505259691,2.60235012783314,11.058947776084,3.60223184216269,10.250035131813,11.1210956399092,10.4780276374865,2.47972056885628,2.00474466446458,3.62451188513363,4.05740431293525,10.1204892750162,10.5975743547456,4.02022755993522,10.196023533388,10.0420391796659,10.1399054338836,2.17786417874119,4.73524638459999,4.44307774591973,10.9873751825349,2.62159971842909,10.6079116997812,9.71811507276499,2.55445019486616,4.12134898149885,2.51278849645515,9.00682330320401,4.77256214875812,3.06457068170758,9.40442689008436,10.2723818373649
2.69403781716267,2.70610870620429,5.77115586712378,10.1897699878735,10.5696655713095,10.3396096220257,2.63262523814929,10.7401915382929,10.8299650201409,10.3795093154836,10.6799466299434,9.46687609336428,4.71513528108026,4.36176253485899,9.96795936715177,10.7764185077662,2.18410322618821,4.07187289774778,3.62737297970886,2.84636419334187,10.9873751825349,3.70999984215148,10.3724547520631,10.8658817489983,10.4249418119736,2.03379327080132,6.21483823242027,4.2743615263379,2.17373073958804,9.69525966334717,10.620438135692,2.86009904400624,10.0420391796659,9.79523023794665,10.2364207713794,3.15227296516428,3.23593184000978,1.51522149281214,10.2197850501061,2.63262523814929,10.651134523636,9.84641679197969,2.7190680164146,2.38308574410752,2.03379327080132,9.88678708119062,4.75336174413697,2.20702008107374,9.86198143668373,10.4101571152225
2.8367330611882,2.3686836617189,3.23496504158596,10.4612393139785,10.8805557815219,10.0349262616635,2.49199455052983,10.7764185077662,10.4174946334419,10.6393876178316,11.0189661976775,9.99549329545954,3.06791047084394,4.49158004845166,9.69853101278983,10.5292368290134,4.5094260385411,3.66247668095558,2.93435059650483,3.19852327873582,10.9873751825349,2.11467997831456,10.1204892750162,11.1210956399092,10.7229971301666,2.84719159656589,1.66294463666232,5.02244852237011,1.83234497095908,10.1343293814124,10.6079116997812,2.04213770590282,9.57739950825626,10.330381612046,10.0879401400271,4.67084636851631,4.58155797554179,3.10671336940857,8.48705067826245,2.40150553951416,10.7401915382929,10.2429337839043,4.83574551146862,3.27981424671635,2.45709622176937,7.8847108931727,5.16939736511265,5.15441870331722,9.73902465471355,10.5774356221876
2.26204529554217,2.13594337298521,3.1822722858427,10.3471865876413,10.6696202894536,10.08074725883,2.67086383033287,10.8089051607486,10.924475589706,10.651134523636,10.7229971301666,9.74522015612995,2.13594337298521,5.00480579049202,10.1454952057235,10.5096548688708,1.9599975477192,4.10892949048574,3.22888719289565,1.80557199333173,11.058947776084,3.10119186685633,10.1848892893933,11.0189661976775,10.6903395560928,3.05896909297864,5.74478477538837,3.40305887996621,3.12521973994967,9.90733195526126,10.7401915382929,2.56927997499222,10.1399054338836,9.79028219530829,10.0879401400271,1.77951141246201,4.94399057680574,4.09018515991606,10.8497575716137,3.47219943041251,10.6799466299434,9.9207653885427,3.25237537239058,4.35861437919134,4.72060912840935,8.95837231574931,4.73291233358705,4.74607803148864,9.52585341539259,10.5292368290134
2.62959746774385,1.84210899802723,3.34508114562579,9.76611035490199,10.7401915382929,10.0281166870137,2.64046001071499,10.8658817489983,10.6696202894536,10.0162805909235,10.7529890770524,10.2313819912995,2.76579836555847,3.60120219201278,9.12778593646728,10.6586333722484,3.24162861586618,3.20058283253167,3.04654546536312,3.54137780321894,10.8805557815219,4.4004206256228,10.4174946334419,11.1210956399092,10.4413543363181,2.28406779358237,2.70387903757381,1.49224179807389,1.94411411845634,9.98706201569999,10.6903395560928,2.414917733393,10.330381612046,10.0420391796659,10.5696655713095,3.84800692422509,2.60359642608025,4.20167706402012,10.8497575716137,3.37862771683863,10.6799466299434,9.40869493547713,2.53363214156191,1.53632185527076,4.75285381768439,8.64815611475501,2.45182743015335,2.77149441875432,10.2141017464972,10.2087409076711
2.69848290028765,2.81850003600231,2.53363214156191,10.1343293814124,10.7648364415173,10.250035131813,3.39411679845119,10.924475589706,10.8497575716137,10.4541451417942,10.3582196646345,10.5774356221876,3.06791047084394,4.65009372676958,10.0226676686664,10.651134523636,4.02936673952382,3.71312790172641,3.60354652631688,2.47295565112553,11.058947776084,2.04213770590282,10.3056368607983,11.1210956399092,10.2141017464972,2.59767493514615,2.72852786832899,2.3156761955433,2.98929643823911,10.3724547520631,10.6586333722484,2.27966043620448,10.1204892750162,9.12778593646728,10.5875889815038,2.52081166473308,5.01145579581727,3.94443044487181,10.2197850501061,3.08704360000662,10.6393876178316,9.2587832424395,2.79662524480038,1.95345667348989,2.56590613361967,7.94244151483321,3.158344671143,4.77533178880024,10.3970103403745,9.95124466975336
3.13132986902014,1.8156218178428,2.67619279346424,10.2364207713794,10.7906506346076,9.72308942566143,3.1683979205985,10.8658817489983,10.630598816807,10.3671143030424,10.924475589706,10.5208293233265,3.20245789349054,4.53288770293499,9.77995377687362,10.5696655713095,4.93305552247155,3.67738459878167,3.06678066713653,2.78750999513658,10.8978751098676,5.17398184075741,10.3216759514717,11.058947776084,10.3854247311603,3.77987641302869,1.98550062930834,2.66046442097995,2.57962526578427,9.92663652624948,10.7320965043177,2.3300076530512,10.1897699878735,9.27363667542629,10.3901798475461,2.89296307982499,3.3206544880611,4.91398578420933,10.1454952057235,2.83157957098396,10.5096548688708,9.79962684464706,2.71364426635036,2.78750999513658,3.01804977481919,8.19388062820934,5.24317233154077,3.78374710155289,9.88678708119062,10.3724547520631
2.52266969016288,1.91765234353744,2.18166396859827,10.0879401400271,10.8299650201409,9.85622306072087,2.39759829163714,10.6586333722484,10.3631737343666,9.99549329545954,10.3216759514717,9.82049869551948,3.10778029839834,2.90570053072675,9.88249281899511,10.4324504787472,2.54367637155243,3.83487588145578,2.1465450914654,2.09823718635978,10.8089051607486,2.79347652727245,10.4780276374865,11.058947776084,10.1742505476166,2.32343413811473,3.93669473895309,3.74539715565789,2.79347652727245,10.5208293233265,10.4466592074529,4.54886501160108,9.98159878396332,9.20625803025667,10.630598816807,3.4708071693241,2.77239837502737,2.75870211360199,10.5975743547456,5.54096354088213,10.4413543363181,8.9391215234893,3.16643000729159,5.07518431497179,2.32343413811473,10.2592611442037,4.90431171460019,4.70049737936178,10.5696655713095,10.5292368290134
3.08507854766529,1.68543616417818,3.06251052793298,10.4466592074529,10.7648364415173,10.1742505476166,3.55154817204713,9.8408344278333,10.7401915382929,10.3901798475461,10.3854247311603,9.36488378487497,2.13014085905371,3.93496007748283,10.0226676686664,10.5696655713095,2.69666563330172,4.16053808688534,2.17232558860625,2.81850003600231,10.651134523636,4.71513528108026,10.1897699878735,10.7764185077662,10.2364207713794,2.03379327080132,2.62959746774385,1.75668404377407,2.02913122380954,10.3525681489171,10.7529890770524,3.73905265757891,10.0744429941313,9.63998373874294,10.6079116997812,1.97853752145596,2.34115310335289,2.3156761955433,11.1210956399092,2.70387903757381,10.7229971301666,9.82582599085513,2.61314767952383,2.96003819581593,4.75911959246444,10.6903395560928,2.15035237726898,4.64914615754447,9.55263712507532,10.1638011939025
2.63100180553041,3.19434654132242,2.54994617162861,10.7764185077662,10.5875889815038,10.0879401400271,3.12184551991846,10.8978751098676,10.1279395751211,10.6393876178316,9.82049869551948,10.7140978974218,2.12846273618471,2.90764521892387,8.63641611658897,10.5292368290134,1.81987402391584,3.83400706241571,2.70494925008516,2.56827916367702,10.9873751825349,4.71404935941965,9.71811507276499,11.1210956399092,10.4849480125321,2.20702008107374,2.78920091458466,3.52076041134366,2.07504254235601,10.2997197571378,10.2141017464972,2.3760605353388,9.39170565235607,9.72308942566143,10.4466592074529,2.68953041864029,2.71364426635036,3.79578738180568,8.73177512001274,4.79196907032025,10.6696202894536,9.68616238320014,3.75383032588785,4.47682386068098,4.31992006813292,8.22115236262881,3.39511932870216,4.91258218413788,10.2016472434341,10.3525681489171
